vertex,degree_centrality,betweenness_centrality,katz_centrality,pagerank,eigenvector_centrality
CP07-1299,2,0.0,0.00462205,2.2393599e-05,1.159494e-07
Ho07-9020,6,1.59566965862723e-07,0.00462205,2.2393599e-05,1.159494e-07
CPCL06-3528,2,0.0,0.00462205,2.2393599e-05,1.159494e-07
CPCL06-3532,2,0.0,0.00462205,2.2393599e-05,1.159494e-07
CPCL02-1030,2,0.0,0.0046220473,2.239088e-05,2.8549596e-20
CP07-1419,2,0.0,0.0046220473,2.239088e-05,2.8549596e-20
CPCL02-1009,2,0.0,0.0046220473,2.239088e-05,2.8549596e-20
CP07-1478,2,0.0,0.0046220473,2.239088e-05,2.8549596e-20
CP09-1095,2,0.0,0.0046220473,2.239088e-05,2.8549596e-20
CP09-1094,2,0.0,0.0046220473,2.239088e-05,2.8549596e-20
CP07-1416,2,0.0,0.0046220473,2.239088e-05,2.8549596e-20
CP07-1475,2,0.0,0.0046220473,2.239088e-05,2.8549596e-20
CP93-1711,2,0.0,0.0046220473,2.239065e-05,2.8549596e-20
L72-0033,2,0.0,0.004622053,2.2390379e-05,2.0770241e-10
CP73-0361,3,1.3500255136023043e-08,0.004622053,2.2390379e-05,2.0770241e-10
L72-0027,2,0.0,0.004622053,2.2390379e-05,2.0770241e-10
CP74-0336,2,0.0,0.004622053,2.2390379e-05,2.0770241e-10
CPCL02-2755,2,0.0,0.0046220473,2.2389362e-05,2.8549596e-20
CP12-2410,2,0.0,0.00462205,2.2388615e-05,6.1804034e-10
HoCP96-0567,2,0.0,0.004622053,2.2386914e-05,1.176374e-08
L77-0011,2,0.0,0.004622053,2.2381433e-05,2.2731332e-10
CP97-2101,2,0.0,0.0046220473,2.238091e-05,2.8549596e-20
CP13-1055,2,0.0,0.0046220473,2.238091e-05,2.8549596e-20
CP13-1054,2,0.0,0.0046220473,2.238091e-05,2.8549596e-20
CP13-1053,2,0.0,0.0046220473,2.238091e-05,2.8549596e-20
CP13-1052,2,0.0,0.0046220473,2.238091e-05,2.8549596e-20
CP92-1211,2,0.0,0.00462205,2.2380187e-05,2.9430149e-08
CP07-1431,2,0.0,0.00462205,2.2380187e-05,2.9430149e-08
CP07-1432,2,0.0,0.00462205,2.2380187e-05,2.9430149e-08
CP16-2034,2,0.0,0.00462205,2.2379749e-05,5.6956805e-12
CP16-2035,2,0.0,0.00462205,2.2379749e-05,5.6956805e-12
CP16-2036,2,0.0,0.00462205,2.2379749e-05,5.6956805e-12
CP16-2032,2,0.0,0.00462205,2.2379749e-05,5.6956805e-12
CP16-2033,2,0.0,0.00462205,2.2379749e-05,5.6956805e-12
Ho04-9109,4,9.374514320370508e-08,0.00462205,2.2376375e-05,1.3666117e-08
Ho01-0005,4,5.862533214440191e-08,0.00462205,2.2376375e-05,1.3666117e-08
CPCL02-1841,2,0.0,0.00462205,2.2372222e-05,2.1987855e-10
CPCL02-0063,2,0.0,0.00462205,2.2372222e-05,2.1987855e-10
CPCL02-0355,2,0.0,0.00462205,2.2372222e-05,2.1987855e-10
Ho16-0609,2,0.0,0.004622053,2.2371541e-05,4.291671e-05
Ho16-0608,2,0.0,0.004622053,2.2371541e-05,4.291671e-05
CPCL02-2975,2,0.0,0.0046220473,2.2371236e-05,2.8549596e-20
CPCL02-2978,2,0.0,0.0046220473,2.2371236e-05,2.8549596e-20
CPCL02-2982,2,0.0,0.0046220473,2.2371236e-05,2.8549596e-20
CPCL02-1398,2,0.0,0.0046220473,2.2371236e-05,2.8549596e-20
CP04-2178,2,0.0,0.0046220473,2.2371236e-05,2.8549596e-20
CP07-2003,2,0.0,0.0046220473,2.2371236e-05,2.8549596e-20
LCP87-0001,2,0.0,0.004622053,2.236971e-05,8.932956e-09
HoCP03-0732,2,0.0,0.00462205,2.2368431e-05,1.0246902e-07
CP09-2354,2,0.0,0.0046220473,2.2362015e-05,2.8549596e-20
Ho16-0646,2,0.0,0.004622053,2.2361897e-05,7.2582416e-06
Ho16-0641,2,0.0,0.004622053,2.2361897e-05,7.2582416e-06
Ho16-0642,2,0.0,0.004622053,2.2361897e-05,7.2582416e-06
Ho16-0668,2,0.0,0.004622053,2.2361897e-05,7.2582416e-06
Ho16-0666,2,0.0,0.004622053,2.2361897e-05,7.2582416e-06
Ho16-0643,2,0.0,0.004622053,2.2361897e-05,7.2582416e-06
CP12-1736,2,0.0,0.00462205,2.235952e-05,1.0207977e-18
L02-0359,2,0.0,0.004622053,2.2359352e-05,1.439102e-06
CP53-0039,4,1.6200306873770387e-08,0.004622053,2.2354558e-05,6.420175e-14
CP90-0943,2,0.0,0.00462205,2.2354308e-05,6.654111e-09
HoCP98-0701,2,0.0,0.004622053,2.2353935e-05,3.401321e-07
HoCP98-0702,2,0.0,0.004622053,2.2353935e-05,3.401321e-07
CP09-1051,2,0.0,0.00462205,2.234826e-05,6.8890466e-07
HoCP20-0544,2,0.0,0.004622053,2.234811e-05,1.4296044e-05
HoCP20-0534,2,0.0,0.004622053,2.234811e-05,1.4296044e-05
CP98-1223,2,0.0,0.00462205,2.2344686e-05,1.0207977e-18
CP98-1221,2,0.0,0.00462205,2.2344686e-05,1.0207977e-18
CP98-1222,2,0.0,0.00462205,2.2344686e-05,1.0207977e-18
CP98-1220,2,0.0,0.00462205,2.2344686e-05,1.0207977e-18
CP98-1219,2,0.0,0.00462205,2.2344686e-05,1.0207977e-18
CP98-1224,2,0.0,0.00462205,2.2344686e-05,1.0207977e-18
CP98-1218,2,0.0,0.00462205,2.2344686e-05,1.0207977e-18
CP62-0250,2,0.0,0.004622053,2.234104e-05,2.0240204e-11
CP62-0374,11,0.0001733384997351095,0.004622053,2.234104e-05,2.0240204e-11
CP62-0252,2,0.0,0.004622053,2.234104e-05,2.0240204e-11
CP62-0258,90,1.0704017768148333e-05,0.004622053,2.234104e-05,2.0240204e-11
CP64-0388,13,1.7677351138445374e-07,0.004622053,2.234104e-05,2.0240204e-11
CP00-1927,2,0.0,0.00462205,2.2340186e-05,1.2484373e-06
CP00-1926,2,0.0,0.00462205,2.2340186e-05,1.2484373e-06
CP00-1928,2,0.0,0.00462205,2.2340186e-05,1.2484373e-06
CP00-1929,2,0.0,0.00462205,2.2340186e-05,1.2484373e-06
CP00-1925,2,0.0,0.00462205,2.2340186e-05,1.2484373e-06
CP00-1983,2,0.0,0.004622053,2.2339489e-05,4.2358656e-07
CP00-1984,2,0.0,0.004622053,2.2339489e-05,4.2358656e-07
HoCP95-0919,2,0.0,0.004622053,2.233878e-05,1.9116236e-08
RSB90-0024,5,7.39053476195295e-08,0.004622053,2.2335307e-05,1.3106298e-08
L12-0192,2,0.0,0.004622053,2.2325228e-05,4.120429e-06
CPCL02-0197,2,0.0,0.0046220473,2.2322534e-05,2.8549596e-20
CPCL02-0312,2,0.0,0.0046220473,2.2322534e-05,2.8549596e-20
CPCL02-7445,2,0.0,0.0046220473,2.2322534e-05,2.8549596e-20
CPCL02-7443,2,0.0,0.0046220473,2.2322534e-05,2.8549596e-20
CPCL02-0080,2,0.0,0.0046220473,2.2322534e-05,2.8549596e-20
CPCL01-6085,2,0.0,0.0046220473,2.2322534e-05,2.8549596e-20
CP88-0779,2,0.0,0.004622053,2.2320142e-05,1.0719255e-08
L01-0288,2,0.0,0.004622053,2.2318862e-05,1.4063089e-06
L07-0062,2,0.0,0.004622053,2.2318862e-05,1.4063089e-06
L01-0280,2,0.0,0.004622053,2.2318862e-05,1.4063089e-06
L01-0287,2,0.0,0.004622053,2.2318862e-05,1.4063089e-06
L01-0291,2,0.0,0.004622053,2.2318862e-05,1.4063089e-06
L96-0028,2,0.0,0.004622053,2.2316483e-05,4.3210402e-08
Ho91-0009,2,0.0,0.004622053,2.2315775e-05,1.1431086e-09
HoCP97-0643,2,0.0,0.004622053,2.2315135e-05,9.1146624e-08
HoCP98-0700,2,0.0,0.004622053,2.2315135e-05,9.1146624e-08
HoCP97-0642,2,0.0,0.004622053,2.2315135e-05,9.1146624e-08
NA56-0026 [SGR-48239],2,0.0,0.004622053,2.2313616e-05,1.3460214e-13
NA56-0026,2,0.0,0.004622053,2.2313616e-05,1.3460214e-13
CP81-0340,2,0.0,0.004622053,2.23125e-05,1.172008e-09
CP93-1742,2,0.0,0.00462205,2.2310003e-05,1.1540858e-09
CP94-2032,2,0.0,0.00462205,2.2310003e-05,1.1540858e-09
CP18-1677,2,0.0,0.00462205,2.2305938e-05,6.6205246e-07
HoCP12-0675,2,0.0,0.00462205,2.2304359e-05,9.349448e-07
HoCP12-0671,2,0.0,0.004622053,2.2304066e-05,5.9954236e-06
CP72-1312,6,3.591935410440783e-06,0.004622053,2.2299433e-05,1.7299866e-10
CP72-1210,383,6.858947745058686e-05,0.004622053,2.2299433e-05,1.7299866e-10
HoCP93-0776,4,1.0061067712285876e-07,0.004622053,2.2297687e-05,1.5864113e-07
US93-0017,12,2.0383906758070225e-06,0.004622053,2.2297687e-05,1.5864113e-07
Ho93-0017,4,7.082120845325335e-08,0.004622053,2.2297687e-05,1.5864113e-07
Ho18-9225,2,0.0,0.004622053,2.2290616e-05,5.949965e-06
HoCP19-0951,2,0.0,0.004622053,2.2288237e-05,1.353861e-05
CP86-0969,5,3.613831722759642e-08,0.00462205,2.2282136e-05,2.8473038e-10
CP86-0964,2,0.0,0.00462205,2.2282136e-05,2.8473038e-10
CP00-2015,2,0.0,0.0046220473,2.2278702e-05,2.8549596e-20
CP00-2017,2,0.0,0.0046220473,2.2278702e-05,2.8549596e-20
CP00-2016,2,0.0,0.0046220473,2.2278702e-05,2.8549596e-20
CP00-2018,2,0.0,0.0046220473,2.2278702e-05,2.8549596e-20
HoCP18-0864,2,0.0,0.00462205,2.2277483e-05,2.5407619e-05
CPCL02-0034,2,0.0,0.0046220473,2.2272094e-05,2.8549596e-20
Ho15-9322,2,0.0,0.004622053,2.2269676e-05,1.2828713e-06
Ho15-9321,2,0.0,0.004622053,2.2269676e-05,1.2828713e-06
HoCP19-0945,2,0.0,0.004622053,2.2269312e-05,1.4499453e-05
Ho17-0763,2,0.0,0.004622053,2.2269312e-05,1.4499453e-05
CP11-2124,2,0.0,0.004622053,2.2268821e-05,1.3242543e-06
HoCP20-0569,2,0.0,0.004622053,2.2268738e-05,2.5547981e-06
Ho06-0561,4,4.781198725822833e-08,0.004622053,2.2266864e-05,3.4911037e-07
Ho82-0015,2,0.0,0.004622053,2.225488e-05,3.588852e-08
CP09-2377,1,0.0,0.004619771,2.2251874e-05,1.0066225e-18
CP09-2378,1,0.0,0.004619771,2.2251874e-05,1.0066225e-18
CP09-2376,1,0.0,0.004619771,2.2251874e-05,1.0066225e-18
CPCL02-7457,2,0.0,0.0046220473,2.2251581e-05,2.8549596e-20
L93-0376,2,0.0,0.004622053,2.2250975e-05,1.384518e-07
L93-0372,2,0.0,0.004622053,2.2250975e-05,1.384518e-07
Ho17-0764,2,0.0,0.004622053,2.2250038e-05,1.1042961e-05
Ho17-0756,2,0.0,0.004622053,2.2250038e-05,1.1042961e-05
HoCP99-0867,2,0.0,0.004622053,2.2248552e-05,7.045292e-08
CP62-0332,2,0.0,0.004622053,2.2248474e-05,2.5693355e-11
CP62-0334,2,0.0,0.004622053,2.2248474e-05,2.5693355e-11
CP07-2634,2,0.0,0.00462205,2.2247543e-05,1.0207977e-18
CP08-1641,2,0.0,0.00462205,2.2247543e-05,1.0207977e-18
CP07-2641,2,0.0,0.00462205,2.2247543e-05,1.0207977e-18
CP07-2636,2,0.0,0.00462205,2.2247543e-05,1.0207977e-18
CP07-2638,2,0.0,0.00462205,2.2247543e-05,1.0207977e-18
CP11-1887,2,0.0,0.004622053,2.2246006e-05,3.529347e-06
LCP85-0343,2,0.0,0.004622053,2.2245851e-05,2.9655467e-08
CP86-0945,2,0.0,0.004622053,2.2245851e-05,2.9655467e-08
L93-0364,2,0.0,0.004622053,2.2245624e-05,2.7764017e-07
L93-0363,9,1.5351557181020326e-07,0.004622053,2.2245624e-05,2.7764017e-07
L93-0378,16,1.303297835875128e-06,0.004622053,2.2245624e-05,2.7764017e-07
HoCP12-0647,7,4.563466937668181e-09,0.0046220473,2.2240602e-05,2.8549596e-20
Ho02-0128,3,2.0079253815197262e-08,0.004622053,2.2239927e-05,5.79422e-07
Ho02-0121,3,1.1629232687937474e-08,0.004622053,2.2239927e-05,5.79422e-07
Ho02-0123,4,3.5823212840568885e-08,0.004622053,2.2239927e-05,5.79422e-07
Ho02-0052,5,8.074832891225014e-08,0.004622053,2.2239927e-05,5.79422e-07
Ho02-0129,3,2.0079253815197262e-08,0.004622053,2.2239927e-05,5.79422e-07
CP13-2436,2,0.0,0.0046220473,2.2239046e-05,2.8549596e-20
Ho04-9202,2,0.0,0.0046220473,2.2239046e-05,2.8549596e-20
L04-0413,2,0.0,0.004622053,2.2237917e-05,1.0303971e-06
CP04-2132,2,0.0,0.00462205,2.2235421e-05,2.827606e-08
CP14-2414,2,0.0,0.00462205,2.2235196e-05,1.0207977e-18
CP14-2413,2,0.0,0.00462205,2.2235196e-05,1.0207977e-18
CP14-2412,2,0.0,0.00462205,2.2235196e-05,1.0207977e-18
Ho14-0864,2,0.0,0.004622053,2.2234264e-05,1.077204e-05
L19-0011,1,0.0,0.004619771,2.2233946e-05,6.9545345e-06
CP12-1074,2,0.0,0.0046220473,2.2232436e-05,2.8549596e-20
CP12-1072,2,0.0,0.0046220473,2.2232436e-05,2.8549596e-20
CP95-1943,2,0.0,0.0046220473,2.2232436e-05,2.8549596e-20
CP12-1078,2,0.0,0.0046220473,2.2232436e-05,2.8549596e-20
CP12-1077,2,0.0,0.0046220473,2.2232436e-05,2.8549596e-20
CP12-1071,2,0.0,0.0046220473,2.2232436e-05,2.8549596e-20
CP95-1941,2,0.0,0.0046220473,2.2232436e-05,2.8549596e-20
CP12-1073,2,0.0,0.0046220473,2.2232436e-05,2.8549596e-20
CP12-1075,2,0.0,0.0046220473,2.2232436e-05,2.8549596e-20
CP95-1942,2,0.0,0.0046220473,2.2232436e-05,2.8549596e-20
CP95-1944,2,0.0,0.0046220473,2.2232436e-05,2.8549596e-20
CP12-1076,2,0.0,0.0046220473,2.2232436e-05,2.8549596e-20
CP14-1935,2,0.0,0.004622053,2.2229024e-05,2.3593644e-05
HoCP01-0520,4,1.4394831282515952e-07,0.004622053,2.2227383e-05,1.9540924e-07
HoCP01-0521,2,0.0,0.004622053,2.2227383e-05,1.9540924e-07
HoCP02-0603,2,0.0,0.004622053,2.2227383e-05,1.9540924e-07
CP03-2174,2,0.0,0.00462205,2.2225266e-05,1.20419e-07
CP04-1981,2,0.0,0.00462205,2.2225266e-05,1.20419e-07
CP04-2150,2,0.0,0.00462205,2.2225266e-05,1.20419e-07
CP04-2149,2,0.0,0.00462205,2.2225266e-05,1.20419e-07
CP03-2176,2,0.0,0.00462205,2.2225266e-05,1.20419e-07
CP03-2175,2,0.0,0.00462205,2.2225266e-05,1.20419e-07
CP04-1980,2,0.0,0.00462205,2.2225266e-05,1.20419e-07
CP04-1979,2,0.0,0.00462205,2.2225266e-05,1.20419e-07
Ho15-0557,2,0.0,0.004622053,2.2223874e-05,9.372807e-06
CP95-2307,2,0.0,0.00462205,2.222328e-05,2.8276666e-08
CP95-2308,2,0.0,0.00462205,2.222328e-05,2.8276666e-08
CP93-1726,2,0.0,0.00462205,2.222328e-05,2.8276666e-08
HoCP14-0902,2,0.0,0.00462205,2.2222823e-05,1.1027105e-07
HoCP14-0897,4,2.5758049915225456e-08,0.00462205,2.2222823e-05,1.1027105e-07
HoCP14-0901,4,5.140491765587285e-08,0.00462205,2.2222823e-05,1.1027105e-07
CP07-1995,2,0.0,0.00462205,2.2222208e-05,7.683998e-07
CP07-1993,2,0.0,0.00462205,2.2222208e-05,7.683998e-07
CP07-1996,2,0.0,0.00462205,2.2222208e-05,7.683998e-07
CP07-1992,2,0.0,0.00462205,2.2222208e-05,7.683998e-07
CP07-1999,2,0.0,0.00462205,2.2222208e-05,7.683998e-07
CP10-1535,2,0.0,0.0046220473,2.2219607e-05,2.8549596e-20
CP10-1536,2,0.0,0.0046220473,2.2219607e-05,2.8549596e-20
CP10-1533,2,0.0,0.0046220473,2.2219607e-05,2.8549596e-20
CP10-1532,2,0.0,0.0046220473,2.2219607e-05,2.8549596e-20
CP10-1534,2,0.0,0.0046220473,2.2219607e-05,2.8549596e-20
CP10-1531,2,0.0,0.0046220473,2.2219607e-05,2.8549596e-20
CP10-1537,2,0.0,0.0046220473,2.2219607e-05,2.8549596e-20
CP13-1312,2,0.0,0.00462205,2.2218597e-05,1.39847e-06
CP09-2203,2,0.0,0.004622053,2.2217848e-05,5.092443e-06
CP09-2205,2,0.0,0.004622053,2.2217848e-05,5.092443e-06
CP09-2202,2,0.0,0.004622053,2.2217848e-05,5.092443e-06
CP09-2204,2,0.0,0.004622053,2.2217848e-05,5.092443e-06
CP09-2201,2,0.0,0.004622053,2.2217848e-05,5.092443e-06
CP09-2200,2,0.0,0.004622053,2.2217848e-05,5.092443e-06
Ho12-0624,2,0.0,0.004622053,2.221701e-05,1.1956121e-06
Ho12-0623,2,0.0,0.004622053,2.221701e-05,1.1956121e-06
HoCP02-0604,2,0.0,0.004622053,2.2216474e-05,3.1460917e-07
HoCP20-0528,2,0.0,0.004622053,2.221624e-05,7.936415e-06
HoCP20-0521,2,0.0,0.004622053,2.221624e-05,7.936415e-06
HoCP22-747,2,0.0,0.004622053,2.2213722e-05,5.0145838e-05
HoCP22-741,2,0.0,0.004622053,2.2213722e-05,5.0145838e-05
HoCP22-736,2,0.0,0.004622053,2.2213722e-05,5.0145838e-05
HoCP22-748,2,0.0,0.004622053,2.2213722e-05,5.0145838e-05
HoCP22-737,2,0.0,0.004622053,2.2213722e-05,5.0145838e-05
HoCP22-742,2,0.0,0.004622053,2.2213722e-05,5.0145838e-05
HoCP22-746,2,0.0,0.004622053,2.2213722e-05,5.0145838e-05
L84-0280,3,1.793442372388654e-08,0.004622053,2.2212798e-05,1.6936843e-09
CP02-2591,2,0.0,0.00462205,2.2210495e-05,2.827606e-08
Ho08-0716,2,0.0,0.004622053,2.2203349e-05,3.538642e-07
CP78-0338,6,1.0260158944674913e-07,0.004622053,2.2200946e-05,2.361212e-09
CP03-1527,2,0.0,0.00462205,2.220079e-05,1.20419e-07
CP03-1529,2,0.0,0.00462205,2.220079e-05,1.20419e-07
CP03-1528,2,0.0,0.00462205,2.220079e-05,1.20419e-07
CP03-1526,2,0.0,0.00462205,2.220079e-05,1.20419e-07
HoCP10-0913,2,0.0,0.004622053,2.219958e-05,1.384792e-06
CP15-4193,2,0.0,0.0046220473,2.218617e-05,2.8549596e-20
CP15-4866,2,0.0,0.0046220473,2.218617e-05,2.8549596e-20
CP15-4195,2,0.0,0.0046220473,2.218617e-05,2.8549596e-20
CP15-4870,2,0.0,0.0046220473,2.218617e-05,2.8549596e-20
CP15-4868,2,0.0,0.0046220473,2.218617e-05,2.8549596e-20
CP15-4194,2,0.0,0.0046220473,2.218617e-05,2.8549596e-20
CP15-4867,2,0.0,0.0046220473,2.218617e-05,2.8549596e-20
CP15-4875,2,0.0,0.0046220473,2.218617e-05,2.8549596e-20
CP15-4871,2,0.0,0.0046220473,2.218617e-05,2.8549596e-20
CPCL02-7536,2,0.0,0.0046220473,2.218617e-05,2.8549596e-20
CP15-4874,2,0.0,0.0046220473,2.218617e-05,2.8549596e-20
CPCL02-7428,2,0.0,0.0046220473,2.218617e-05,2.8549596e-20
CP99-1969,2,0.0,0.00462205,2.2184806e-05,1.4996277e-07
CP99-1970,2,0.0,0.00462205,2.2184806e-05,1.4996277e-07
CP03-1757,2,0.0,0.00462205,2.2184806e-05,1.4996277e-07
CP03-1759,2,0.0,0.00462205,2.2184806e-05,1.4996277e-07
CP03-1758,2,0.0,0.00462205,2.2184806e-05,1.4996277e-07
Ho13-9156,2,0.0,0.004622053,2.2184453e-05,3.7812497e-06
Ho13-9161,2,0.0,0.004622053,2.2184453e-05,3.7812497e-06
L73-0045,2,0.0,0.004622053,2.2179245e-05,1.4728438e-10
L05-0467,2,0.0,0.004622053,2.2176819e-05,2.4927976e-06
CP06-2273,2,0.0,0.004622053,2.217608e-05,1.011411e-06
CP06-2272,2,0.0,0.004622053,2.217608e-05,1.011411e-06
CP06-2271,2,0.0,0.004622053,2.217608e-05,1.011411e-06
LCP87-0005,2,0.0,0.004622053,2.2174881e-05,1.5646467e-09
LCP87-0018,2,0.0,0.004622053,2.2174881e-05,1.5646467e-09
CPCL02-7344,2,0.0,0.0046220473,2.217295e-05,2.8549596e-20
CPCL02-6084,2,0.0,0.0046220473,2.217295e-05,2.8549596e-20
L97-0143,2,0.0,0.004622053,2.2171967e-05,1.4322284e-08
L97-0146,2,0.0,0.004622053,2.2171967e-05,1.4322284e-08
CPCL05-1793,2,0.0,0.0046220473,2.2170076e-05,2.8549596e-20
HoCP94-0815,2,0.0,0.004622053,2.2168975e-05,5.6789116e-08
L06-0016,10,3.210281249721447e-07,0.004622053,2.2166418e-05,5.9225493e-07
CP17-2488,2,0.0,0.00462205,2.2166205e-05,1.0207977e-18
CP18-2402,2,0.0,0.004622053,2.2161821e-05,3.3801637e-08
CP18-2400,2,0.0,0.004622053,2.2161821e-05,3.3801637e-08
CP18-2407,2,0.0,0.004622053,2.2161821e-05,3.3801637e-08
CP18-2405,2,0.0,0.004622053,2.2161821e-05,3.3801637e-08
CP18-2401,2,0.0,0.004622053,2.2161821e-05,3.3801637e-08
CP18-2409,2,0.0,0.004622053,2.2161821e-05,3.3801637e-08
CP18-2399,2,0.0,0.004622053,2.2161821e-05,3.3801637e-08
L93-0400,2,0.0,0.004622053,2.2161128e-05,1.1695439e-07
L93-0366,2,0.0,0.004622053,2.2161128e-05,1.1695439e-07
L93-0360,2,0.0,0.004622053,2.2161128e-05,1.1695439e-07
L93-0388,2,0.0,0.004622053,2.2161128e-05,1.1695439e-07
L93-0398,2,0.0,0.004622053,2.2161128e-05,1.1695439e-07
CP19-2196,2,0.0,0.0046220473,2.2157697e-05,2.8549596e-20
CP19-2199,2,0.0,0.0046220473,2.2157697e-05,2.8549596e-20
CP19-2198,2,0.0,0.0046220473,2.2157697e-05,2.8549596e-20
CP19-2201,2,0.0,0.0046220473,2.2157697e-05,2.8549596e-20
CP19-2197,2,0.0,0.0046220473,2.2157697e-05,2.8549596e-20
CP19-2200,2,0.0,0.0046220473,2.2157697e-05,2.8549596e-20
CP19-2195,2,0.0,0.0046220473,2.2157697e-05,2.8549596e-20
CP19-2204,2,0.0,0.0046220473,2.2157697e-05,2.8549596e-20
CP19-2202,2,0.0,0.0046220473,2.2157697e-05,2.8549596e-20
CP19-2203,2,0.0,0.0046220473,2.2157697e-05,2.8549596e-20
CP13-2441,2,0.0,0.0046220473,2.215571e-05,2.8549596e-20
CP13-2442,2,0.0,0.0046220473,2.215571e-05,2.8549596e-20
CP13-2443,2,0.0,0.0046220473,2.215571e-05,2.8549596e-20
CP17-1637,2,0.0,0.00462205,2.215485e-05,3.2896153e-06
CP77-0315,2,0.0,0.004622053,2.2154323e-05,3.9725756e-09
CP77-0405,19,5.228137069934746e-07,0.004622053,2.2154323e-05,3.9725756e-09
Ho01-0035,2,0.0,0.00462205,2.2153092e-05,1.28328805e-08
Ho01-0006,2,0.0,0.00462205,2.2153092e-05,1.28328805e-08
CP16-1017,2,0.0,0.00462205,2.2152346e-05,6.8656586e-06
CP00-2171,2,0.0,0.0046220473,2.215042e-05,2.8549596e-20
CP00-2173,2,0.0,0.0046220473,2.215042e-05,2.8549596e-20
CP00-2170,2,0.0,0.0046220473,2.215042e-05,2.8549596e-20
CP00-2172,2,0.0,0.0046220473,2.215042e-05,2.8549596e-20
CP00-2149,2,0.0,0.0046220473,2.215042e-05,2.8549596e-20
CP00-2148,2,0.0,0.0046220473,2.215042e-05,2.8549596e-20
CP85-0801,2,0.0,0.004622053,2.214795e-05,2.5290834e-09
CP85-0802,2,0.0,0.004622053,2.214795e-05,2.5290834e-09
CP85-0800,12,1.9048675881094823e-07,0.004622053,2.214795e-05,2.5290834e-09
L91-0261,2,0.0,0.004622053,2.2147371e-05,2.4136254e-08
L92-0312,8,1.1271108490973347e-07,0.004622053,2.2146818e-05,3.6656267e-09
L92-0303,2,0.0,0.004622053,2.2146818e-05,3.6656267e-09
L92-0291,2,0.0,0.004622053,2.2146818e-05,3.6656267e-09
L92-0351,2,0.0,0.004622053,2.2146818e-05,3.6656267e-09
L92-0292,2,0.0,0.004622053,2.2146818e-05,3.6656267e-09
L92-0310,2,0.0,0.004622053,2.2146818e-05,3.6656267e-09
L92-0304,2,0.0,0.004622053,2.2146818e-05,3.6656267e-09
L18-0469,2,0.0,0.004622053,2.2145165e-05,3.122308e-06
CP13-2440,2,0.0,0.00462205,2.2142238e-05,1.0207977e-18
CP13-2438,2,0.0,0.00462205,2.2142238e-05,1.0207977e-18
CP12-2342,2,0.0,0.00462205,2.2142238e-05,1.0207977e-18
CP12-2341,2,0.0,0.00462205,2.2142238e-05,1.0207977e-18
CP13-2439,2,0.0,0.00462205,2.2142238e-05,1.0207977e-18
CPCL01-7209,2,0.0,0.00462205,2.2140888e-05,2.1987855e-10
HoCP19-0930,2,0.0,0.004622053,2.2138001e-05,5.3035988e-06
CP94-2029,2,0.0,0.0046220473,2.213796e-05,2.8549596e-20
CP93-1659,2,0.0,0.0046220473,2.213796e-05,2.8549596e-20
CP94-2030,2,0.0,0.0046220473,2.213796e-05,2.8549596e-20
CP93-1660,2,0.0,0.0046220473,2.213796e-05,2.8549596e-20
CP96-1923,2,0.0,0.0046220473,2.2137468e-05,2.8549596e-20
CP96-1925,2,0.0,0.0046220473,2.2137468e-05,2.8549596e-20
CP96-1927,2,0.0,0.0046220473,2.2137468e-05,2.8549596e-20
CP96-1926,2,0.0,0.0046220473,2.2137468e-05,2.8549596e-20
CP96-1924,2,0.0,0.0046220473,2.2137468e-05,2.8549596e-20
CP07-1219,2,0.0,0.00462205,2.2136783e-05,3.126479e-07
CP07-1069,2,0.0,0.00462205,2.2136783e-05,3.126479e-07
CP07-1067,2,0.0,0.00462205,2.2136783e-05,3.126479e-07
CP07-1068,2,0.0,0.00462205,2.2136783e-05,3.126479e-07
CP07-1220,2,0.0,0.00462205,2.2136783e-05,3.126479e-07
CP87-0622,2,0.0,0.00462205,2.213223e-05,5.3664967e-10
L17-0410,2,0.0,0.004622053,2.2128259e-05,5.27302e-06
L69-0019,2,0.0,0.004622053,2.2126991e-05,7.678458e-12
CP94-1757,2,0.0,0.00462205,2.2126744e-05,1.8649398e-09
CP94-1753,2,0.0,0.00462205,2.2126744e-05,1.8649398e-09
CP94-1754,2,0.0,0.00462205,2.2126744e-05,1.8649398e-09
CP94-1756,2,0.0,0.00462205,2.2126744e-05,1.8649398e-09
CP94-1755,2,0.0,0.00462205,2.2126744e-05,1.8649398e-09
CP94-1752,2,0.0,0.00462205,2.2126744e-05,1.8649398e-09
CP94-1758,2,0.0,0.00462205,2.2126744e-05,1.8649398e-09
HoL15-0513,2,0.0,0.004622053,2.2124048e-05,6.922377e-06
CP85-0851,2,0.0,0.004622053,2.212375e-05,2.2083437e-09
CP12-2450,2,0.0,0.004622053,2.2118747e-05,1.1802091e-06
CP12-2451,2,0.0,0.004622053,2.2118747e-05,1.1802091e-06
CP93-1705,2,0.0,0.0046220473,2.211825e-05,2.8549596e-20
CP09-2322,2,0.0,0.00462205,2.2117376e-05,9.182627e-07
CP09-2321,2,0.0,0.00462205,2.2117376e-05,9.182627e-07
CP09-2319,2,0.0,0.00462205,2.2117376e-05,9.182627e-07
CP09-2320,2,0.0,0.00462205,2.2117376e-05,9.182627e-07
CP62-0313,2,0.0,0.004622053,2.2112967e-05,1.7171434e-11
CP06-2331,2,0.0,0.0046220487,2.211204e-05,5.2467353e-19
