vertex,degree_centrality,betweenness_centrality,katz_centrality,pagerank,eigenvector_centrality
H49-0005,4,5.454863938325616e-08,0.004622053,0.00020447967,1.1168508e-12
CL89-5457,7,1.5884172171354294e-05,0.00462205,0.00016908428,8.070662e-08
H50-0723,4,4.928543972937405e-08,0.004622053,0.00016511316,3.5665262e-11
B59162,2,0.0,0.004622053,0.00015957096,8.2937124e-13
CL79-2243,3,1.5018938029243145e-05,0.004622053,0.0001562704,1.606655e-08
H02-1108,3,4.563466826645879e-10,0.0046220487,0.00014641816,0.7071063
H68-1158,2,0.0,0.00462205,0.00014256981,8.7358515e-12
E.Arund.-2,2,0.0,0.004619771,0.00014245891,0.7071063
F160,72,1.1285453638265608e-06,0.004622053,0.00013996317,7.0978404e-11
F141,3,3.4705163898252067e-07,0.00462205,0.00013978184,9.600354e-12
F46-0150,3,2.904646692059032e-07,0.00462205,0.00013486308,1.1386468e-12
Ho05-9022,2,0.0,0.004622053,0.00013277863,5.798773e-07
H78-4153,3,1.3325323067192585e-08,0.00462205,0.0001326071,6.95115e-11
Co6806,8,9.408346812733726e-08,0.004622053,0.00013029196,5.980925e-11
RB72454,2,0.0,0.00462205,0.00012802816,1.7479908e-11
H53-3989,3,1.32340538527842e-08,0.00462205,0.00012507924,1.0468692e-12
H59-3775,2,0.0,0.004622053,0.00012456898,1.0335335e-11
H41-3620,3,3.1031575531415e-08,0.00462205,0.0001238531,4.944529e-12
H57-5174,3,2.838476298450132e-08,0.00462205,0.00012315593,9.413625e-12
H41-3340,3,3.754212229978293e-08,0.004622053,0.00012062534,1.4254167e-14
B39254,5,2.0687716428824388e-08,0.004622053,0.00011928587,8.4641594e-16
Ho82-0007,2,0.0,0.004622053,0.00011735296,4.7910003e-08
PT41-0223,3,2.3205228671940858e-07,0.004622053,0.00011601307,1.1640637e-13
CP34-0079,4,8.354620149475522e-06,0.004622053,0.00011584621,6.9081595e-13
H48-3717,3,2.4642719864687024e-08,0.00462205,0.00011430018,1.0817359e-13
H32-6705,3,2.6011761633526476e-08,0.004622053,0.00011361712,4.1280368e-16
CL69-0886,3,5.55953556613531e-06,0.00462205,0.0001130808,2.8420275e-09
H78-0292,2,0.0,0.00462205,0.00011130979,1.3084481e-09
B46364,3,4.107119977447837e-09,0.0046220515,0.00011019539,7.139467e-14
Ho74-0055,2,0.0,0.004622053,0.000109292145,7.643525e-09
H62-4671,2,0.0,0.00462205,0.00010910915,8.593252e-13
BJ7504,2,0.0,0.00462205,0.00010840849,1.597735e-13
CP63-0588,11,0.0002201604947913438,0.004622053,0.00010814169,9.655814e-11
Co740,2,0.0,0.004622053,0.00010798826,2.7429226e-12
CP53-0076,3,1.1865013860301588e-08,0.004622053,0.000107971915,2.0897494e-12
Ho18-9241,2,0.0,0.004622053,0.0001033353,4.679968e-05
CP36-0046,3,9.735395600785068e-09,0.004622053,0.00010314768,1.4317626e-13
H35-1318,3,3.97021615583526e-08,0.004622053,0.000103059705,6.028475e-13
CL64-0122,3,4.691564299719175e-06,0.004622053,0.00010018422,4.664616e-10
CP57-0120,3,0.00011489221651572734,0.004622053,9.9364515e-05,7.539887e-13
H70-0144,3,1.7341173830232037e-08,0.00462205,9.809808e-05,2.2806969e-10
H70-6957,2,0.0,0.00462205,9.809808e-05,2.2806969e-10
Co798,3,4.388533625387936e-08,0.004622053,9.809302e-05,8.180868e-12
Ho12-9055,3,2.5023011218650026e-08,0.004622053,9.786125e-05,1.1687999e-05
H37-1933,3,2.750249272764904e-08,0.004622053,9.6884214e-05,1.0003412e-13
B62163,2,0.0,0.004622053,9.483879e-05,1.5578526e-13
CP78-0362,3,2.2338172200875306e-08,0.004622053,9.435667e-05,4.7824185e-09
CP38-0034,23,0.00015578442253172398,0.004622053,9.4287345e-05,9.055381e-15
Ho01-0042,7,1.466666731175792e-06,0.004622053,9.3819e-05,1.0115493e-09
Co301,6,6.230917642824352e-05,0.004622053,9.315465e-05,4.584471e-16
B45181,3,7.545846165157855e-05,0.0046220515,9.2134826e-05,7.139467e-14
H35-0198,3,3.422600158842215e-08,0.004622053,9.182159e-05,9.443352e-15
Ho21-0661,2,0.0,0.004622053,9.118496e-05,9.6076175e-05
H31-2346,3,2.64681077055684e-08,0.004622053,9.0961985e-05,6.3402984e-14
Co1148,2,0.0,0.004622053,9.090381e-05,2.0616856e-14
CP71-0449,2,0.0,0.004622053,9.0317284e-05,3.0198313e-12
CP56-0008,7,6.856391365772652e-08,0.004622053,9.002883e-05,4.3311663e-11
CL58-0065,3,2.5794167868298246e-06,0.004622053,8.954744e-05,6.851612e-11
Ho83-0011,2,0.0,0.004622053,8.8783265e-05,2.0535781e-08
CC82-0015,3,7.56698057102767e-07,0.004622053,8.714659e-05,4.1198746e-12
Ho91-0012,2,0.0,0.004622053,8.683561e-05,1.8846974e-08
H53-0263,3,5.932506930150794e-09,0.00462205,8.571463e-05,9.1390525e-14
H34-1874,3,1.3690400813004544e-08,0.004622053,8.568662e-05,8.210981e-15
B4906,3,6.845200406502272e-09,0.004622053,8.48903e-05,1.4231343e-14
CP27-0156,3,6.038768697180785e-05,0.004622053,8.360579e-05,2.4834746e-17
H28-4772,3,2.0079253815197262e-08,0.00462205,8.268073e-05,5.6105946e-15
US67-33-7,3,1.6611020114964958e-08,0.004622053,8.206063e-05,9.1770186e-10
US65-086-0151,3,1.8253867306583516e-09,0.00462205,8.1222686e-05,1.0207977e-18
CP50-0011,3,4.6951551979645956e-08,0.004622053,8.0689475e-05,5.764497e-12
POJ1499,3,2.4972337996587157e-05,0.004622053,8.004296e-05,2.4834746e-17
Ho83-0012,3,8.875943535713304e-09,0.00462205,7.895147e-05,3.2204779e-09
H31-1389,3,2.3730027720603175e-08,0.004622053,7.774097e-05,6.2960997e-16
Ho79-0011,5,3.991150379079045e-07,0.004622053,7.756226e-05,8.477e-09
Ho11-9314,7,1.0628858149175358e-07,0.004622053,7.735641e-05,1.4716761e-05
CP33-0030,3,4.560684374155244e-06,0.004622053,7.711724e-05,7.1007185e-14
Ho86-0003,5,3.704618904976087e-07,0.004622053,7.692884e-05,2.4088273e-08
Ho17-9109,2,0.0,0.004622053,7.608179e-05,0.00018160116
CP63-0571,8,2.1465755708049983e-05,0.004622053,7.556923e-05,9.770831e-11
Ho16-9042,2,0.0,0.004622053,7.552543e-05,2.6134414e-05
Ho20-9048,2,0.0,0.004622053,7.5168784e-05,5.9872877e-05
Ho89-0020,4,1.0883868384325979e-07,0.004622053,7.450175e-05,4.307231e-08
Ho97-0008,2,0.0,0.004622053,7.366274e-05,6.360114e-07
CP29-0082,3,6.540969543777919e-09,0.004622053,7.336546e-05,1.2430715e-14
Ho16-9043,2,0.0,0.004622053,7.3230454e-05,2.1074833e-05
Ho13-0701,2,0.0,0.004622053,7.313154e-05,2.8639804e-06
US66-116-1,3,1.2891793410574337e-08,0.004622053,7.272059e-05,1.4020761e-10
Co312,5,5.609413165075239e-07,0.004622053,7.2693685e-05,7.047815e-17
Co290,12,2.3869746655691415e-05,0.004622053,7.230681e-05,4.7656446e-17
B45151,3,8.214239954895675e-09,0.004622053,7.197666e-05,1.28186815e-14
B47258,2,0.0,0.004622053,7.197666e-05,1.28186815e-14
LCP86-0392,2,0.0,0.004622053,7.1787224e-05,2.9188326e-08
H49-3646,2,0.0,0.00462205,7.0851704e-05,9.697728e-14
Ho92-0669,2,0.0,0.004622053,7.084688e-05,2.4338881e-08
Ho93-0012,2,0.0,0.004622053,7.063907e-05,1.5938632e-07
Ho82-0038,2,0.0,0.004622053,7.0528324e-05,6.6924166e-08
CP77-0416,4,2.22849312336848e-08,0.004622053,7.051955e-05,1.62905e-09
CP56-0059,152,1.4526363884215243e-05,0.004622053,7.0512564e-05,8.783871e-12
P4775,3,4.639524764371572e-09,0.004622053,7.014546e-05,1.8877856e-13
Ho78-0011,2,0.0,0.004622053,7.011998e-05,9.088781e-12
B49119,2,0.0,0.00462205,7.0085116e-05,1.0817359e-13
Ho90-0002,2,0.0,0.004622053,7.0033195e-05,6.806143e-09
Ho96-0007,2,0.0,0.004622053,6.961393e-05,1.2539315e-06
US68-0026-0021,5,7.614143981982124e-08,0.004622053,6.9233414e-05,3.1154256e-11
ROC10,2,0.0,0.004622053,6.9171336e-05,1.0285559e-11
Ho15-9364,2,0.0,0.004622053,6.9105576e-05,5.0531225e-06
Ho73-0003,2,0.0,0.004622053,6.90489e-05,7.959129e-11
Ho10-9234,2,0.0,0.004622053,6.8702655e-05,1.4322716e-06
Ho04-9108,2,0.0,0.004622053,6.820124e-05,8.2893274e-07
Ho73-0039,3,2.9092100817251776e-07,0.004622053,6.814525e-05,1.4255148e-09
H56-0848,3,1.0039626907598631e-08,0.00462205,6.798949e-05,8.209988e-15
CP87-1743,4,3.422600158842215e-08,0.004622053,6.793581e-05,1.7536916e-08
US59-61-1,2,0.0,0.00462205,6.766047e-05,5.9066185e-12
CC84-0079,2,0.0,0.00462205,6.744237e-05,2.737359e-13
Ho82-0030,4,4.746005544120635e-08,0.00462205,6.730607e-05,5.545249e-08
CP92-1320,174,2.0066827346454374e-06,0.00462205,6.7293564e-05,2.7813206e-08
Ho12-9006,2,0.0,0.004622053,6.717471e-05,2.115964e-05
C26,3,9.126933875336363e-09,0.00462205,6.712681e-05,1.0207977e-18
Ho76-0092,8,1.1582079650906962e-07,0.004622053,6.7052235e-05,1.2077317e-11
Ho78-0017,3,2.1005637051985104e-07,0.004622053,6.7021276e-05,4.1898818e-09
Ho11-9312,2,0.0,0.004622053,6.677938e-05,3.0320898e-06
TA5,3,1.3097150031171623e-07,0.004622053,6.664581e-05,8.838576e-15
CP53-0005,10,8.707106644578744e-06,0.004622053,6.654619e-05,1.9797922e-11
CP78-0354,2,0.0,0.004622053,6.6491484e-05,8.027392e-09
CP77-0410,12,3.5562766242946964e-07,0.004622053,6.622419e-05,4.595975e-09
CP69-0302,5,2.1562380325690356e-08,0.004622053,6.615194e-05,1.4666339e-10
B35247,3,4.563466937668181e-09,0.00462205,6.60913e-05,2.3842502e-17
Ho05-9838,3,2.327367987220441e-08,0.00462205,6.591973e-05,2.5379957e-06
Ho11-9309,4,5.616540832420469e-08,0.004622053,6.560844e-05,2.5852272e-05
Ho05-9606,3,4.133161013442077e-08,0.004622053,6.535886e-05,1.9587962e-06
Ho77-0015,3,1.1941072131094188e-08,0.004622053,6.473821e-05,2.8032474e-09
Ho06-9003,2,0.0,0.004622053,6.4658874e-05,2.5843858e-07
Ho72-0042,2,0.0,0.004622053,6.4657725e-05,3.4188853e-11
Ho93-0768,5,6.495334048395307e-08,0.004622053,6.455331e-05,1.7918278e-08
CP30-0024,5,5.762027740274789e-06,0.004622053,6.4440814e-05,5.8512147e-15
Co775,4,6.936469532092815e-08,0.004622053,6.427495e-05,1.4283694e-15
Co997,2,0.0,0.004622053,6.39634e-05,1.6830738e-14
CP81-1302,176,7.449936674674973e-06,0.004622053,6.383002e-05,5.515424e-09
Ho07-9009,2,0.0,0.004622053,6.381745e-05,1.7548746e-08
H50-7209,5,1.9014445129528212e-08,0.00462205,6.377286e-05,9.697728e-14
CC85-0092,2,0.0,0.00462205,6.3568295e-05,1.9406313e-14
Ho15-9339,3,2.3972157592311305e-08,0.004622053,6.353664e-05,1.9482757e-05
Ho97-0689,2,0.0,0.004622053,6.3369254e-05,4.48265e-09
Ho20-9036,2,0.0,0.004622053,6.306152e-05,6.798961e-05
Ho08-9024,2,0.0,0.00462205,6.29158e-05,2.2763686e-06
CP83-1770,104,2.9498551157303154e-06,0.004622053,6.229753e-05,1.699643e-08
CL47-0143,9,0.00015071184316184372,0.004622053,6.228957e-05,9.891093e-13
Ho74-0036,2,0.0,0.004622053,6.1953724e-05,3.8940433e-09
Ho74-0071,5,5.022095095341683e-08,0.004622053,6.1953724e-05,3.8940433e-09
Ho82-0034,2,0.0,0.004622053,6.18333e-05,2.0689297e-08
Ho19-9320,2,0.0,0.004622053,6.1788036e-05,5.6537974e-05
Co214,4,2.6696280741589362e-08,0.00462205,6.156851e-05,1.0207977e-18
Ho88-0006,2,0.0,0.004622053,6.152909e-05,1.4279202e-07
Ho11-9342,2,0.0,0.00462205,6.150287e-05,2.2299878e-06
Ho11-9343,3,2.327367987220441e-08,0.004622053,6.1310304e-05,4.5782308e-05
CP77-1446,3,1.540169947134018e-08,0.004622053,6.0830534e-05,1.1723418e-09
CP09-2149,2,0.0,0.00462205,6.0781167e-05,7.457905e-07
Ho78-0005,2,0.0,0.004622053,6.074535e-05,1.4781905e-10
P4383,3,4.145148668754928e-09,0.004622053,6.0603266e-05,1.0404003e-15
Ho15-9362,2,0.0,0.004622053,6.0550115e-05,4.2043016e-06
Ho18-9243,2,0.0,0.004622053,6.0521033e-05,8.1926264e-05
Ho94-0856,62,2.874907977457042e-06,0.00462205,6.0392103e-05,6.040455e-09
Ho80-0028,4,8.76185595188872e-08,0.004622053,6.0314684e-05,8.412862e-09
B40123,3,2.1296180374719142e-09,0.00462205,6.0272738e-05,4.1181148e-16
Ho19-9346,2,0.0,0.004622053,6.0244573e-05,2.6887046e-05
Ho16-9066,2,0.0,0.004622053,6.0233764e-05,2.8613431e-05
CP79-0349,3,2.9867887718637576e-08,0.004622053,6.0032835e-05,5.396806e-10
Ho86-0014,3,9.096511099926374e-09,0.004622053,5.9886668e-05,2.0556297e-09
Ho18-9240,2,0.0,0.004622053,5.96814e-05,2.2612021e-05
Ho94-0028,4,4.9057266693353085e-08,0.00462205,5.9586706e-05,2.1509315e-07
Ho18-9259,2,0.0,0.004622053,5.9337144e-05,5.7282137e-05
CP09-2379,2,0.0,0.004622053,5.9322967e-05,3.6758756e-06
Ho05-9006,2,0.0,0.004622053,5.9132613e-05,4.7311855e-06
CP88-0704,2,0.0,0.004622053,5.9090227e-05,9.853805e-09
B2935,3,1.3842516466411325e-08,0.004622053,5.906323e-05,2.4834746e-17
SP70-1143,79,2.4399245376116596e-05,0.00462205,5.8817535e-05,7.0983394e-14
CP07-1004,2,0.0,0.00462205,5.8762995e-05,1.1548117e-05
L88-0069,2,0.0,0.004622053,5.8662205e-05,1.8580858e-08
Ho76-0165,3,2.1752525114493437e-08,0.004622053,5.861768e-05,8.2741e-09
CL54-0134,3,1.0027554708358366e-05,0.004622053,5.8510002e-05,2.2976614e-12
Ho19-9348,2,0.0,0.004622053,5.8476147e-05,3.4945864e-05
Ho13-0707,2,0.0,0.004622053,5.8404232e-05,1.39247495e-05
Ho07-9615,2,0.0,0.004622053,5.839581e-05,8.309985e-08
L91-0262,2,0.0,0.004622053,5.835485e-05,7.2958444e-09
Ho17-9131,2,0.0,0.004622053,5.827806e-05,1.046274e-05
B35271,3,7.301546922633406e-09,0.00462205,5.821922e-05,2.3842502e-17
Ho04-9102,2,0.0,0.004622053,5.8130794e-05,5.781872e-07
Ho92-0001,2,0.0,0.004622053,5.807706e-05,2.5219839e-08
US65-4-5,3,3.194426723140964e-09,0.00462205,5.8048445e-05,4.1181148e-16
L85-0353,2,0.0,0.004622053,5.7953508e-05,1.8781063e-09
Ho78-0019,6,5.2411419204645426e-08,0.004622053,5.77407e-05,6.255229e-10
UD50,3,1.779751990227396e-08,0.00462205,5.7706096e-05,2.3842502e-17
US66-9,3,8.670586915116019e-09,0.004622053,5.7614776e-05,1.0684641e-12
Ho16-9067,2,0.0,0.004622053,5.748385e-05,7.3254096e-06
Ho08-9040,2,0.0,0.004622053,5.7403293e-05,4.937034e-06
Ho15-0530,2,0.0,0.004622053,5.7305402e-05,1.5773725e-05
Ho78-0014,2,0.0,0.004622053,5.721712e-05,1.0505401e-09
Ho78-0008,2,0.0,0.004622053,5.7140132e-05,3.2762515e-09
Co603,3,4.046273716085125e-08,0.004622053,5.7136207e-05,9.809064e-13
CP69-0332,2,0.0,0.004622053,5.7105193e-05,2.9332672e-10
CP61-0036,5,1.0748593837206499e-07,0.004622053,5.6972887e-05,1.1674576e-12
Ho86-0016,4,2.4422913611488184e-06,0.00462205,5.6801677e-05,1.0168757e-09
LCP86-0467,2,0.0,0.00462205,5.669204e-05,1.5942833e-12
Ho79-0014,2,0.0,0.004622053,5.640537e-05,1.9944835e-09
CL41-0223,5,6.56892589177005e-05,0.004622053,5.632382e-05,2.8415031e-14
Ho03-0094,2,0.0,0.00462205,5.609935e-05,6.94517e-07
Co244,3,2.631294933053141e-07,0.004622053,5.59714e-05,2.0130454e-18
Co221,3,1.1057101801270619e-05,0.004622053,5.59714e-05,2.0130454e-18
Co281,24,8.386285480810329e-05,0.004622053,5.59714e-05,2.0130454e-18
AFRI15-0015,2,0.0,0.004622053,5.5935416e-05,1.960272e-06
Ho91-0013,3,2.7875172392555214e-08,0.004622053,5.593096e-05,1.10595685e-07
Ho18-9231,2,0.0,0.004622053,5.5881723e-05,8.5258525e-06
Ho15-9302,2,0.0,0.004622053,5.5588178e-05,5.018376e-06
Ho89-0016,2,0.0,0.004622053,5.5554312e-05,1.2664336e-08
Ho73-0047,4,3.434008633007579e-08,0.004622053,5.542441e-05,1.9440005e-10
HoCP95-0956,2,0.0,0.004622053,5.532489e-05,1.287594e-07
US66-92-4,3,3.445417462444311e-08,0.004622053,5.526699e-05,7.0157866e-13
HoCP02-0648,2,0.0,0.00462205,5.5049204e-05,3.3323582e-07
Ho94-0860,2,0.0,0.004622053,5.499361e-05,2.8811376e-08
CP70-0310,8,1.891252878749583e-07,0.004622053,5.4772223e-05,1.7578064e-11
CP69-0346,2,0.0,0.00462205,5.4745848e-05,1.394374e-10
Ho73-0061,2,0.0,0.004622053,5.474473e-05,7.967707e-11
L80-0004,2,0.0,0.004622053,5.4709606e-05,2.2869803e-10
CP66-0491,4,1.0406986206135116e-07,0.004622053,5.4647164e-05,1.4339599e-12
H456,3,1.642847990979135e-08,0.00462205,5.4622553e-05,4.1181148e-16
Ho04-9504,3,2.21328146920996e-08,0.004622053,5.4500022e-05,5.949354e-07
B45154,3,8.670586915116019e-09,0.004622053,5.448076e-05,1.2213907e-14
Ho06-0541,2,0.0,0.004622053,5.4377495e-05,6.9431246e-07
CP61-0090,2,0.0,0.00462205,5.422672e-05,1.9072965e-11
L13-0243,2,0.0,0.00462205,5.4216547e-05,7.5372877e-06
PT27-0028,3,9.514828036571998e-08,0.004622053,5.407375e-05,6.0678815e-16
Ho16-9068,2,0.0,0.004622053,5.391179e-05,1.7703078e-05
L84-0229,2,0.0,0.004622053,5.3908294e-05,1.0432879e-09
HoCP99-0835,2,0.0,0.00462205,5.389602e-05,7.680762e-07
Ho90-0008,3,2.696465628559963e-08,0.004622053,5.384967e-05,2.7488684e-07
Ho15-9363,2,0.0,0.004622053,5.378716e-05,3.2065753e-05
CP83-0600,2,0.0,0.004622053,5.3763255e-05,1.1172301e-08
Ho76-0102,3,8.305509879846795e-08,0.004622053,5.3680607e-05,1.0198541e-08
Ho09-9101,2,0.0,0.004622053,5.365163e-05,8.449594e-07
HoCP08-0702,22,9.93303274299251e-07,0.004622053,5.363325e-05,1.0161862e-05
L96-0091,2,0.0,0.0046220487,5.3630865e-05,1.08599085e-08
Ho06-9011,3,3.484206700932191e-08,0.004622053,5.3466225e-05,5.2480464e-06
L95-0494,2,0.0,0.00462205,5.338267e-05,7.568464e-08
Ho09-9134,2,0.0,0.00462205,5.3221247e-05,5.303686e-07
CP05-1441,2,0.0,0.00462205,5.3142205e-05,1.6452735e-07
HoCP97-0668,2,0.0,0.00462205,5.3115386e-05,5.8258298e-08
CP79-1658,4,4.9859124828799395e-08,0.004622053,5.311122e-05,1.7189098e-09
CP88-0777,2,0.0,0.004622053,5.2965086e-05,1.293959e-08
CP71-0486,3,2.6195387192728958e-08,0.004622053,5.292672e-05,5.103696e-10
CP95-1906,2,0.0,0.0046220473,5.2907286e-05,2.8549596e-20
Ho02-0840,3,9.126933653291758e-10,0.0046220473,5.2907286e-05,2.8549596e-20
CP11-1333,2,0.0,0.0046220473,5.2907286e-05,2.8549596e-20
N27,21,3.194426767549885e-08,0.0046220473,5.2907286e-05,2.8549596e-20
CP09-2375,2,0.0,0.0046220473,5.2907286e-05,2.8549596e-20
HoCP97-0692,2,0.0,0.0046220473,5.2907286e-05,2.8549596e-20
US60-31-3,4,3.650773550134545e-08,0.0046220473,5.2907286e-05,2.8549596e-20
HoCP01-0515,2,0.0,0.0046220473,5.2907286e-05,2.8549596e-20
CP0040,3,3.0080544092925265e-05,0.0046220473,5.2907286e-05,2.8549596e-20
L72-0092,2,0.0,0.0046220473,5.2907286e-05,2.8549596e-20
CP97-2103,11,8.214239954895675e-09,0.0046220473,5.2907286e-05,2.8549596e-20
US64-21-1,5,1.0039626907598631e-08,0.0046220473,5.2907286e-05,2.8549596e-20
L17-0423,2,0.0,0.0046220473,5.2907286e-05,2.8549596e-20
CP17-4896,2,0.0,0.0046220473,5.2907286e-05,2.8549596e-20
L97-0108,2,0.0,0.0046220473,5.2907286e-05,2.8549596e-20
POJ0100,4,3.3211086702067405e-05,0.0046220473,5.2907286e-05,2.8549596e-20
H59-9993,3,1.8253867306583516e-09,0.0046220473,5.2907286e-05,2.8549596e-20
Mol0928,3,6.388853446281928e-09,0.0046220473,5.2907286e-05,2.8549596e-20
CPCL02-6108,2,0.0,0.0046220473,5.2907286e-05,2.8549596e-20
B74725,2,0.0,0.0046220473,5.2907286e-05,2.8549596e-20
B76719,2,0.0,0.0046220473,5.2907286e-05,2.8549596e-20
CP06-2335,222,2.007925417046863e-07,0.0046220473,5.2907286e-05,2.8549596e-20
CP91-0559,5,6.143567077288026e-08,0.004622053,5.282288e-05,2.0463198e-09
Ho15-0568,2,0.0,0.004622053,5.2767235e-05,1.159518e-05
Ho15-9347,2,0.0,0.004622053,5.2725576e-05,9.778352e-06
Ho86-0007,2,0.0,0.004622053,5.272436e-05,3.3253333e-08
Ho08-9501,2,0.0,0.004622053,5.2721854e-05,3.507058e-06
Ho88-0010,2,0.0,0.004622053,5.269756e-05,5.5502354e-09
Ho20-9030,2,0.0,0.004622053,5.267378e-05,2.6277123e-05
L90-0226,2,0.0,0.004622053,5.2665226e-05,1.5950773e-08
L60-0034,2,0.0,0.004622053,5.2417137e-05,1.9081174e-11
HoCP94-0800,2,0.0,0.004622053,5.2409316e-05,1.6484158e-07
Ho06-0567,9,6.611393814637267e-07,0.004622053,5.2406125e-05,6.6251464e-06
Ho17-9142,2,0.0,0.004622053,5.2372532e-05,1.10142355e-05
POJ2364,10,8.236462599597871e-05,0.0046220515,5.2352192e-05,1.5169215e-18
Ho11-9324,8,2.289798004539989e-07,0.004622053,5.2300777e-05,1.3851993e-05
Ho91-0001,2,0.0,0.004622053,5.227893e-05,1.0396798e-09
Ho17-9159,2,0.0,0.004622053,5.2259562e-05,7.554124e-05
Ho17-9163,2,0.0,0.004622053,5.2216263e-05,6.911263e-06
HoCP15-0550,2,0.0,0.004622053,5.2138126e-05,7.6056763e-06
L08-0087,2,0.0,0.004622053,5.2131414e-05,2.630795e-06
Ho18-9215,2,0.0,0.004622053,5.2059622e-05,8.722562e-06
Ho88-0008,2,0.0,0.004622053,5.1936586e-05,3.8414916e-09
HoCP19-0907,2,0.0,0.004622053,5.191972e-05,1.1288587e-05
CP08-1878,22,1.0422099876450375e-06,0.004622053,5.1874005e-05,5.9115505e-06
Ho08-9507,2,0.0,0.004622053,5.178064e-05,1.7328e-05
BH(10)12,4,1.1256552134852882e-08,0.00462205,5.1689036e-05,1.0207977e-18
Ho99-0029,2,0.0,0.004622053,5.163883e-05,6.678768e-07
Ho11-9313,4,3.752691313252399e-08,0.004622053,5.1633302e-05,3.6927672e-06
Ho17-9112,2,0.0,0.004622053,5.1584633e-05,1.4967459e-05
Ho17-9113,2,0.0,0.004622053,5.1584633e-05,1.4967459e-05
Ho20-9061,2,0.0,0.004622053,5.1577408e-05,3.5620855e-05
Ho91-0004,3,6.388853446281928e-09,0.004622053,5.144766e-05,7.257823e-10
Ho90-0011,2,0.0,0.004622053,5.1421142e-05,1.3711538e-07
Ho88-0011,2,0.0,0.004622053,5.1417723e-05,1.3622804e-07
Ho96-0011,2,0.0,0.004622053,5.140726e-05,2.1658256e-07
Ho16-0604,2,0.0,0.004622053,5.1400697e-05,1.3849526e-05
US65-0064-0045,4,6.0481247601273935e-06,0.004622053,5.138426e-05,1.5764545e-10
US65-0064-0044,5,3.0077154633545433e-07,0.004622053,5.138426e-05,1.5764545e-10
HoCP10-0904,2,0.0,0.004622053,5.1335486e-05,1.2391273e-06
CP67-0404,4,9.539166256899989e-08,0.004622053,5.1297706e-05,1.6329171e-10
Co371,3,4.107119977447837e-08,0.004622053,5.1284496e-05,4.7656456e-17
Co331,5,1.6884827758190113e-08,0.004622053,5.1284496e-05,4.7656456e-17
L05-0468,2,0.0,0.004622053,5.1212584e-05,1.1673722e-07
CP78-0311,2,0.0,0.004622053,5.120252e-05,4.1201766e-09
Ho16-9056,2,0.0,0.004622053,5.1202e-05,6.55637e-06
CP77-0413,35,2.7557402972888667e-06,0.004622053,5.116341e-05,4.619884e-09
Ho73-0020,2,0.0,0.004622053,5.107581e-05,1.5334532e-10
Ho13-9163,1,0.0,0.004619771,5.1054794e-05,2.0791262e-05
Ho20-9031,2,0.0,0.004622053,5.105168e-05,0.00023158196
CP55-0022,2,0.0,0.0046220515,5.1045154e-05,6.359648e-14
Ho19-0967,2,0.0,0.004622053,5.0983006e-05,3.9618815e-05
CP71-0419,6,8.079729809651326e-07,0.004622053,5.087744e-05,6.6177264e-10
Ho75-0003,4,2.0489965280034994e-08,0.004622053,5.0778257e-05,2.8473038e-10
Ba11569,7,1.8862101569538936e-05,0.00462205,5.054352e-05,1.0207977e-18
D1135,4,2.1448293807679875e-08,0.00462205,5.0481696e-05,1.0207977e-18
CP50-0027,3,7.301546922633406e-09,0.00462205,5.0478317e-05,1.0207977e-18
CP06-2338,2,0.0,0.004622053,5.0441075e-05,1.2042469e-07
Ho19-9316,2,0.0,0.004622053,5.0244966e-05,1.9445815e-05
CP27-0022,3,2.750334488155204e-06,0.004622053,5.0179315e-05,1.3423894e-17
Ho08-9061,2,0.0,0.00462205,5.0093484e-05,4.6172177e-06
Ho11-9404,2,0.0,0.004622053,5.0030645e-05,9.046844e-06
Ho05-9064,2,0.0,0.00462205,4.9900013e-05,1.0207977e-18
Ho94-0016,2,0.0,0.004622053,4.9779286e-05,1.036731e-09
Ho99-0015,2,0.0,0.004622053,4.976238e-05,6.2552675e-07
Ho99-0014,2,0.0,0.004622053,4.976238e-05,6.2552675e-07
B3439,5,2.4794838182629064e-08,0.004622053,4.9633643e-05,6.2960997e-16
Ho80-0018,2,0.0,0.004622053,4.9609444e-05,9.830625e-09
HoCP96-0541,2,0.0,0.004622053,4.9483526e-05,8.979665e-08
Ho20-9041,2,0.0,0.004622053,4.94833e-05,2.6534495e-05
US67-0023-0014,3,1.750415457024701e-08,0.004622053,4.9471466e-05,5.852581e-10
US67-0023-0011,3,4.728077840354672e-08,0.004622053,4.9471466e-05,5.852581e-10
Ho78-0015,2,0.0,0.004622053,4.9423914e-05,3.2952168e-09
Ho80-0003,3,1.642847990979135e-08,0.004622053,4.9282782e-05,2.8259526e-08
Ho12-9411,2,0.0,0.004622053,4.923891e-05,4.287698e-06
HoCP95-0971,2,0.0,0.004622053,4.920719e-05,1.0823823e-07
HoCP95-0974,2,0.0,0.004622053,4.920719e-05,1.0823823e-07
Ho19-9341,2,0.0,0.004622053,4.9198592e-05,8.014761e-06
B(30)L7,4,9.537363439449109e-06,0.004622053,4.917916e-05,4.4703636e-16
Ho11-9327,6,1.1220368634212718e-07,0.004622053,4.9176935e-05,3.275857e-06
Ho94-0010,2,0.0,0.004622053,4.914914e-05,6.060467e-07
CP60-0001,2,0.0,0.004622053,4.8891467e-05,6.1921974e-13
Ho78-0018,2,0.0,0.004622053,4.8716312e-05,1.5457335e-09
