katz_centrality,vertex
0.004622053,CP16-1007
0.00462205,CP02-1932
0.00462205,CP12-2144
0.00462205,CP13-2374
0.004622053,CP98-1084
0.00462205,CP93-1188
0.004622053,CP13-1664
0.004622053,CP12-1323
0.00462205,CP11-1479
0.00462205,CP97-2072
0.00462205,Ho03-0087
0.0046220473,CP98-1298
0.004622053,CP06-2659
0.004622053,HoCP05-0951
0.0046220473,CP04-2055
0.004622053,CP16-4399
0.00462205,CP11-1750
0.00462205,CP17-4558
0.004622053,CP19-1451
0.004622053,CP02-1013
0.004622053,CP02-2113
0.004622053,CP13-2016
0.004622053,LCP87-0014
0.004622053,CP06-2872
0.00462205,CP94-1091
0.00462205,H53-3989
0.004622053,CP96-1307
0.00462205,CP17-1528
0.004622053,CP17-4039
0.004622053,CP11-2071
0.004622053,CP17-2245
0.00462205,CP15-4485
0.004622053,L10-0158
0.00462205,Ho12-0621
0.004622053,L99-0241
0.00462205,CP13-1740
0.00462205,CP14-1021
0.00462205,CP94-1314
0.004622053,L80-0038
0.00462205,CP15-2196
0.0046220473,CP94-1514
0.00462205,CP11-2394
0.0046220473,CP93-1423
0.004622053,CP00-1560
0.0046220473,CP10-1885
0.00462205,CP99-1658
0.00462205,Ho09-9143
0.004622053,CP15-2410
0.00462205,CPCL06-3515
0.00462205,CP07-1069
0.004622053,L82-0042
0.004622053,LCP84-0282
0.00462205,CP92-1745
0.004622053,Ho17-0734
0.004622053,CP10-2418
0.004622053,CP29-0320
0.004622053,CP00-1459
0.004622053,CP07-2611
0.004622053,CP04-1281
0.004622053,CP14-1841
0.004622053,CP99-1961
0.00462205,CP02-1891
0.004622053,CP15-2502
0.00462205,HoCP00-0944
0.004622053,HoCP99-0852
0.0046220473,CP14-4280
0.004622053,CP97-1233
0.004622053,CP19-2179
0.004622053,CP78-0348
0.00462205,CP09-2071
0.0046220473,CP09-2272
0.004622053,CP19-1090
0.0046220473,CP09-1660
0.00462205,CPCL06-3239
0.00462205,CP08-1641
0.004622053,CP00-1120
0.00462205,CP94-1033
0.00462205,CP13-2426
0.00462205,CP02-2239
0.00462205,CP00-1347
0.004622053,CP17-1198
0.0046220473,CP95-1409
0.004622053,HoCP19-0922
0.0046220473,CP12-1258
0.00462205,CP17-4127
0.0046220473,CP97-1485
0.00462205,CP18-1783
0.00462205,CP09-2099
0.004622053,CP14-1441
0.00462205,Ho07-9611
0.004622053,CP06-2958
0.004622053,CP03-2410
0.004622053,Ho06-0525
0.004622053,CP16-2209
0.00462205,HoCP11-0503
0.004622053,CP04-1696
0.004622053,CP16-2462
0.0046220473,CP99-1165
0.0046220515,CP12-1536
0.004622053,CP80-0349
0.0046220473,CP19-4023
0.00462205,CP01-2064
0.0046220515,CP14-1388
0.004622053,CP80-0360
0.00462205,CP14-4232
0.0046220473,CP99-2016
0.004622053,Ho00-0001
0.004622053,CP14-2449
0.004622053,CP00-1038
0.004622053,CP14-1043
0.0046220473,CP98-1898
0.00462205,CP17-2021
0.004622053,CP17-4275
0.00462205,CP19-4031
0.004622053,L75-0047
0.004622053,CP81-1302
0.004622053,CP14-2294
0.004622053,CP91-2149
0.004622053,CP08-1878
0.00462205,CP11-2276
0.00462205,CP96-1551
0.00462205,CP09-1252
0.0046220473,CP18-2438
0.00462205,CP09-1212
0.004622053,CP14-1157
0.00462205,CP10-1378
0.0046220473,CP09-1666
0.00462205,CP98-1058
0.00462205,CP94-1763
0.00462205,CP12-2048
0.00462205,CP15-2338
0.004622053,CP15-4408
0.004622053,CP93-1011
0.004622053,CP02-2190
0.004622053,CP17-2077
0.00462205,CP98-1373
0.0046220487,CP09-1375
0.004622053,CP16-1991
0.00462205,CP18-4206
0.0046220487,CP08-1032
0.00462205,CP18-1741
0.004622053,CP02-1590
0.004622053,CP11-1889
0.004622053,CP19-2441
0.00462205,CP15-4415
0.004622053,CP15-1148
0.004622053,TCP00-4507
0.00462205,Ho02-0152
0.0046220473,CP94-1659
0.00462205,CP14-2108
0.004622053,CP84-0761
0.004622053,CP13-1819
0.00462205,CP99-1619
0.00462205,CP01-1530
0.004622053,CP13-2181
0.0046220487,CP09-1287
0.004622053,CP98-1636
0.004622053,CP01-2484
0.004622053,CP19-1231
0.0046220473,CP07-2304
0.004622053,CP02-1659
0.004622053,CP94-2047
0.004622053,CP17-1871
0.00462205,CP94-1623
0.00462205,CP94-2038
0.004622053,CP17-1038
0.004622053,L06-0034
0.004622053,CP98-1110
0.004622053,CP96-1648
0.00462205,CP98-1044
0.004622053,CP96-1170
0.004622053,CP19-1508
0.0046220473,CP10-2355
0.004622053,CP97-2186
0.0046220473,CP96-1537
0.004622053,CP88-0755
0.004622053,Co798
0.004622053,L06-0036
0.0046220515,CP14-1389
0.004622053,Ho06-0524
0.00462205,CP13-2169
0.004622053,CP17-4834
0.0046220473,CP00-2073
0.00462205,CP18-2346
0.004622053,Ho11-9343
0.004622053,H97-453
0.004622053,CP03-2313
0.004622053,CP05-1639
0.004622053,CP14-4449
0.00462205,CP14-1825
0.0046220473,CP10-1402
0.00462205,L16-0373
0.004622053,CP19-2026
0.0046220473,CP99-1151
0.00462205,CP12-1869
0.00462205,CP14-4242
0.00462205,CP19-4792
0.00462205,CP99-1655
0.0046220473,CP95-1705
0.0046220473,CPCL02-2397
0.0046220473,CP19-1704
0.00462205,CP13-1114
0.00462205,CP10-1128
0.0046220473,CP12-1173
0.00462205,L13-0243
0.00462205,CP18-1758
0.00462205,CP94-1194
0.0046220473,CP13-1024
0.004622053,Ho20-9052
0.004622053,CP66-0301
0.0046220515,CP15-1509
0.00462205,L16-0392
0.00462205,CP97-1870
0.0046220473,CP19-1708
0.00462205,CP10-1568
0.0046220473,CP09-1671
0.004622053,L96-0030
0.0046220473,CP96-1973
0.0046220473,CP12-2090
0.0046220473,CP93-1755
0.004622053,US02-0095
0.00462205,CP09-1634
0.00462205,CP02-2563
0.004622053,CP06-2067
0.00462205,CP13-1478
0.00462205,CP19-1254
0.00462205,CP00-1804
0.004622053,US67-112-1
0.00462205,CP18-4173
0.004622053,CP97-1947
0.004622053,CP19-2147
0.004622053,Ho08-0708
0.004622053,CP02-1622
0.00462205,CP11-2335
0.0046220473,CP93-1394
0.00462205,CP12-1504
0.00462205,CP06-2510
0.00462205,CP94-1520
0.004622053,CP03-1474
0.00462205,CP16-4176
0.004622053,CP19-2234
0.00462205,CP94-1238
0.0046220473,CP10-1598
0.0046220515,CP02-1302
0.004622053,CP19-1841
0.00462205,CP10-1146
0.00462205,CP93-1674
0.004622053,Ho01-0016
0.004622053,CP73-0340
0.00462205,CP16-1430
0.00462205,CP18-1377
0.004622053,CP14-1652
0.004622053,CP03-2415
0.004622053,CP11-2000
0.004622053,CP11-1224
0.00462205,Ho03-0007
0.004622053,CP03-2445
0.0046220487,CP06-2306
0.00462205,CP17-2130
0.00462205,HoCP00-0948
0.004622053,CP02-2571
0.00462205,CP99-1296
0.00462205,CP17-1859
0.004622053,CP16-2298
0.004622053,CP19-2247
0.004622053,CP17-1363
0.00462205,CP08-1496
0.0046220473,CP11-1356
0.004622053,CP04-1744
0.004622053,HoCP02-0616
0.00462205,CP06-2635
0.00462205,Ho11-9335
0.004622053,CP16-1666
0.004622053,CP04-2122
0.004622053,CP15-1712
0.004622053,HoL15-0524
0.004622053,CP02-2414
0.00462205,CPCL02-0843
0.00462205,CP15-2508
0.004622053,Ho05-0941
0.004622053,HoCP14-0887
0.00462205,CP17-1049
0.00462205,CP07-1126
0.004622053,CP98-1607
0.004622053,L96-0057
0.00462205,CP97-2060
0.004622053,Ho19-9334
0.00462205,CP17-1164
0.004622053,CP99-1913
0.004622053,CP87-0625
0.004622053,CP14-1617
0.004622053,CP93-1550
0.004622053,CP02-1352
0.004622053,CP99-1718
0.004622053,CP63-0301
0.0046220473,CP98-2022
0.00462205,CP10-1138
0.004622053,CP13-1920
0.004622053,HoCP08-0729
0.004622053,CP01-1263
0.004622053,CP95-1304
0.004622053,CP15-4680
0.004622053,CP19-1050
0.0046220473,CP18-4072
0.00462205,CP97-1115
0.00462205,CP01-2420
0.0046220473,CP01-2595
0.0046220473,CP97-1368
0.00462205,CP17-4175
0.00462205,CP02-1539
0.004622053,CP18-4127
0.004622053,CP18-1750
0.004622053,Ho03-0042
0.0046220515,CP08-1086
0.0046220473,CP13-1911
0.004622053,L96-0051
0.00462205,CP18-1757
0.0046220473,CP10-1796
0.0046220473,CP99-1166
0.004622053,CP18-1219
0.004622053,CP11-2347
0.0046220473,CP12-1829
0.004622053,CP13-2391
0.00462205,CP00-1013
0.004622053,CP14-1230
0.004622053,CP67-0345
0.00462205,Ho02-0856
0.004622053,L78-0006
0.004622053,CP00-1848
0.0046220473,CPCL14-4054
0.004622053,CP96-1874
0.004622053,CP10-2264
0.00462205,CP09-2165
0.004622053,CP88-0773
0.004622053,CP12-1934
0.004622053,CP11-1995
0.004622053,CP92-1259
0.004622053,CP14-1620
0.004622053,CP15-1402
0.004622053,L84-0252
0.004622053,Ho19-9330
0.00462205,CP98-1791
0.00462205,CP12-1951
0.00462205,CP17-4007
0.004622053,CP17-4759
0.004622053,L93-0371
0.004622053,HoCP19-0956
0.004622053,CP87-0643
0.0046220473,CP10-1445
0.00462205,CP06-2928
0.00462205,CP03-1510
0.00462205,CP18-1260
0.00462205,CP13-2091
0.00462205,CP03-1438
0.004622053,CP85-0834
0.0046220487,CP09-2032
0.00462205,CP16-2112
0.004622053,HoCP04-0821
0.004622053,CP17-1401
0.00462205,CP17-1924
0.004622053,CP16-2409
0.00462205,CP12-1963
0.00462205,CP15-4413
0.0046220487,CP09-1148
0.00462205,CP02-1957
0.004622053,CP17-1572
0.004622053,CP92-1559
0.00462205,CP12-2174
0.00462205,Ho14-9273
0.00462205,CP16-1419
0.00462205,CP17-2141
0.0046220473,CP12-1057
0.004622053,CP14-1570
0.00462205,CP18-4658
0.004622053,HoL15-0560
0.0046220473,CP01-1458
0.00462205,CP93-1648
0.004622053,CP14-1664
0.004622053,CP13-1755
0.0046220473,CP93-1480
0.004622053,CP04-1636
0.004622053,CP14-4605
0.004622053,CP02-1609
0.0046220473,CP97-1328
0.004622053,CP91-0528
0.00462205,CP16-4586
0.004622053,Ho03-0052
0.004622053,CP14-1039
0.004622053,CP02-1211
0.00462205,Ho09-9151
0.00462205,CP14-1773
0.00462205,CP12-1254
0.004622053,CP19-1228
0.0046220473,CP14-4179
0.00462205,CP01-2620
0.00462205,CP17-1569
0.0046220473,CP93-1610
0.00462205,CP01-1479
0.004622053,CP19-4531
0.004622053,CP02-1063
0.00462205,CP10-2238
0.004622053,CP01-2275
0.004622053,CP02-1420
0.004622053,CP03-1188
0.004622053,HoL14-0858
0.00462205,CP01-2422
0.0046220473,CP17-2008
0.00462205,CP18-4742
0.004622053,CP01-2413
0.004622053,CP13-1197
0.0046220473,CP97-1823
0.00462205,CP19-1940
0.00462205,CP12-2437
0.0046220473,CP06-2219
0.004622053,CP16-4377
0.004622053,CP16-2175
0.004622053,Ho05-9027
0.004622053,L84-0232
0.004622053,CP01-1715
0.0046220473,CP19-4905
0.0046220473,CP09-1898
0.00462205,CP12-1773
0.004622053,CP19-4476
0.004622053,HoCP03-0718
0.004622053,L04-0427
0.004622053,CP15-1174
0.00462205,CP17-1597
0.004622053,CP19-2136
0.004622053,CP19-4725
0.00462205,CP06-2444
0.004622053,CP05-1555
0.00462205,CP10-1239
0.004622053,CP02-1067
0.0046220473,CP05-1733
0.0046220473,CP01-1825
0.00462205,CP99-1648
0.004622053,CP15-4699
0.004622053,HoCP00-0946
0.00462205,CP09-2070
0.0046220473,CP95-1552
0.00462205,CP18-1494
0.0046220473,CP12-2362
0.004622053,CP98-1108
0.00462205,CP11-2282
0.0046220473,CP12-1075
0.004622053,CP11-1488
0.00462205,CP16-1946
0.004622053,LCP83-0178
0.00462205,HoCP22-756
0.004622053,Ho17-9121
0.00462205,CP01-1284
0.004622053,HoCP20-0502
0.00462205,CP98-2008
0.00462205,CP95-1065
0.0046220473,CP10-2393
0.00462205,CP14-2413
0.004622053,CP96-1225
0.004622053,CP73-0351
0.00462205,CP15-1773
0.00462205,CP15-1434
0.004622053,CP97-1512
0.004622053,CP16-1037
0.0046220515,Ho14-9217
0.00462205,CP91-1260
0.004622053,LCP85-0317
0.004622053,CP15-1500
0.00462205,CP98-3023
0.00462205,CP93-1331
0.004622053,Co312
0.004622053,CP15-2501
0.004622053,Ho16-9018
0.0046220473,CP13-1055
0.00462205,CP94-2058
0.004622053,CP02-2066
0.004622053,CP16-1439
0.004622053,HoCP20-0528
0.004622053,CP16-1036
0.004622053,CP93-1543
0.00462205,CP12-1443
0.00462205,CP92-1849
0.004622053,LCP82-0035
0.0046220473,CPCL05-1010
0.00462205,CP05-1550
0.004622053,Ho91-0003
0.004622053,CP14-2015
0.00462205,CP09-1035
0.004622053,CP18-1833
0.0046220473,CP93-1135
0.00462205,CP99-1618
0.00462205,Ho76-0018
0.0046220473,CP12-2069
0.004622053,CP01-2493
0.00462205,CP97-1093
0.00462205,CP96-1302
0.0046220473,CP97-1850
0.00462205,CP10-1739
0.00462205,L15-0328
0.00462205,CP12-1430
0.00462205,CP95-1294
0.0046220473,CPCL02-7386
0.00462205,Ho03-0031
0.00462205,CP01-2698
0.00462205,CP12-1371
0.00462205,CP13-2153
0.00462205,CP02-1757
0.004622053,CP03-1835
0.004622053,CP03-1488
0.0046220473,CP95-1002
0.00462205,Ho14-9272
0.004622053,CP14-2313
0.004622053,CP01-1203
0.004622053,Ho08-9028
0.004622053,CP91-2153
0.00462205,CP15-2263
0.0046220473,CP99-1996
0.004622053,HoCP99-0815
0.004622053,CP97-2141
0.00462205,CP16-4163
0.004622053,CP09-2228
0.00462205,CP90-1600
0.0046220473,CP13-1886
0.00462205,CP94-1947
0.0046220473,CPCL02-7457
0.004622053,HoCP20-0571
0.0046220473,CP90-1599
0.00462205,CP11-1562
0.0046220473,CP12-1275
0.004622053,CP06-2021
0.004622053,CP96-1856
0.004622053,HoCP97-0632
0.00462205,CP98-1371
0.004622053,LCP88-0078
0.00462205,CP15-1292
0.0046220473,CP12-2079
0.00462205,CP02-1185
0.004622053,CP19-2059
0.0046220473,CPCL01-6949
0.004622053,Ho91-0012
0.004622053,CP89-0889
0.00462205,L96-0064
0.00462205,CP15-1628
0.00462205,CP13-2167
0.00462205,CPCL06-3531
0.004622053,CP19-1656
0.00462205,CP17-1292
0.0046220473,CP11-2513
0.00462205,CP14-1221
0.004622053,HoCP16-0673
0.004622053,CP17-4336
0.004622053,CP97-2209
0.004622053,CP02-1587
0.00462205,CP01-1047
0.0046220473,CP07-1973
0.00462205,Ho01-0085
0.004622053,L48-0236
0.004622053,CP10-2072
0.00462205,CP03-1102
0.0046220473,CP11-1287
0.004622053,CP02-2114
0.004622053,CP00-1238
0.00462205,CP13-4144
0.004622053,CP12-2303
0.0046220473,CP97-1577
0.004622053,HoCP94-0806
0.0046220515,CP02-1309
0.004622053,CP00-1739
0.00462205,CP02-2302
0.00462205,CP12-1776
0.0046220473,CPCL14-4067
0.00462205,CP04-2053
0.0046220473,CP99-1163
0.004622053,CP14-1407
0.00462205,CP16-2042
0.004622053,CP03-1820
0.004622053,CP97-1931
0.004622053,CP17-1459
0.00462205,CP01-2361
0.004622053,CP01-1859
0.00462205,CP00-1664
0.004622053,CP06-2062
0.004622053,CP00-1855
0.00462205,CP09-1515
0.004622053,L11-0189
0.0046220473,CP10-1342
0.00462205,CP91-1267
0.00462205,CP94-1733
0.00462205,BJ7504
0.004622053,L97-0114
0.004622053,CP14-1912
0.00462205,CP17-1278
0.004622053,LCP85-0345
0.0046220473,CP97-1355
0.004622053,HoCP11-0535
0.004622053,CP19-1191
0.00462205,CP16-1083
0.00462205,CP07-1431
0.004622053,L18-0452
0.004622053,CP17-1751
0.004622053,CP12-1571
0.00462205,CP07-1830
0.004622053,CP03-1956
0.00462205,CP93-1321
0.00462205,CP07-1861
0.00462205,CP09-1815
0.00462205,CP10-1243
0.00462205,CP09-2096
0.0046220473,CPCL05-1070
0.00462205,CP09-1454
0.0046220473,CP19-4069
0.004622053,HoCP22-759
0.00462205,CP12-2393
0.004622053,CP01-2302
0.0046220473,CP01-1025
0.00462205,CPCL06-3463
0.0046220473,CP11-2183
0.004622053,CP11-2208
0.004622053,Ho03-0050
0.004622053,CP14-1616
0.004622053,CP17-1608
0.0046220487,CP10-1014
0.00462205,Ho11-9334
0.0046220473,CP94-1361
0.004622053,HoCP05-0918
0.00462205,CP94-2054
0.004622053,CP17-4672
0.004622053,CP16-1507
0.004622053,CP16-2368
0.0046220473,CPCL02-6970
0.004622053,CP07-1552
0.0046220473,CP97-1470
0.004622053,CP95-1295
0.004622053,CP97-2171
0.004622053,CP11-2447
0.0046220487,CP10-2280
0.004622053,L97-0152
0.00462205,CP92-1302
0.0046220473,CP04-2155
0.0046220473,CPCL14-4001
0.004622053,CP15-1527
0.0046220473,CP94-1741
0.00462205,CP00-1318
0.0046220473,CP09-1676
0.004622053,HoCP17-0716
0.004622053,HoCP97-0676
0.00462205,CPCL02-7369
0.004622053,CP03-1401
0.004622053,CP11-1495
0.00462205,CP19-2481
0.0046220487,CP09-1130
0.0046220473,CP93-1772
0.004622053,L19-0480
0.00462205,CP12-2019
0.00462205,CP19-1751
0.00462205,CP17-2469
0.004622053,CP19-4157
0.004622053,CP89-0801
0.00462205,CP09-2003
0.0046220515,CP19-4442
0.004622053,L98-0206
0.004622053,CP15-1603
0.004622053,CP04-1345
0.0046220473,CP12-1236
0.004622053,Ho15-9330
0.00462205,CP19-1808
0.00462205,CP02-2565
0.004622053,CP01-1162
0.00462205,CP97-1591
0.004622053,CP12-1403
0.0046220473,CP16-4823
0.00462205,CP16-1541
0.0046220515,CP17-2328
0.0046220473,CPCL05-1109
0.00462205,CP16-4620
0.004622053,CP01-1241
0.004622053,CP07-2647
0.004622053,CP14-1369
0.0046220473,CP92-1042
0.00462205,CP12-1316
0.0046220473,CP93-1239
0.00462205,CP04-1183
0.004622053,Ho01-0039
0.00462205,CP13-1369
0.0046220473,CP19-4365
0.0046220473,CP98-1178
0.00462205,CP94-1104
0.004622053,CP01-2496
0.004622053,CP78-0338
0.00462205,CP18-1644
0.004622053,CP15-2414
0.004622053,CP96-1305
0.004622053,Ho09-0855
0.00462205,CP96-1342
0.0046220473,CP92-1053
0.004622053,CP02-2403
0.0046220473,CP11-1960
0.00462205,CP15-4638
0.004622053,CP15-4712
0.004622053,Ho13-9119
0.004622053,HoCP00-0908
0.004622053,CP03-1387
0.0046220473,CP97-1332
0.004622053,CP18-4896
0.004622053,CP03-1374
0.004622053,CP01-2331
0.0046220473,CP97-1934
0.00462205,CP02-1651
0.00462205,CP17-2439
0.00462205,CPCL06-3434
0.004622053,CP16-2365
0.00462205,CP94-1106
0.0046220473,CP14-1001
0.00462205,CP18-1365
0.00462205,CP19-1804
0.00462205,CP13-1547
0.00462205,CP02-2238
0.00462205,CP12-1639
0.00462205,CP15-1891
0.0046220473,CP13-1887
0.00462205,CP15-4756
0.00462205,CP11-2528
0.00462205,CP01-1897
0.004622053,CP17-1233
0.004622053,CP16-1745
0.004622053,CP14-2390
0.0046220473,CP12-1195
0.00462205,CP97-1422
0.00462205,CP13-2159
0.004622053,CP15-2443
0.00462205,CP95-1174
0.004622053,CP07-2626
0.004622053,HoCP97-0640
0.004622053,CP02-1866
0.00462205,CP06-2835
0.00462205,CP16-4602
0.004622053,HoCP18-0847
0.004622053,CP14-1475
0.00462205,CP17-1543
0.00462205,CP99-1620
0.0046220473,CPCL01-6812
0.00462205,CP10-1314
0.00462205,CP15-1638
0.00462205,CP99-1626
0.00462205,CP02-1244
0.004622053,CP91-2151
0.00462205,CP02-1495
0.00462205,CP15-4210
0.004622053,CP99-1075
0.004622053,CP10-2425
0.00462205,CP15-4725
0.004622053,CP12-1319
0.004622053,CP99-1366
0.00462205,CP93-1062
0.00462205,CP10-2386
0.004622053,CPCL02-8021
0.004622053,Ho16-9006
0.0046220473,CP11-1714
0.004622053,CP92-1649
0.004622053,CP03-2148
0.0046220473,CPCL05-1183
0.0046220473,CP14-2076
0.0046220473,CP13-1979
0.004622053,CP00-1555
0.00462205,CP16-2350
0.004622053,CP00-1244
0.00462205,CP00-1016
0.00462205,CP11-1741
0.0046220473,CP10-1914
0.00462205,CP11-1878
0.00462205,L16-0376
0.004622053,CP14-2275
0.00462205,CP13-1275
0.004622053,CP03-2405
0.004622053,CP18-2081
0.00462205,CP13-1739
0.00462205,CP09-2065
0.00462205,CP18-4689
0.00462205,CP93-1384
0.0046220473,CP13-1027
0.0046220473,CP99-1348
0.004622053,L18-0443
0.004622053,CP14-2469
0.00462205,CP11-1581
0.00462205,CP11-1123
0.00462205,CPCL06-3364
0.00462205,CP10-1668
0.004622053,CP15-1831
0.004622053,CP89-0838
0.004622053,CP16-2373
0.00462205,CP00-1182
0.004622053,L01-0305
0.00462205,CP07-1990
0.00462205,CP18-2297
0.004622053,HoCP22-758
0.004622053,L89-0159
0.0046220473,CP93-1441
0.004622053,CP02-2555
0.0046220473,CP94-2121
0.004622053,CP11-2468
0.00462205,CP03-1221
0.004622053,CP14-1930
0.004622053,US93-0015
0.00462205,CP17-1835
0.004622053,CP00-1737
0.004622053,CP16-1053
0.004622053,CP04-1904
0.00462205,CP09-2078
0.0046220473,CP92-1092
0.004622053,Ho94-0017
0.00462205,CPCL06-3377
0.00462205,CP14-2403
0.00462205,CP01-1402
0.00462205,CP15-1116
0.004622053,CP14-1114
0.00462205,CP17-2220
0.004622053,CP09-2282
0.004622053,CP00-1377
0.00462205,CP17-2200
0.004622053,CP16-1858
0.004622053,L12-0194
0.004622053,CP01-2038
0.0046220487,CP12-1314
0.00462205,CP99-1610
0.00462205,CPCL06-3389
0.004622053,CP17-2371
0.004622053,CP04-1525
0.004622053,LCP84-0207
0.00462205,CP02-1928
0.00462205,CP00-2055
0.004622053,CP94-1880
0.0046220473,CP94-1648
0.004622053,CP02-2134
0.00462205,CP88-2032
0.00462205,CP01-1974
0.00462205,CP04-1686
0.00462205,CP94-1886
0.004622053,CP03-2211
0.004622053,CP02-1155
0.00462205,CP01-2142
0.004622053,CP15-1906
0.00462205,CP97-1903
0.004622053,CP00-1056
0.00462205,CP17-1674
0.004622053,CP16-4308
0.004622053,CP14-1812
0.004622053,CP15-1535
0.00462205,CP19-2369
0.0046220473,CP17-4076
0.004622053,CP80-0302
0.004622053,CP01-2571
0.00462205,CP06-2136
0.00462205,CP01-1525
0.004622053,CP18-4516
0.0046220473,CP98-1533
0.004622053,CP18-1775
0.004622053,CP19-1036
0.0046220473,CP16-4270
0.00462205,CP95-1201
0.00462205,CPCL05-1770
0.00462205,CP94-1548
0.00462205,CP06-2797
0.00462205,CP18-4795
0.004622053,CP19-1039
0.0046220473,CP96-1194
0.004622053,CP16-1902
0.004622053,HoCP19-0930
0.00462205,CP18-1942
0.004622053,CP13-2253
0.00462205,CP15-1212
0.00462205,CP19-1777
0.004622053,CP02-1751
0.00462205,CP12-2075
0.00462205,CP99-1101
0.00462205,CP97-1099
0.0046220473,CP98-1747
0.00462205,CP12-1848
0.0046220473,CP12-1786
0.004622053,CP82-0532
0.00462205,CP10-1524
0.004622053,L94-0446
0.004622053,L09-0131
0.00462205,CP08-2239
0.0046220473,CP09-1678
0.004622053,CP18-2147
0.0046220515,CP12-1531
0.00462205,CP13-1217
0.00462205,CP14-2130
0.0046220473,CPCL14-4023
0.00462205,CP15-1356
0.00462205,CP18-1175
0.00462205,CP01-2174
0.0046220473,CP94-1592
0.004622053,US93-0017
0.00462205,CP96-1451
0.004622053,CP02-1221
0.00462205,CP92-1819
0.004622053,HoCP02-0642
0.0046220473,CP07-1876
0.00462205,CP17-1659
0.004622053,CP97-1643
0.004622053,CP17-1605
0.00462205,CP94-1729
0.00462205,CP16-1417
0.004622053,CP16-2295
0.00462205,CP18-1325
0.004622053,CP16-2094
0.00462205,CP91-0549
0.0046220473,CP96-1971
0.0046220515,CP17-4506
0.0046220473,CP94-1704
0.00462205,L16-0369
0.00462205,CP07-2073
0.004622053,CP00-1859
0.004622053,Ho17-9156
0.004622053,CP14-2037
0.004622053,CP92-1155
0.00462205,Ho01-0005
0.00462205,CP95-1203
0.00462205,CP06-2445
0.00462205,CP94-1155
0.004622053,CP15-4851
0.00462205,CP19-2188
0.004622053,L00-0270
0.004622053,CP56-0059
0.00462205,CP16-1665
0.004622053,CP15-1145
0.004622053,CP03-2424
0.00462205,CP99-1712
0.00462205,CP17-4514
0.0046220473,CP13-1067
0.004622053,CP12-1721
0.004622053,HoL15-0994
0.00462205,CP13-1555
0.00462205,CP98-1770
0.0046220473,CP00-1004
0.00462205,CP04-1486
0.00462205,US65-4-5
0.0046220473,CP03-1800
0.00462205,CP07-1809
0.00462205,CP14-2115
0.0046220473,CP07-1226
0.00462205,CP17-1421
0.004622053,CP15-4656
0.00462205,CP09-1157
0.004622053,CP15-1326
0.00462205,CP11-2056
0.004622053,HoCP04-0817
0.004622053,CP14-4436
0.00462205,CP18-2296
0.0046220473,Ho05-9043
0.004622053,CP04-1475
0.004622053,CP18-1510
0.0046220473,CP94-1365
0.00462205,CP17-2144
0.00462205,CP93-1318
0.00462205,CP17-2098
0.004622053,CP15-1069
0.004622053,CP02-1088
0.004622053,Ho83-0024
0.00462205,CP99-1907
0.0046220515,CP19-2437
0.00462205,CP02-1247
0.004622053,RSB90-0024
0.00462205,CP13-2346
0.00462205,CP13-1990
0.00462205,CP01-1470
0.004622053,CP78-0362
0.004622053,CP16-2273
0.00462205,CP16-1044
0.004622053,CP18-1561
0.004622053,Ho07-0612
0.004622053,CP13-1857
0.004622053,CP03-2198
0.004622053,CP12-2451
0.004622053,L96-0050
0.00462205,CP10-1729
0.004622053,CP16-2311
0.00462205,CP17-4629
0.00462205,CP02-2262
0.0046220473,CP97-1937
0.00462205,CP10-2309
0.004622053,CP04-1538
0.004622053,CP16-1318
0.00462205,CP97-1450
0.00462205,Ho74-0074
0.0046220473,CP96-1134
0.004622053,CP91-0576
0.004622053,CP12-1252
0.004622053,L00-0261
0.004622053,CP14-1332
0.00462205,CP16-4667
0.004622053,CP17-1802
0.004622053,Ho87-0015
0.00462205,CP99-1903
0.00462205,CPCL06-3242
0.0046220473,CP12-1187
0.004622053,HoCP92-0644
0.00462205,CP15-1358
0.00462205,CP96-1659
0.0046220473,CP01-2559
0.00462205,CP16-1542
0.00462205,CP96-1835
0.00462205,CP95-1069
0.0046220473,CP09-1354
0.00462205,CP13-1981
0.004622053,Ho06-0538
0.004622053,CP93-1689
0.004622053,HoCP05-0931
0.004622053,L88-0046
0.004622053,Ho20-9030
0.00462205,CP14-1527
0.004622053,CP00-1576
0.00462205,CP98-1043
0.0046220473,CP99-1491
0.0046220473,CP94-1819
0.0046220473,CP10-1843
0.00462205,CP97-1605
0.00462205,CP15-2390
0.004622053,CP91-1456
0.00462205,CP15-2332
0.0046220473,CP12-1021
0.004622053,CP11-2138
0.00462205,CP17-4454
0.004622053,CP00-1421
0.004622053,CP12-2277
0.004622053,CP19-4561
0.0046220473,CP97-1498
0.00462205,CP17-1544
0.004622053,CP18-1245
0.00462205,CP10-1553
0.00462205,CP09-2209
0.004622053,HoL14-0871
0.004622053,Ho01-0022
0.00462205,CP17-4317
0.00462205,CP01-1653
0.00462205,CP07-2107
0.00462205,CP18-1973
0.0046220473,CP95-1322
0.004622053,CP98-1849
0.0046220473,CP12-1383
0.00462205,CP99-1008
0.00462205,CP13-2195
0.004622053,CP02-1277
0.0046220473,CP00-2093
0.00462205,CP00-2150
0.004622053,CP16-1492
0.00462205,CP16-1432
0.004622053,CP12-2263
0.0046220473,CP12-1077
0.004622053,L62-0005
0.00462205,CP09-2009
0.00462205,CP10-1612
