katz_centrality,vertex
0.00462205,CP00-1838
0.004622053,L84-0287
0.00462205,CP11-2034
0.00462205,CP02-1606
0.00462205,CP18-1451
0.004622053,CP02-1220
0.00462205,Ho01-0027
0.00462205,CP93-1068
0.004622053,CP70-0337
0.004622053,CP00-1942
0.00462205,CP03-1495
0.00462205,CP17-1116
0.004622053,CP03-1066
0.0046220473,CP92-1023
0.004622053,CP97-1525
0.004622053,CP15-2179
0.00462205,CP94-1103
0.004622053,L91-0288
0.004622053,CP16-1335
0.004622053,CL61-0005
0.004622053,CP14-1083
0.00462205,CP14-2352
0.004622053,HoCP18-0873
0.00462205,CP15-4737
0.00462205,CPCL13-4064
0.00462205,CP14-4294
0.004622053,CP84-0752
0.004622053,Ho07-9613
0.00462205,CP97-1811
0.004622053,CP15-1479
0.004622053,CP15-2245
0.00462205,CP94-1782
0.00462205,CP10-1129
0.004622053,CP15-2294
0.004622053,CP14-1155
0.00462205,CP19-1336
0.00462205,CP10-1956
0.00462205,CP94-1115
0.00462205,CP06-2685
0.004622053,CP04-1914
0.0046220473,CP99-1417
0.004622053,CP15-4845
0.00462205,CP99-1691
0.004622053,Ho78-0009
0.0046220473,CP97-1049
0.00462205,CP19-4104
0.00462205,CP14-4494
0.0046220473,HL88-3002
0.00462205,CP91-1366
0.0046220473,CP98-1721
0.00462205,CP14-4283
0.004622053,CP13-1335
0.00462205,CP14-1379
0.00462205,CP07-1376
0.004622053,CP14-1809
0.00462205,CP02-1883
0.00462205,CP11-2496
0.0046220473,CP08-1865
0.004622053,Ho18-9207
0.004622053,L84-0267
0.004622053,Ho89-0004
0.004622053,CP97-2502
0.004622053,L69-0026
0.00462205,CP16-2040
0.004622053,L06-0024
0.004622053,CP02-1691
0.0046220473,CP92-1885
0.00462205,CP97-1655
0.00462205,CP11-1461
0.00462205,CP13-1572
0.00462205,CP16-1464
0.004622053,CP16-1245
0.004622053,CP14-1338
0.004622053,L98-0158
0.004622053,CP99-1681
0.0046220473,CP12-1040
0.00462205,CP09-1027
0.0046220473,CP96-1690
0.004622053,CP99-1677
0.0046220473,CP93-1765
0.004622053,CP00-1559
0.004622053,CP18-4020
0.00462205,CP14-4161
0.004622053,CP02-1816
0.00462205,CP96-1264
0.004622053,CP04-2077
0.0046220473,CP99-1478
0.00462205,CP19-1409
0.0046220473,CP95-1935
0.004622053,HoCP18-0822
0.00462205,CP92-1461
0.004622053,CP04-1097
0.00462205,CP14-2395
0.0046220487,CP09-1240
0.004622053,CP14-2409
0.00462205,CP14-1361
0.004622053,L60-0022
0.004622053,CP96-1169
0.00462205,CP95-1875
0.00462205,CP06-2297
0.004622053,CP15-1935
0.004622053,HoCP99-0832
0.00462205,CP10-1637
0.0046220515,CP17-4502
0.004622053,HoCP18-0861
0.0046220473,CP10-2475
0.00462205,CP06-2451
0.0046220473,CPCL06-3156
0.004622053,HoCP02-0600
0.0046220473,CP10-1793
0.00462205,CP02-2171
0.0046220473,CP12-1221
0.0046220473,CPCL05-1299
0.004622053,HoCP18-0849
0.00462205,CP18-2233
0.00462205,CP15-4839
0.004622053,L75-0010
0.00462205,CP11-1036
0.0046220473,CP04-2154
0.00462205,CP96-1045
0.00462205,CP14-4293
0.004622053,CP55-0037
0.00462205,CP97-1110
0.004622053,CP16-1590
0.00462205,CP93-1174
0.0046220473,CP10-1157
0.00462205,CP16-2248
0.00462205,CP00-1114
0.004622053,CP96-1940
0.004622053,CP02-1639
0.0046220473,CP95-1654
0.00462205,CP13-1600
0.00462205,CP11-1249
0.004622053,CP98-1654
0.004622053,CP14-1612
0.00462205,CP11-1643
0.00462205,CP14-1894
0.004622053,Ho73-0061
0.00462205,L15-0339
0.004622053,HoCP20-0529
0.004622053,CP92-1362
0.00462205,CP11-1980
0.00462205,CP10-2120
0.004622053,L84-0289
0.004622053,L93-0363
0.0046220515,Ho14-9279
0.004622053,L75-0056
0.00462205,CP87-0622
0.004622053,AFRI15-0012
0.00462205,CP17-1612
0.0046220473,CP12-1185
0.004622053,CP03-2196
0.0046220473,CP94-1400
0.00462205,CP90-1535
0.004622053,CP14-1238
0.00462205,CP01-2051
0.004622053,CP76-0304
0.004622053,CP16-1604
0.004622053,HoCP22-733
0.0046220473,CP09-1903
0.0046220473,CP97-1835
0.004622053,CP19-2097
0.0046220473,CP02-2266
0.004622053,CP15-1278
0.004622053,CP01-1670
0.00462205,CP08-2371
0.00462205,CP09-1787
0.00462205,CP92-1482
0.004622053,CP18-2041
0.004622053,L08-0077
0.00462205,CP14-1653
0.00462205,CP93-1669
0.00462205,CP12-1433
0.00462205,CP16-2493
0.0046220473,CP12-1276
0.00462205,Ho15-0940
0.0046220487,CP13-1150
0.004622053,LCP85-0371
0.00462205,CP15-2493
0.004622053,CP18-1218
0.004622053,Ho18-9221
0.00462205,CP10-1185
0.004622053,CP56-0063
0.004622053,CP19-1157
0.00462205,CP01-2640
0.004622053,CP10-2261
0.0046220473,CP02-1662
0.004622053,CP50-0023
0.004622053,CP99-1678
0.004622053,CP13-1853
0.004622053,HoCP92-0676
0.004622053,CP18-1415
0.0046220473,CP13-1038
0.00462205,CP14-1658
0.004622053,CP15-2075
0.00462205,CP17-2121
0.00462205,CP04-1654
0.004622053,CP14-1802
0.004622053,CP04-1574
0.00462205,CP97-1084
0.004622053,L07-0044
0.004622053,HoCP14-0802
0.004622053,L98-0207
0.004622053,L97-0157
0.004622053,CP17-1183
0.004622053,CP15-2033
0.00462205,CP11-1585
0.004622053,CP01-1745
0.004622053,CP17-1318
0.004622053,CP19-2278
0.004622053,CP06-2033
0.00462205,Ho12-9028
0.004622053,Ho20-9051
0.00462205,CP14-2321
0.004622053,CP19-1864
0.004622053,CP17-2325
0.0046220473,CPCL02-6619
0.004622053,CP04-1340
0.004622053,CP19-4565
0.00462205,LCP85-0360
0.00462205,CP92-1478
0.00462205,CP16-1513
0.0046220473,CPCL14-4120
0.00462205,CP02-1877
0.0046220473,CP99-1167
0.0046220487,CP10-1054
0.004622053,CP99-1719
0.004622053,L12-0192
0.0046220473,CP12-1073
0.004622053,CP19-1846
0.004622053,CP04-1272
0.004622053,CP06-2351
0.004622053,CP95-1310
0.004622053,CP03-1923
0.00462205,CP09-1225
0.004622053,CP17-2416
0.004622053,CP00-1509
0.004622053,CP18-1504
0.004622053,L96-0049
0.004622053,CP15-4299
0.00462205,CP17-4432
0.00462205,CP14-1921
0.0046220473,CP17-1662
0.0046220473,CP08-2184
0.004622053,L84-0291
0.004622053,CP19-2211
0.0046220473,CP13-2245
0.00462205,CP00-1566
0.0046220473,CPCL02-7396
0.004622053,CP11-1198
0.00462205,CP13-2214
0.0046220473,CP07-2212
0.004622053,CP93-1656
0.00462205,CP95-1972
0.00462205,CP10-2270
0.004622053,CP19-4821
0.004622053,CP14-1614
0.0046220473,CP93-1375
0.0046220473,CP01-2593
0.00462205,CP11-1167
0.00462205,CPCL06-3232
0.004622053,Ho01-0566
0.004622053,CP13-1746
0.0046220487,CP02-1788
0.0046220515,CP10-1623
0.004622053,CP14-1416
0.004622053,CP16-1251
0.00462205,CPCL06-3267
0.004622053,CP86-0949
0.004622053,HoCP03-0717
0.004622053,CP01-2322
0.00462205,CP95-1866
0.00462205,CP94-1181
0.00462205,CP19-2116
0.004622053,L11-0168
0.00462205,CP00-1111
0.0046220473,CP12-2071
0.00462205,CP00-2102
0.00462205,CP19-1261
0.004622053,HoCP93-0709
0.004622053,CP03-1347
0.004622053,CP17-1347
0.004622053,L08-0090
0.004622053,CP12-2449
0.004622053,Ho18-9213
0.00462205,CP19-1134
0.00462205,CP13-1758
0.0046220473,CP95-1097
0.004622053,CP03-1485
0.00462205,CP15-1226
0.00462205,CP10-1541
0.004622053,CP02-1432
0.00462205,L14-0278
0.004622053,CP00-2068
0.004622053,HoCP99-0810
0.004622053,CP00-1922
0.0046220515,CP02-2071
0.0046220473,CP13-1051
0.004622053,L15-0337
0.004622053,CP16-4697
0.00462205,CPCL06-3145
0.004622053,Co775
0.00462205,CP16-1164
0.004622053,CP17-1137
0.0046220473,CP95-1944
0.00462205,CP14-1865
0.00462205,CP17-4537
0.00462205,CP06-2883
0.004622053,Ho98-0023
0.004622053,HoCP00-0959
0.004622053,CP14-1491
0.0046220487,CP10-1052
0.00462205,CP19-1810
0.004622053,CP01-2210
0.0046220473,CP97-2018
0.0046220473,CPCL02-1030
0.00462205,L13-0255
0.00462205,CP03-2241
0.00462205,CP16-1755
0.004622053,CP02-2059
0.004622053,L70-0065
0.004622053,CP98-1643
0.00462205,CP93-1096
0.004622053,CP19-1025
0.0046220473,CP13-1072
0.004622053,CP14-2192
0.00462205,CP97-1677
0.00462205,CP07-1021
0.0046220473,CP11-1613
0.004622053,CP16-4692
0.0046220473,CP97-1259
0.004622053,L12-0198
0.00462205,CPCL02-0585
0.004622053,CP07-1677
0.00462205,CP19-4400
0.0046220473,CPCL02-2888
0.0046220473,CP00-1026
0.004622053,CP03-2320
0.00462205,CP00-1369
0.004622053,CP14-2217
0.00462205,CPCL02-2401
0.004622053,CP03-2195
0.0046220473,CP95-2041
0.00462205,CPCL06-3304
0.004622053,CP92-1436
0.004622053,CP15-1672
0.00462205,CP91-1790
0.0046220515,CP19-4443
0.004622053,CP14-1662
0.00462205,CP10-1258
0.00462205,CP13-2067
0.00462205,CP10-1488
0.00462205,CP11-1142
0.0046220473,CP19-4889
0.004622053,CP14-1091
0.0046220473,CPCL05-1117
0.0046220473,CP97-1285
0.004622053,CP93-1044
0.00462205,CP99-1095
0.00462205,CP17-4166
0.004622053,CP01-2280
0.00462205,CP02-1902
0.00462205,CP16-2116
0.00462205,CP07-2425
0.0046220473,CPCL05-1343
0.00462205,CP96-1569
0.004622053,CP07-2121
0.00462205,CP02-1443
0.0046220473,CP96-1352
0.00462205,CP12-1656
0.004622053,CP18-1120
0.004622053,CP00-1961
0.004622053,CP74-0389
0.0046220473,CP98-1254
0.004622053,CP03-1774
0.004622053,CP17-2187
0.004622053,LCP86-0429
0.004622053,CP94-1454
0.00462205,CP15-1239
0.004622053,HoCP00-0921
0.00462205,CP19-4553
0.00462205,CP98-1957
0.004622053,CP01-1994
0.004622053,HoCP13-0744
0.00462205,CP13-1516
0.004622053,Ho10-9212
0.004622053,CP02-2592
0.00462205,CP14-2328
0.00462205,CP07-2572
0.00462205,CP01-2617
0.00462205,CP97-1173
0.00462205,CP95-1786
0.00462205,CP04-1481
0.0046220473,CP95-1984
0.004622053,CP00-1161
0.004622053,CP01-2669
0.0046220473,CP14-4600
0.00462205,CP01-1056
0.00462205,CP11-1625
0.004622053,CP04-1154
0.00462205,CP15-2529
0.00462205,CP04-1364
0.0046220473,CP98-1282
0.0046220473,CP06-2577
0.004622053,CP18-1048
0.004622053,CP15-1798
0.00462205,CP12-1976
0.0046220487,CP06-2314
0.004622053,LCP86-0470
0.00462205,CPCL02-7440
0.0046220473,CP96-1691
0.00462205,Ba11569
0.00462205,CP11-2256
0.0046220473,CP97-1269
0.004622053,CP19-1537
0.004622053,CP95-2276
0.004622053,Ho13-9158
0.004622053,HoCP95-0996
0.004622053,CP16-1437
0.004622053,CP12-2217
0.00462205,CP11-2319
0.004622053,CP01-1354
0.00462205,CP68-0411
0.00462205,CP10-2193
0.004622053,CP01-1989
0.0046220473,CP94-1331
0.004622053,CP91-1771
0.0046220473,CPCL02-6698
0.00462205,CP13-1117
0.00462205,CP19-2263
0.0046220473,CP11-1617
0.004622053,CP14-1245
0.004622053,L00-0267
0.00462205,CP98-1410
0.0046220473,CP09-1344
0.00462205,CP98-1162
0.0046220473,CP94-1488
0.004622053,Ho13-9137
0.00462205,CP01-1449
0.00462205,CP02-1373
0.0046220473,CPCL02-2054
0.004622053,CP04-2131
0.004622053,CP19-1075
0.00462205,CP98-1223
0.00462205,CP19-1201
0.00462205,CP93-1295
0.004622053,CP56-0030
0.00462205,CP95-1808
0.004622053,CP11-2084
0.00462205,CP03-1893
0.004622053,CP18-1465
0.00462205,CP01-1540
0.00462205,CP12-1346
0.004622053,CP17-4243
0.004622053,L06-0013
0.00462205,CP95-1911
0.004622053,CP01-2325
0.004622053,CP03-2093
0.004622053,CP04-1342
0.004622053,CP01-2464
0.004622053,CP96-1082
0.00462205,CP19-1920
0.0046220473,CP09-1669
0.00462205,CP13-1213
0.004622053,CP03-1345
0.004622053,CP02-1699
0.004622053,CP92-1338
0.0046220473,CP12-1097
0.00462205,CP01-1425
0.00462205,Ho09-9125
0.0046220473,CP94-1570
0.00462205,CP09-2147
0.00462205,CP10-1095
0.004622053,L84-0265
0.0046220473,CP11-1563
0.0046220473,CP95-2032
0.00462205,CP19-2459
0.00462205,CP15-1091
0.004622053,CP13-1782
0.004622053,CP14-4549
0.00462205,CP11-2102
0.00462205,CP95-1961
0.004622053,L17-0418
0.004622053,CP16-2393
0.004622053,CP94-2137
0.004622053,CP04-1679
0.00462205,CP18-1766
0.00462205,CP03-2175
0.0046220473,CP12-1037
0.004622053,CP14-1548
0.00462205,CP03-1493
0.00462205,CP11-1901
0.0046220473,CP95-2316
0.00462205,CP13-2456
0.0046220473,CP92-1069
0.004622053,CP04-1331
0.004622053,L96-0095
0.004622053,Ho03-0102
0.00462205,CP11-2249
0.00462205,CP94-1613
0.004622053,CP91-0502
0.0046220473,CP17-4855
0.00462205,CP97-1151
0.004622053,CP99-1314
0.0046220473,CP97-1798
0.004622053,CP17-2242
0.0046220473,CPCL02-2359
0.004622053,CP14-1516
0.0046220473,CP95-1275
0.004622053,CP18-1349
0.004622053,TCP00-4510
0.0046220473,CP03-1621
0.0046220473,CP09-1995
0.004622053,CP18-4753
0.00462205,CP15-4083
0.00462205,CP06-3067
0.004622053,HoCP14-0817
0.0046220487,CP09-1281
0.00462205,CP17-4397
0.004622053,CP14-1252
0.004622053,CP14-1594
0.00462205,CP96-1529
0.00462205,CP19-1337
0.004622053,CP01-2290
0.004622053,CP11-2406
0.00462205,CP19-2433
0.004622053,HoCP01-0527
0.0046220473,M2
0.0046220473,CP09-2332
0.004622053,CP02-1725
0.004622053,Ho73-0067
0.004622053,L97-0147
0.0046220473,CP11-1690
0.004622053,CP17-2244
0.004622053,L01-0306
0.0046220515,Ho14-9230
0.004622053,CP00-1133
0.004622053,CP76-0302
0.004622053,L18-0460
0.00462205,CP02-2513
0.0046220473,CP16-4815
0.004622053,CP17-2231
0.00462205,CP95-1167
0.00462205,CP93-1110
0.0046220473,CP95-1979
0.004622053,L93-0382
0.00462205,CP10-1631
0.004622053,CP02-2115
0.0046220515,CP11-2061
0.0046220473,CP11-2199
0.004622053,L97-0131
0.00462205,CP11-2307
0.004622053,CP03-1482
0.004622053,CP14-1415
0.0046220473,CP95-1723
0.00462205,CP15-1780
0.00462205,CP15-1614
0.00462205,CP09-1801
0.004622053,CP72-0337
0.0046220515,CP15-1446
0.00462205,CP97-1889
0.0046220487,CP10-1361
0.00462205,CP12-2101
0.00462205,CP92-1170
0.0046220515,CP09-2340
0.00462205,CP98-1382
0.004622053,CP06-2937
0.004622053,CP79-0315
0.00462205,CP92-1472
0.00462205,CP97-2089
0.004622053,CP19-1439
0.004622053,L64-0028
0.004622053,CP02-1633
0.00462205,CP11-1650
0.0046220473,CP16-4227
0.004622053,CP01-1752
0.00462205,Ho79-0009
0.004622053,CP03-2153
0.004622053,TCP98-4473
0.00462205,CP04-1901
0.00462205,CP93-1014
0.004622053,CP15-1403
0.004622053,CP15-4336
0.004622053,CP01-1891
0.00462205,CP97-1199
0.0046220515,CP02-1469
0.004622053,L12-0227
0.00462205,L16-0389
0.004622053,CP18-4109
0.004622053,HoCP98-0735
0.004622053,CP07-1433
0.0046220473,CP94-1144
0.00462205,CP14-1181
0.0046220473,CP98-1386
0.004622053,CP17-1171
0.00462205,CP98-2005
0.004622053,CP19-1858
0.004622053,CP14-1144
0.0046220473,CP98-1303
0.004622053,CP03-2028
0.004622053,CP03-1277
0.0046220515,CP02-1318
0.00462205,CP97-1634
0.0046220473,CP00-2065
0.0046220473,CP94-1591
0.004622053,CP14-2298
0.004622053,CP15-1768
0.00462205,CP19-1934
0.004622053,CP18-1610
0.004622053,Ho89-0007
0.00462205,CP09-2087
0.004622053,HoCP96-0539
0.00462205,CP19-1251
0.0046220473,CP90-1563
0.004622053,CP02-1003
0.0046220515,CP07-2041
0.00462205,CPCL08-2453
0.00462205,CP13-4126
0.00462205,CP06-2695
0.00462205,CPCL06-3241
0.004622053,L92-0356
0.0046220473,CP11-1846
0.00462205,CP00-2041
0.0046220515,CP06-2363
0.00462205,CP12-1180
0.004622053,CP01-2259
0.004622053,CP04-1416
0.00462205,CP03-2097
0.004622053,HoCP95-0962
0.004622053,L95-0492
0.004622053,CP96-1321
0.0046220473,CP93-1687
0.00462205,CP11-2325
0.004622053,HoCP99-0834
0.0046220473,CP11-1717
0.00462205,CP91-1238
0.0046220473,CPCL02-0080
0.0046220473,CPCL05-1325
0.004622053,Ho18-9220
0.004622053,Ho13-0753
0.004622053,CP95-1298
0.00462205,CP07-2282
0.00462205,CP96-1677
0.00462205,CP17-1962
0.00462205,CP00-2113
0.00462205,CP14-1318
0.00462205,CP15-4731
0.00462205,CP95-1220
0.00462205,CP93-1538
0.00462205,CP07-2313
0.004622053,HoL15-0502
0.0046220473,CP98-1296
0.004622053,CP09-1445
0.004622053,Ho15-0930
0.00462205,CP99-1652
0.004622053,CP11-2026
0.00462205,CP95-1177
0.00462205,CP02-1885
0.00462205,CP19-2367
0.00462205,CP14-2376
0.0046220473,CP92-1024
0.00462205,CP11-1763
0.004622053,CP13-1878
0.00462205,CP19-4395
0.00462205,CP99-1575
0.004622053,CP02-1655
0.00462205,Ho07-9020
0.004622053,CP90-1222
0.0046220473,CP97-1293
0.00462205,CP15-2172
0.00462205,CP92-1494
0.00462205,CP00-1631
0.00462205,CP13-1768
0.004622053,CP78-0356
0.004622053,CP16-4885
0.0046220473,CP98-1330
0.004622053,CP03-1572
0.00462205,CP17-1628
0.00462205,CP95-2009
0.0046220473,CP95-1938
0.0046220473,CP93-1534
0.0046220473,CP95-1755
0.004622053,CP03-2187
0.004622053,CP61-0018
0.00462205,CP18-4481
0.00462205,CP18-2272
0.004622053,CP16-1108
0.004622053,CP02-1066
0.0046220473,CP95-1108
0.0046220515,CP18-4538
0.004622053,CP01-1259
0.00462205,CP19-4202
0.004622053,CP03-1625
0.00462205,L04-0433
0.004622053,CP15-2541
0.004622053,Ho18-9234
0.004622053,CP99-1673
0.004622053,CP64-0388
0.0046220473,CP92-1452
0.00462205,CP10-2087
0.004622053,CP03-1701
0.004622053,CP02-1670
0.00462205,CP11-1802
0.00462205,CP97-1411
0.0046220515,POJ2364
0.00462205,CP93-1025
0.00462205,CP11-2057
0.00462205,CP11-1027
0.00462205,CP99-2000
0.00462205,HoCP97-0697
0.00462205,CP12-1208
0.0046220473,CP07-2645
0.0046220473,CP90-1646
0.00462205,CP18-1652
0.00462205,CP16-2046
0.00462205,CPCL06-3491
0.004622053,L18-0465
0.00462205,CP15-1921
0.00462205,CPCL05-1324
0.00462205,CP98-1201
0.004622053,CP96-1841
0.004622053,CP06-2610
0.00462205,CP19-4116
0.00462205,CP94-1797
0.00462205,CP06-2374
0.00462205,CP98-3001
0.0046220473,CPCL14-4024
0.00462205,CP10-1058
0.004622053,HoCP04-0834
0.00462205,CP03-2085
0.0046220473,CP96-1483
0.004622053,CP18-4862
0.004622053,HoCP16-0674
0.00462205,CP99-1187
0.00462205,CP14-1772
0.00462205,CP99-1836
0.0046220473,CPCL02-1116
0.00462205,CP16-4796
0.0046220473,CP99-1877
0.00462205,CPCL06-3504
0.004622053,CP17-1466
0.004622053,CP02-1145
0.00462205,CP09-1370
0.00462205,H57-5174
0.0046220473,CP11-1719
0.004622053,CP13-2388
0.0046220473,CPCL14-4012
0.0046220473,CP95-1978
0.004622053,CP14-2391
0.00462205,CP04-1012
0.004622053,CP16-2470
0.00462205,CP93-1525
0.004622053,CP02-1813
0.00462205,CP16-1711
0.004622053,CP15-1643
0.0046220473,CP93-1681
0.00462205,CP15-4742
0.00462205,CP99-1899
0.004622053,Ho06-9002
0.0046220473,CP94-2145
0.00462205,CP03-1640
0.004622053,CP15-1178
0.0046220473,CP13-1896
0.004622053,L68-0020
0.00462205,CP12-1594
0.00462205,CP19-2386
0.0046220473,CP98-1886
0.004622053,Ho01-0018
0.00462205,CP03-2060
0.004622053,HoCP97-0606
0.00462205,CP15-1118
0.004622053,CP04-1128
0.004622053,CP13-1264
0.00462205,CP16-4861
0.00462205,CP03-1989
0.004622053,CP03-1257
0.004622053,Ho14-0912
0.004622053,CP00-2115
0.004622053,CPCL06-3446
0.004622053,CP19-1910
0.0046220473,CP99-1495
0.004622053,L90-0220
0.00462205,CP07-1790
0.00462205,CP01-1070
0.004622053,CP18-1609
0.00462205,CP14-1899
0.00462205,CP15-1788
0.00462205,CP18-2200
0.00462205,HoL01-0562
0.00462205,CP11-2231
0.004622053,CP01-2641
0.004622053,CP15-1343
0.00462205,CP07-1040
0.004622053,CP01-1215
0.004622053,CP06-2107
0.00462205,Ho83-0012
0.004622053,CP10-2105
0.0046220473,CP98-1394
0.004622053,CP17-1552
0.004622053,CP00-1768
0.00462205,CP12-2237
0.004622053,CP06-2022
0.004622053,CP17-1452
0.00462205,CP13-2450
0.004622053,HoCP19-0936
0.004622053,CP98-1539
0.00462205,CP16-4083
0.004622053,CP19-1815
0.004622053,CP01-1164
0.004622053,CP14-1712
0.00462205,CP96-1576
0.004622053,CP14-1404
0.004622053,CP00-1688
0.00462205,CP99-1753
0.004622053,CP15-1822
0.0046220473,CP15-4446
0.004622053,HoCP98-0727
0.004622053,HoCP22-749
0.004622053,CP17-4838
0.00462205,CP14-2412
0.004622053,Ho15-9354
0.0046220473,CP97-1333
0.00462205,CP00-1078
0.004622053,CP16-4675
0.0046220473,CP95-1933
0.004622053,CP02-1341
0.00462205,CP16-1582
0.00462205,CP02-2478
0.0046220473,CP94-2065
0.00462205,CP04-1175
0.004622053,LCP87-0005
0.004622053,CP02-1356
0.00462205,L93-0390
0.004622053,CP14-1421
0.004622053,CP10-2465
0.004622053,CP16-2504
0.0046220473,CPCL02-1446
0.00462205,CP16-2447
0.00462205,CP91-1367
0.00462205,CP18-1463
0.004622053,L84-0266
0.004622053,CP88-0771
0.00462205,CP97-1662
0.00462205,CP15-4726
0.004622053,LCP85-0310
0.00462205,CP12-1824
0.004622053,L65-0067
0.00462205,CP07-1945
0.00462205,CP02-1454
0.00462205,CP94-1295
0.00462205,CP09-1783
0.004622053,CP06-2370
0.004622053,CP96-1086
0.00462205,CP14-1559
0.004622053,CP02-2390
0.00462205,CP06-2728
0.00462205,CP00-2077
0.004622053,CP19-1366
0.0046220473,CP13-1936
0.00462205,Ho04-9068
0.004622053,CP17-1683
0.00462205,CP04-1895
0.0046220487,CP02-1787
0.00462205,CP11-2125
0.0046220473,CP95-1656
0.004622053,CP98-1859
0.00462205,CP91-1271
0.004622053,LCP83-0134
0.00462205,CP12-2177
0.0046220473,CP11-2152
0.0046220473,CP19-1706
0.00462205,CP16-4721
0.004622053,CP06-2081
0.0046220473,CP09-1441
0.004622053,CP16-1140
0.004622053,CP17-2104
0.00462205,CP01-2025
0.004622053,CP09-1325
0.00462205,CP07-2538
0.00462205,CP16-2113
0.004622053,CP16-2392
0.004622053,CP16-1798
0.004622053,CP04-1397
0.0046220473,CP10-1961
0.004622053,CP18-1027
0.004622053,CP19-2438
0.004622053,HoCP04-0835
0.0046220473,CP11-1290
0.004622053,CP08-1169
0.00462205,CP13-1448
0.00462205,CP18-1255
0.00462205,CP14-1661
0.0046220515,CP12-1534
0.00462205,CP13-2316
0.00462205,CP18-2270
0.0046220473,CP13-1431
0.004622053,L96-0052
0.0046220473,CP94-1721
0.00462205,CP04-1599
0.004622053,CP05-1462
0.00462205,CP13-1505
0.004622053,CP04-1512
0.00462205,CP12-2010
0.0046220473,CP97-1473
0.0046220473,CP96-1489
0.00462205,CP02-1994
0.00462205,CP96-1709
0.00462205,CP07-1519
0.004622053,Ho06-0563
0.0046220473,CP16-4248
0.00462205,CP93-1537
0.00462205,CP95-1062
0.00462205,CPCL06-3383
0.0046220473,CP09-2408
0.00462205,CP11-2105
0.0046220473,CP17-4873
0.004622053,HoCP20-0518
0.004622053,CP07-1303
0.0046220515,CP18-4819
0.00462205,CP18-1642
0.0046220473,CP11-1518
0.0046220473,CP12-1290
0.004622053,CP65-0310
0.004622053,L69-0064
0.00462205,CP97-2120
0.004622053,CP91-0505
0.00462205,CP16-1117
0.0046220473,CP96-1108
0.00462205,US66-0065-0012
0.004622053,CP06-2611
0.004622053,CP00-1853
0.004622053,HoL05-0953
0.00462205,CP06-2729
0.00462205,CP11-1568
0.0046220487,CP12-1525
0.00462205,CP10-1542
0.00462205,CP95-1460
0.0046220473,CP19-4885
0.00462205,CP96-1686
0.004622053,Ho09-9127
0.004622053,L90-0218
0.00462205,CP18-4216
0.00462205,CPCL02-7500
0.004622053,CP19-1441
0.004622053,CP17-2340
0.00462205,CP93-1719
0.00462205,CP15-4190
0.00462205,CP07-1743
0.004622053,CP18-1814
0.00462205,CPCL06-3265
0.004622053,CP14-4374
0.00462205,CP15-4744
0.004622053,CP03-1822
0.00462205,CP10-1901
0.00462205,CP99-1178
0.00462205,CP02-2315
0.004622053,CP86-0947
0.00462205,Ho05-9604
0.0046220473,CP09-1647
0.0046220473,CP09-2083
0.00462205,CP17-2129
0.004622053,CP98-1090
0.004622053,CP91-1591
0.00462205,CP16-1359
0.004622053,CP97-1225
0.00462205,CP19-1746
0.00462205,Ho01-0010
0.004622053,CP00-1891
0.00462205,CP95-1718
0.00462205,CP09-2141
0.00462205,Ho02-0153
0.004622053,Ho88-0013
0.0046220473,CP11-2214
0.004622053,CP15-1340
0.004622053,CP07-1692
0.004622053,CP14-2035
0.0046220473,CP99-1334
0.004622053,CP11-1548
0.004622053,CP90-0973
0.004622053,L90-0178
0.004622053,HoCP96-0511
0.004622053,L94-0445
0.004622053,CP09-1414
0.0046220473,CPCL00-0458
0.004622053,CP15-4315
0.004622053,CP11-2462
0.004622053,CP17-2321
0.0046220487,CP06-3137
0.0046220473,Ho05-9054
0.004622053,L75-0033
0.004622053,HoCP92-0678
0.00462205,CP97-1106
0.004622053,CP02-1115
0.00462205,CP94-1037
0.004622053,CP18-1054
0.0046220473,CP07-1356
0.004622053,CP17-1809
0.00462205,CP16-2474
0.00462205,CP94-2100
0.004622053,CP02-1282
0.004622053,Ho99-0024
0.00462205,CP99-1660
0.004622053,L98-0168
0.00462205,CP10-2489
0.0046220473,CP17-4867
0.00462205,CP12-2255
0.00462205,CP93-1171
0.004622053,CP12-1400
0.0046220473,CP93-1257
0.00462205,CP93-1378
0.0046220473,CP98-1892
0.0046220473,CP18-4009
0.004622053,CP04-1811
0.004622053,CP15-2292
0.004622053,Ho18-9201
0.00462205,CP06-2675
0.0046220473,Ho04-9129
0.004622053,CP04-1488
0.004622053,CP97-2200
0.004622053,CP04-1832
0.004622053,L88-0049
0.004622053,HoCP95-0983
0.0046220473,CP10-1425
0.00462205,CP04-1167
0.00462205,CP13-1500
0.0046220473,CP02-1669
0.004622053,CP16-2179
0.004622053,CP01-2445
0.00462205,CP95-1189
0.0046220473,CP95-2038
0.00462205,CP11-1359
0.00462205,CP96-1517
0.004622053,CP97-2168
0.004622053,CP16-1591
0.00462205,CP13-1306
0.00462205,CP94-2097
0.004622053,L17-0424
0.00462205,CP13-2307
0.004622053,CP14-1905
0.004622053,CP17-1389
0.0046220473,CP13-2380
0.004622053,CP10-2136
0.004622053,HoH14-0883
0.00462205,CP10-2318
0.004622053,CP17-1876
0.0046220473,CP93-1349
0.004622053,CP00-1788
0.0046220473,CP09-2334
0.00462205,CP10-1638
0.004622053,CP86-0946
