labels,vertex
12416,HoCP22-714
12417,CP92-1696
12418,CP93-1186
12419,CP16-2174
12420,CP19-2096
12421,CP01-1154
12422,CP95-1441
12423,CP97-1722
12424,CP17-1832
12425,CP12-1390
12426,Ho98-0013
12427,CP91-1610
12428,CPCL05-1017
12429,CP19-1575
12430,CP04-1453
12431,CP09-1197
23696,CP93-1671
23697,CP16-4039
23698,CP10-1710
23699,Ho05-9918
23700,CP91-1004
23701,CP16-2023
23702,CP93-1449
23703,CP16-1952
23704,CP99-1066
23705,CP14-1084
23706,CP00-1462
23707,CP92-1044
23708,HoCP14-0881
23709,CP97-1257
23710,CP98-1098
23711,CP10-1887
5824,CP12-1362
5825,CP18-1174
5826,CP09-1118
5827,Ho99-0049
5828,CP16-4868
5829,CP15-4600
5830,CP17-1478
5831,CP02-1374
5832,CP01-2223
5833,CP06-2719
5834,CP16-2339
5835,CP11-1100
5836,CP16-4809
5837,CP04-1455
5838,CP00-1130
5839,HoCP97-0612
29952,L99-0228
29953,CP99-1441
29954,CP10-2172
29955,CP14-1237
29956,CP01-2075
29957,CP17-1342
29958,CP75-0361
29959,CP95-1282
29960,CP19-4893
29961,CP06-2532
29962,CP04-1310
29963,CP09-1291
29964,CP12-2357
29965,CP18-4281
29966,Ho14-0809
29967,CP91-1293
33776,CP19-2486
33777,CP14-2326
33778,CP06-2613
33779,CP94-1928
33780,CP91-1046
33781,Ho10-9243
33782,CP09-1050
33783,LCP85-0299
33784,CP94-2116
33785,CP19-1955
33786,CP11-1429
33787,CP03-1752
33788,HoCP11-0533
33789,CP05-1699
33790,CP09-2154
33791,CP95-1746
23344,CP10-2388
23345,CP99-1855
23346,CP15-2318
23347,LCP86-0394
23348,CP14-2227
23349,CPCL06-3420
23350,CP02-2157
23351,CP93-1699
23352,CP18-1943
23353,CP15-1856
23354,CP11-1572
23355,HoCP12-0640
23356,HoCP13-0769
23357,CPCL05-1129
23358,CP03-2172
23359,CP03-1093
15632,CP00-1554
15633,CP96-1109
15634,CP17-1941
15635,CP19-4439
15636,CP16-1675
15637,CP18-4882
15638,CP12-1785
15639,CP16-2375
15640,CP15-4141
15641,CP90-0901
15642,LCP82-0071
15643,Ho19-9312
15644,CPCL05-1160
15645,CP18-2273
15646,CP00-1356
15647,US90-0017
24608,CP09-1887
24609,CP06-2346
24610,CP01-2661
24611,CP12-2166
24612,CP18-4227
24613,CP00-2221
24614,CPCL06-3390
24615,CP95-1084
24616,CP98-1232
24617,L18-0476
24618,CP03-2107
24619,CP02-1034
24620,CP00-1041
24621,CP12-2039
24622,L91-0240
24623,L65-0071
11888,CP16-4574
11889,CP15-1522
11890,CP13-1877
11891,CP00-1128
11892,CP17-1269
11893,Ho10-9236
11894,CP16-2265
11895,CP14-4377
11896,US95-1023
11897,CP17-4708
11898,CP19-1396
11899,CP97-1793
11900,CP86-0973
11901,CP03-2326
11902,CP01-2612
11903,CP02-3005
11008,CP16-1871
11009,CP14-2329
11010,CP92-1515
11011,CP96-1620
11012,CP17-1327
11013,CP94-1262
11014,L69-0025
11015,CP16-1156
11016,HoCP03-0754
11017,CP15-1146
11018,CP00-1011
11019,CP14-4406
11020,CP10-1081
11021,CP97-1615
11022,CP09-1625
11023,CP13-2237
20496,CP09-2467
20497,HoCP98-0770
20498,L95-0479
20499,CP15-1452
20500,CP16-2263
20501,CPCL05-1246
20502,CPCL14-4027
20503,CP10-1222
20504,CP16-4544
20505,CP04-1601
20506,CP92-1745
20507,Ho17-0734
20508,CP10-2418
20509,CP29-0320
20510,CP00-1459
20511,CP07-2611
18272,HoCP02-0621
18273,CP10-1267
18274,CP98-1060
18275,CP09-2319
18276,CP01-1870
18277,CP17-1620
18278,CP11-1708
18279,L91-0275
18280,CP98-1480
18281,CP17-2436
18282,HoCP94-0807
18283,HoCP15-0561
18284,CP93-1445
18285,CP98-2043
18286,CP97-1017
18287,Ho05-9037
3136,CP14-4167
3137,CP19-1891
3138,CP61-0026
3139,CP02-2072
3140,CPCL14-4087
3141,CP98-1583
3142,CP14-1729
3143,CP55-0038
3144,CP93-1530
3145,L63-0032
3146,CP03-2182
3147,CP15-1600
3148,CP19-1463
3149,Ho05-9016
3150,CP17-1614
3151,CP18-1725
20368,L71-0035
20369,CP06-2204
20370,CP00-1186
20371,CP12-2201
20372,CP00-1457
20373,L62-0076
20374,CP03-1924
20375,CP13-1466
20376,HoCP99-0836
20377,CP19-1221
20378,CP93-1662
20379,HoCP95-0937
20380,L92-0303
20381,CP00-1662
20382,CP12-1378
20383,CP93-1026
28944,CP92-1055
28945,L98-0196
28946,CP12-1365
28947,Ho06-0532
28948,CP19-1207
28949,CP11-2534
28950,CP03-2402
28951,CP11-2291
28952,CPCL08-1694
28953,Ho75-0003
28954,CP98-1362
28955,Ho96-0010
28956,CP13-2085
28957,CP15-4276
28958,CP94-1952
28959,CP15-4164
19728,CP07-1255
19729,CP18-4322
19730,CP15-2068
19731,CP95-1082
19732,CP94-1099
19733,Ho11-9322
19734,CP06-2257
19735,Ho09-9131
19736,CP97-2052
19737,CP89-2319
19738,CP14-2096
19739,CP14-2365
19740,CP13-1543
19741,CP16-2197
19742,CP97-1489
19743,CP90-0914
13856,CPCL02-2338
13857,HoCP13-0732
13858,CP97-1909
13859,CP12-1039
13860,Ho08-9044
13861,13P10
13862,CP13-2399
13863,CP88-2043
13864,CP60-0012
13865,CP04-1126
13866,CP15-2211
13867,CP14-1688
13868,CP15-1441
13869,CP13-1329
13870,CP99-1529
13871,CP15-4095
19152,POLY09-23
19153,CP12-1803
19154,CP01-1353
19155,CP04-1311
19156,CP17-2375
19157,CP15-1991
19158,CP16-4137
19159,E. kanashiroi
19160,CP09-2104
19161,CP03-1720
19162,CP09-1875
19163,TCP91-4131
19164,CP18-4521
19165,CP03-2006
19166,CP93-1299
19167,CP06-2903
20816,CL88-5026
20817,Ho10-9231
20818,CP93-1343
20819,CP97-1069
20820,CP93-1758
20821,HB99-0060
20822,CP98-1089
20823,CP17-1595
20824,CPCL06-3343
20825,CL93-5194
20826,CP12-1918
20827,CP01-2637
20828,CP97-1283
20829,CP13-2313
20830,CP95-1687
20831,CP19-1958
25360,CP05-1616
25361,CP99-1537
25362,CP17-2473
25363,CP19-2054
25364,CP10-1028
25365,CP16-4562
25366,CP15-4502
25367,CP13-1694
25368,CP15-1139
25369,09P4
25370,CP12-2154
25371,CP06-2871
25372,CP01-2117
25373,CP97-2151
25374,CP94-1271
25375,HoCP14-0891
13456,CP31-0518
13457,HoCP04-0858
13458,CP17-4127
13459,CP97-1485
13460,CP18-1783
13461,CP09-2099
13462,CP14-1441
13463,Ho07-9611
13464,CP06-2958
13465,CP03-2410
13466,Ho06-0525
13467,CP16-2209
13468,HoCP11-0503
13469,CP04-1696
13470,CP80-0349
13471,CP16-2462
13600,CP14-2400
13601,CP14-4602
13602,CP10-1659
13603,CP17-4031
13604,CP00-2166
13605,CP19-1386
13606,CP93-1574
13607,CP14-2532
13608,L01-0312
13609,CP12-1452
13610,CP19-2025
13611,CP17-4742
13612,CP19-1309
13613,05P05
13614,CP19-1414
13615,CPCL02-2444
18864,CP15-4529
18865,HoCP07-0615
18866,CP13-1282
18867,CP09-2148
18868,CP97-1309
18869,CP09-1760
18870,CP02-2310
18871,CP16-4510
18872,CP03-1922
18873,CP03-1771
18874,CP04-1511
18875,CP12-1416
18876,Ho79-0003
18877,CP14-1625
18878,CP00-2141
18879,CP16-1700
9712,CP10-1299
9713,CP04-2070
9714,CP93-1402
9715,CP18-1549
9716,CP81-0338
9717,CP99-1858
9718,Ho06-0553
9719,CP19-1330
9720,CP00-1472
9721,CP11-1241
9722,CP17-1504
9723,CP02-2495
9724,CP14-2370
9725,CP17-1536
9726,CP19-2165
9727,CP14-1797
16400,CP03-1109
16401,CP15-4041
16402,HoCP93-0744
16403,CP98-1876
16404,Ho06-9001
16405,HoCP05-0920
16406,CP18-4530
16407,CP01-1198
16408,CP12-2155
16409,L02-0329
16410,CP11-1411
16411,CP15-1228
16412,CP01-2083
16413,CP17-2449
16414,CP13-1059
16415,CP10-1501
22528,CP67-0404
22529,CP02-1219
22530,CPCL02-2234
22531,CP15-1336
22532,CP03-1770
22533,CP10-1516
22534,CP04-2093
22535,CP15-2484
22536,CP01-1610
22537,CP18-2388
22538,CP95-1926
22539,CP13-1786
22540,CP07-1648
22541,04P2
22542,CP98-1957
22543,CP01-1994
5600,CP88-1508
5601,CP19-2159
5602,CP07-2025
5603,CP19-4077
5604,CP95-1619
5605,CPCL02-0543
5606,Ho19-9318
5607,CP14-1132
5608,CP13-1244
5609,CP14-1556
5610,CL94-4150
5611,CP07-1769
5612,HoCP15-0505
5613,CP99-1428
5614,CP12-2188
5615,CP06-2841
23680,CP02-2442
23681,CP01-2238
23682,CP03-2444
23683,CPCL02-2274
23684,CP19-2050
23685,CP95-1123
23686,CP13-2401
23687,CP83-0607
23688,CP13-4109
23689,CP10-1447
23690,CP01-1361
23691,CP96-1622
23692,CP16-1555
23693,CP18-1273
23694,CP03-1082
23695,CP09-2106
16960,CP14-1179
16961,CP09-1421
16962,CP19-2160
16963,HoCP22-708
16964,CP01-1734
16965,CP15-4255
16966,CP92-1081
16967,CP19-2468
16968,CP07-1089
16969,CP95-1130
16970,CP96-1066
16971,CP98-1129
16972,CP18-1268
16973,LCP82-0061
16974,CPCL02-0232
16975,CP03-1385
27296,CP97-1166
27297,CP15-4827
27298,CP03-1272
27299,CP94-1325
27300,CP12-1844
27301,CP90-1670
27302,CP98-1808
27303,CP00-1255
27304,L06-0040
27305,CP10-1844
27306,CP92-1742
27307,CP16-1424
27308,CP15-1524
27309,CP19-1642
27310,CP08-1773
27311,Ho07-9021
12096,CP03-1634
12097,CP18-4252
12098,CP14-2069
12099,CP09-2379
12100,CP10-1110
12101,Ho72-0231
12102,CP91-0567
12103,CP17-1367
12104,CP96-1295
12105,Ho17-9165
12106,CP17-4703
12107,CP76-0340
12108,CP19-1328
12109,CP17-4597
12110,CP07-1575
12111,CP01-2316
20080,CP14-1738
20081,Ho91-0008
20082,CP17-4589
20083,CP95-1101
20084,CP12-1685
20085,CP09-2160
20086,CP14-1301
20087,CP91-0532
20088,CP10-2049
20089,CP87-0628
20090,CP92-1634
20091,CP00-1639
20092,CP92-1876
20093,Ho11-9323
20094,CP06-2699
20095,CP16-4350
24352,CP18-1023
24353,CP98-1061
24354,CP03-1263
24355,CP15-1608
24356,CP03-1343
24357,CP92-1108
24358,CP19-2183
24359,L01-0298
24360,CP05-1405
24361,CP74-0398
24362,CP96-1569
24363,CP07-2121
24364,CP02-1443
24365,CP96-1352
24366,CP12-1656
24367,CP18-1120
20304,HoCP01-0545
20305,CP83-1773
20306,CP18-1710
20307,HoCP97-0657
20308,US95-1035
20309,CP00-2015
20310,CP13-1103
20311,TCP04-4685
20312,CP07-1940
20313,CP18-1322
20314,CP18-2193
20315,Ho20-9045
20316,Ho12-9019
20317,CP96-1884
20318,CP92-1221
20319,CP96-1136
26208,CP02-1302
26209,CP16-4176
26210,CP19-2234
26211,CP94-1238
26212,CP10-1598
26213,CP12-2301
26214,CP95-2152
26215,CP14-2118
26216,CP09-1506
26217,CP96-1809
26218,CP95-1922
26219,CPCL02-7080
26220,CPCL06-3220
26221,CP98-2060
26222,CP97-1965
26223,L06-0019
11840,CP00-1413
11841,CP19-1474
11842,CP01-1352
11843,CP19-1467
11844,CP66-0315
11845,CP13-1460
11846,CP09-1929
11847,HoCP11-0536
11848,CP10-1053
11849,CP01-2574
11850,CP13-1983
11851,CP04-1777
11852,CP14-1706
11853,Ho01-0546
11854,CP02-1058
11855,CP95-1860
1664,CP19-2281
1665,CP13-2318
1666,CP07-1731
1667,HoCP05-0927
1668,CP19-2169
1669,CP16-4237
1670,CP04-1107
1671,CPCL13-4046
1672,CP13-2231
1673,CP92-1860
1674,CP03-2207
1675,CP14-2198
1676,CP14-4587
1677,CP04-1885
1678,L05-0473
1679,CP95-1682
26528,CP10-1579
26529,HoCP95-0976
26530,CP16-1830
26531,92P3
26532,CP93-1280
26533,CP09-2039
26534,CP16-1742
26535,CP04-1259
26536,Taiwan68
26537,CP12-2406
26538,CP04-1400
26539,CP11-1404
26540,L08-0095
26541,CP02-1410
26542,Ho11-0527
26543,HoCP13-0764
2032,HoCP12-0648
2033,CP69-0361
2034,CP95-1780
2035,CP13-1379
2036,CP17-1684
2037,84P2
2038,HoCP19-0935
2039,CP19-1205
2040,CP17-4470
2041,CP06-2420
2042,CP04-1113
2043,CP18-1053
2044,CP14-2472
2045,CP95-1518
2046,L98-0205
2047,CP19-2483
26752,CPCL02-2975
26753,CP87-0652
26754,CP15-2222
26755,L62-0028
26756,HoCP99-0803
26757,CP12-2216
26758,CP72-0364
26759,CP13-2476
26760,CP91-1541
26761,Ho08-9010
26762,L63-0044
26763,CP17-1511
26764,US65-096-0190
26765,CP03-1983
26766,CP12-1431
26767,L69-0098
20896,CP97-1412
20897,CP15-1332
20898,CP07-1118
20899,CP02-2496
20900,CP18-4289
20901,CP01-2303
20902,CP14-2279
20903,CP09-1378
20904,CP19-4644
20905,HoCP04-0853
20906,CP19-4264
20907,10P8-0517
20908,CP13-1070
20909,US99-1011
20910,CP01-1837
20911,CP15-1274
8320,CP14-4178
8321,CP19-1181
8322,CP94-1188
8323,CP17-1453
8324,CP10-1877
8325,CP11-2052
8326,CP01-2042
8327,CP02-1372
8328,CP11-2311
8329,Cuba
8330,CP04-1184
8331,L05-0472
8332,CP11-2359
8333,CP92-1756
8334,CP92-1899
8335,CP92-1522
28048,LAStripe
28049,MPTH97-0216
28050,CP95-1588
28051,CP94-1010
28052,CP14-2456
28053,CP04-1244
28054,CP18-1631
28055,L96-0060
28056,CP03-1502
28057,Ho05-9049
28058,CP15-4552
28059,CP12-2136
28060,CP15-2041
28061,Ho15-9317
28062,CP13-1227
28063,CP02-1644
24848,CP14-2046
24849,CP15-1582
24850,CP03-2089
24851,03P19
24852,CP97-2192
24853,CP02-1617
24854,CP14-1382
24855,L99-0237
24856,CP13-1953
24857,CP03-1352
24858,CP11-2410
24859,CP18-4632
24860,CP13-2116
24861,LCP86-0436
24862,CP93-1691
24863,CP14-1936
17248,CP10-2411
17249,CPCL14-4130
17250,CPCL06-3322
17251,IA1583
17252,CP06-2488
17253,CP95-1666
17254,Ho98-0005
17255,L03-0376
17256,CP06-2373
17257,CP18-1990
17258,CP96-1797
17259,CP95-1253
17260,CP98-1815
17261,HoCP18-0813
17262,CP08-1834
17263,CP18-4058
28448,CP99-2059
28449,MUNTOK JAVA
28450,CP17-1281
28451,CP04-1921
28452,IMP2886
28453,CP13-1813
28454,CP19-4034
28455,CP12-2465
28456,HoCP05-0946
28457,CP00-1477
28458,CP03-1132
28459,CP16-1841
28460,CP15-2519
28461,CP92-0665
28462,CP05-1571
28463,CP95-1864
17488,CP18-2351
17489,Ho10-0927
17490,CP12-1805
17491,CP19-4455
17492,CP14-1866
17493,Ho08-9502
17494,CP19-4220
17495,CP98-1511
17496,CP12-1907
17497,L75-0063
17498,CP93-1419
17499,US95-1109
17500,CP10-1112
17501,CP02-1398
17502,CP03-1784
17503,CP14-4485
20288,CP06-2868
20289,CP14-2477
20290,CP96-1026
20291,CP01-1735
20292,CP94-1458
20293,CP01-1929
20294,CP78-0321
20295,CP17-1762
20296,CP14-2194
20297,CP13-1395
20298,CP16-1366
20299,HoCP19-0959
20300,unknown Java S. officinarum
20301,CP19-1988
20302,CP13-1796
20303,CP98-2052
11680,CP03-2010
11681,CP16-1378
11682,CP09-1315
11683,CPCL02-2458
11684,CP18-2031
11685,CP06-3124
11686,CPCL05-1193
11687,CP11-2114
11688,CP11-2339
11689,L92-0333
11690,CP97-1781
11691,CP14-2337
11692,CP18-1351
11693,CP16-2099
11694,CP18-1556
11695,CPCL05-1207
14480,CP95-1959
14481,Ho14-9263
14482,CP14-2054
14483,CP02-1471
14484,CP19-1588
14485,CP07-2272
14486,CP09-1131
14487,CP12-1749
14488,CP17-2133
14489,L19-0019
14490,CP99-1963
14491,CP13-1330
14492,CP10-2008
14493,Ho05-9024
14494,CP07-1696
14495,CP19-1580
16128,CP06-2910
16129,CP16-1558
16130,CP03-2403
16131,CP18-1626
16132,HoCP00-0953
16133,L01-0292
16134,CP01-2416
16135,CP97-1533
16136,CP16-2093
16137,CP02-1921
16138,CP98-1591
16139,CP10-2303
16140,CP09-4092
16141,CP09-1203
16142,CPCL14-4040
16143,CP13-1961
1008,CP18-1123
1009,CP98-1368
1010,CP03-2183
1011,L86-0439
1012,L06-0001
1013,CP99-1384
1014,CP15-1290
1015,CP16-1418
1016,CP92-1445
1017,CP14-4170
1018,CP93-1146
1019,CP98-1931
1020,CP04-1271
1021,CP09-1450
1022,HoCP89-0843
1023,CP14-2492
22416,CP19-4421
22417,CP95-1760
22418,CP15-2067
22419,CP99-1440
22420,CP14-1815
22421,CP95-1152
22422,CP90-1360
22423,CP99-1018
22424,CP01-1640
22425,CP91-1461
22426,CP16-1635
22427,CPCL05-1244
22428,CP16-1049
22429,CP13-1033
22430,CP99-1640
22431,CP11-1285
28560,CP91-2212
28561,CP11-2004
28562,CP01-2645
28563,L96-0012
28564,CP95-1454
28565,CP09-1230
28566,L90-0223
28567,CP00-1765
28568,CP07-1107
28569,CP99-1578
28570,HoCP20-0559
28571,CP12-2065
28572,CP07-1291
28573,CP15-4784
28574,SP91-3011
28575,Ho06-9008
3120,Ho98-0010
3121,CP16-1785
3122,CP09-2170
3123,CP13-2051
3124,CP12-2109
3125,CPCL02-1852
3126,CP09-2044
3127,CP91-1302
3128,CP15-1903
3129,CP14-1097
3130,CP18-1992
3131,CPCL02-6502
3132,Ho10-9229
3133,CP10-1477
3134,CP17-4358
3135,CL02-8095
15952,CP19-4356
15953,CP00-1764
15954,CP97-1548
15955,CP16-2030
15956,HoL08-0721
15957,CP17-1588
15958,HoCP05-0929
15959,CP12-1569
15960,CP94-1703
15961,CP02-1497
15962,CP12-1921
15963,CP96-1064
15964,HoCP00-0937
15965,CP14-2149
15966,CP96-1383
15967,CP16-1705
14544,CP93-1524
14545,CP12-1974
14546,CP95-1484
14547,CP17-4399
14548,06P23
14549,POLY13-011
14550,CP91-1304
14551,CP09-2369
14552,#14ColdHardy
14553,CP03-1492
14554,CP93-1224
14555,HoCP11-0537
14556,CP14-2091
14557,CP94-1420
14558,CP11-1869
14559,CP03-2409
12016,CPCL02-1596
12017,CP11-1748
12018,CPCL06-3274
12019,CP14-4403
12020,CP09-1238
12021,CP92-1144
12022,CP17-2228
12023,HoCP10-0917
12024,CP00-1193
12025,CP15-2246
12026,Mix 07 F
12027,CP06-2339
12028,HoCP22-753
12029,CP06-2489
12030,CP03-1244
12031,CP97-2099
18112,CP02-1961
18113,CP02-1021
18114,HoCP04-0849
18115,CP15-1503
18116,CP96-1164
18117,L00-0248
18118,CP14-1362
18119,CP01-2500
18120,HoCP90-0977
18121,CP87-0642
18122,CP92-1348
18123,CP95-1612
18124,CP12-1022
18125,CP13-4129
18126,CP07-2063
18127,CP19-1316
11360,HoCP20-0517
11361,CP19-1064
11362,LCP85-0293
11363,CP14-1480
11364,HoL14-0884
11365,CP14-2268
11366,CP92-1091
11367,CP16-1387
11368,Ho14-9271
11369,CPCL02-0721
11370,CP12-1332
11371,CP97-1445
11372,CP90-1534
11373,IACPolycross
11374,CP90-0940
11375,CP18-2163
27808,CP00-2096
27809,CP14-1726
27810,CP19-2319
27811,CP19-2060
27812,CP06-2091
27813,CP01-1461
27814,L94-0413
27815,CP19-1551
27816,CP16-1142
27817,CP98-1532
27818,CP03-1028
27819,CP96-1682
27820,CP96-1054
27821,Ho09-0848
27822,L19-0007
27823,CP11-1502
18656,CP98-1184
18657,CP14-1851
18658,CP16-1836
18659,L19-0486
18660,CP95-1043
18661,CP95-1222
18662,CP02-1452
18663,CP09-1762
18664,HoCP20-0547
18665,HoCP98-0748
18666,CP93-1130
18667,LCP85-0326
18668,CP71-0374
18669,CP95-1053
18670,CPCL06-3505
18671,CP16-4094
7664,CP15-4065
7665,CP07-2501
7666,CPCL06-3498
7667,CP18-4398
7668,CP14-2421
7669,CP01-2468
7670,CP17-4288
7671,CP11-1953
7672,CP97-1760
7673,CP16-4700
7674,CP96-1071
7675,CP17-1203
7676,L00-0256
7677,CP01-1344
7678,CP12-1094
7679,Ho03-0103
28256,CP95-1639
28257,CP03-1282
28258,CP04-1731
28259,CP13-2314
28260,TCP00-4508
28261,CP18-1607
28262,CP19-4122
28263,CP02-1900
28264,CP17-1272
28265,CP74-0321
28266,CP09-1469
28267,CP13-1261
28268,CP14-2036
28269,CP11-2296
28270,CP07-2306
28271,CP10-2194
11248,CP18-1110
11249,CP17-1310
11250,L90-0190
11251,CP18-4536
11252,PCA84-2
11253,CP94-1835
11254,CP97-1294
11255,CPCL02-7424
11256,CP12-2361
11257,CP12-1222
11258,CP16-1410
11259,CP15-1096
11260,CP96-1430
11261,CP19-1313
11262,CP14-1294
11263,CP13-1864
30224,CPCL06-3398
30225,CP19-1979
30226,CP04-1959
30227,L96-0042
30228,CP95-1642
30229,CP04-1672
30230,CP14-2330
30231,CP12-2448
30232,L99-0216
30233,HoCP98-0764
30234,Ho72-0071
30235,CP92-1116
30236,CP14-2353
30237,L89-0125
30238,CP18-4197
30239,CP92-1549
20848,CP04-1863
20849,CP02-1036
20850,CP94-2044
20851,Ho10-9241
20852,CP97-1253
20853,CP05-1679
20854,CPCL02-1434
20855,CP94-1710
20856,CP15-4410
20857,CP19-4469
20858,20P05
20859,CP06-2386
20860,HoCP12-0667
20861,CP17-4137
20862,CP04-1239
20863,CP92-1579
15488,CP16-1184
15489,CP94-1230
15490,CP92-1842
15491,HoCP22-729
15492,CP00-1750
15493,CP14-1933
15494,CP03-2329
15495,CP09-2202
15496,US88-1014
15497,CP14-1790
15498,Ho12-9001
15499,CP01-2267
15500,CPCL13-4005
15501,CP16-4162
15502,CP96-1356
15503,CL89-2944
8240,CP19-1104
8241,CP03-1581
8242,CP16-4382
8243,L14-0296
8244,CP93-1732
8245,CP02-1032
8246,CP00-1985
8247,CP95-1579
8248,POLY10-10
8249,CP15-4757
8250,CP97-1421
8251,CP95-1946
8252,POLY09-19
8253,Ho12-9025
8254,CP01-1691
8255,CP15-1564
25488,US95-1092
25489,CP19-2035
25490,CP84-0755
25491,L90-0179
25492,CP98-1914
25493,CP56-0008
25494,CP19-2070
25495,CP02-2598
25496,CP07-2298
25497,CP13-2138
25498,CP14-1575
25499,CP98-1315
25500,CP19-2008
25501,CP00-2157
25502,CP96-1238
25503,CP16-1119
24768,CP18-1718
24769,CP09-2010
24770,CP13-2074
24771,US02-0147
24772,CPCL01-8021
24773,CP15-4422
24774,CP08-2398
24775,CP14-2356
24776,CP94-2087
24777,CP97-1843
24778,CP79-0347
24779,CP99-1558
24780,CP01-1097
24781,Ho16-0640
24782,CP96-1224
24783,CP17-1098
11936,CPCL06-3256
11937,CP10-2146
11938,CP16-1386
11939,CP95-1021
11940,CP01-2371
11941,CP95-1433
11942,CP14-2258
11943,Ho78-0025
11944,CP19-1363
11945,LCP82-0047
11946,AFRI15-0010
11947,CP99-1852
11948,CP97-2144
11949,CP09-1543
11950,CP15-1826
11951,CP01-1051
22352,CP98-1918
22353,TCP98-4451
22354,CP07-2237
22355,CP0726
22356,CP16-1990
22357,L92-0291
22358,CP11-1434
22359,CP10-2491
22360,CP02-1993
22361,CP18-4239
22362,CP90-1542
22363,CP19-1310
22364,CP14-1657
22365,L19-0010
22366,CP98-1701
22367,CP98-2047
15552,CP04-1069
15553,CP17-1652
15554,Ho17-0737
15555,Ho94-0052
15556,CP96-1996
15557,CP14-4164
15558,CP96-1292
15559,B39254
15560,POLY02-4
15561,CP02-1444
15562,CP06-2291
15563,CP99-1758
15564,CP11-1330
15565,HoCP04-0857
15566,L92-0313
15567,CP18-1567
21760,CP98-1516
21761,CP15-1353
21762,CP01-1969
21763,CP17-1414
21764,CP06-2122
21765,CP10-2337
21766,CPCL01-6832
21767,CP19-4223
21768,CP04-1073
21769,CP04-1179
21770,CP19-1460
21771,CP03-1541
21772,CP96-1983
21773,CP11-2119
21774,CP12-1839
21775,CP19-1320
22848,Ho77-0013
22849,CP19-1251
22850,CP90-1563
22851,CP02-1003
22852,CP07-2041
22853,CPCL08-2453
22854,CP13-4126
22855,CP06-2695
22856,CPCL06-3241
22857,L92-0356
22858,CP04-1435
22859,CP16-2138
22860,CP09-1635
22861,CP13-2102
22862,CP98-1810
22863,CP02-1164
17856,CP10-2176
17857,CP14-2248
17858,CP97-1028
17859,CP19-4005
17860,CP11-1772
17861,CP99-1017
17862,CPCL02-7385
17863,CP09-1512
17864,CP97-1989
17865,CP97-1176
17866,CP97-1974
17867,CP98-1935
17868,Ho09-9102
17869,CP13-1671
17870,CP15-1812
17871,CP13-1087
13712,CP90-1406
13713,CP12-1515
13714,CP12-1517
13715,CP07-2184
13716,CP98-1754
13717,CP10-2364
13718,CP97-2078
13719,CP06-2853
13720,CP97-1083
13721,CPCL02-1726
13722,CP93-1306
13723,CP12-1746
13724,CP98-1853
13725,CP95-1193
13726,CP94-1048
13727,CP13-1052
29216,CP03-1495
29217,CP17-1116
29218,CP03-1066
29219,CP06-2512
29220,CP06-2457
29221,CP18-2374
29222,CP02-1303
29223,CP10-2250
29224,CP03-1142
29225,CP18-2022
29226,CP09-1892
29227,CP97-1928
29228,CP14-1952
29229,CP03-1417
29230,3P05
29231,CP04-1389
27520,CP17-2313
27521,CPCL14-4048
27522,CP15-2393
27523,CP16-1520
27524,CP91-1503
27525,CP12-1505
27526,CP17-1967
27527,Ho09-9104
27528,CP94-1828
27529,11P05
27530,CP92-1812
27531,LCP86-0391
27532,CP94-2070
27533,CP91-1440
27534,CP19-1277
27535,CP04-1962
21664,CP13-1171
21665,CP98-1553
21666,CP03-1932
21667,CP96-1149
21668,CP09-1986
21669,CP96-1025
21670,CP09-2291
21671,CP16-2370
21672,Mix 07 K
21673,CP16-2211
21674,CP99-1966
21675,US95-1064
21676,CP90-0902
21677,CP10-1434
21678,CP14-2058
21679,CP11-2362
26016,CP16-1170
26017,CP10-1293
26018,CP12-1795
26019,Ho15-0947
26020,CP14-2266
26021,CP80-0306
26022,Ho94-0849
26023,CP18-1963
26024,CP99-1279
26025,CP12-1259
26026,CP09-1418
26027,CP10-1029
26028,CP16-1252
26029,CP18-2081
26030,CP13-1739
26031,CP09-2065
26192,L84-0265
26193,CP11-1563
26194,CP95-2032
26195,CP19-2459
26196,US95-1028
26197,CP18-4173
26198,CP97-1947
26199,CP19-2147
26200,Ho08-0708
26201,CP02-1622
26202,CP11-2335
26203,CP93-1394
26204,CP12-1504
26205,CP06-2510
26206,CP94-1520
26207,CP03-1474
29904,CP11-1931
29905,CP14-4290
29906,CP17-1229
29907,CP02-2143
29908,CP11-1301
29909,CP04-2110
29910,HoCP17-0728
29911,CP02-2559
29912,Ho11-0510
29913,L80-0043
29914,CP97-1902
29915,CP12-2076
29916,CP14-4579
29917,CP00-1364
29918,CP96-1309
29919,CP94-1716
28192,CP93-1548
28193,CP11-2239
28194,CP13-2209
28195,HoCP95-0906
28196,CP99-1079
28197,CPCL02-6108
28198,CP02-1177
28199,CP12-1510
28200,CP15-4173
28201,CP17-2309
28202,CP14-2415
28203,CP02-2576
28204,CP16-2301
28205,CP62-0334
28206,CPCL06-3397
28207,CP00-1528
12128,HoCP96-0563
12129,CP04-1588
12130,CP70-0383
12131,CP12-1822
12132,Ho01-0029
12133,CP14-1611
12134,CP99-1596
12135,CP11-1062
12136,CP15-1107
12137,CP03-1134
12138,CP17-1592
12139,CP09-1655
12140,CP92-1296
12141,CP14-2042
12142,CP92-1694
12143,CPCL05-1170
13088,CP92-1205
13089,CP19-1390
13090,CP03-2397
