,partition,vertex
26566,15,CP14-2061
26567,3,CP91-0515
26568,2,CP94-1968
26569,2,CP02-2391
26570,7,CP14-1296
26571,5,CP95-1368
26572,6,CP10-2324
26573,7,CP12-1587
26574,5,CP93-1703
26575,7,CP16-1077
26576,2,CP02-2315
26577,8,CP19-2138
26578,24,CPCL06-3295
26579,0,Ho15-9314
26580,15,CP94-1157
26581,14,CP92-1412
26582,18,CP17-2085
26583,7,CP13-1682
26584,15,CP06-2802
26585,2,CP03-1413
26586,26,CP98-1981
26587,1,CP97-1580
26588,15,CP06-3062
26589,8,CP18-2338
26590,12,CP09-1244
26591,25,CP13-1029
26592,2,CP01-1792
26593,18,CP15-1719
26594,0,Ho06-0551
26595,10,CP16-1610
26596,0,CP06-2970
26597,35,CP94-1830
26598,17,CP93-1248
26599,1,CP00-2129
26600,1,CP91-1611
26601,6,CP07-2186
26602,0,HoCP04-0806
26603,1,CP99-1990
26604,0,L08-0081
26605,13,CPCL06-3488
26606,9,CP12-1775
26607,6,CP10-1089
26608,2,CP02-1740
26609,8,CP15-4364
26610,22,CP00-2044
26611,7,CP09-1810
26612,10,CP13-1293
26613,10,CP19-1683
26614,8,CP19-4180
26615,27,CP97-1503
26616,12,CP11-1523
26617,17,CP92-1585
26618,2,CP00-1202
26619,4,CP04-1406
26620,21,CP06-2003
26621,8,CP18-2222
26622,7,CP11-1785
26623,5,CP02-1483
26624,8,CP18-1397
26625,18,CP18-4477
26626,2,CP00-1135
26627,1,CP92-1648
26628,8,CP19-2358
26629,0,CP01-1022
26630,5,CP94-1040
26631,7,CP14-2509
26632,19,CP14-2246
26633,24,CPCL02-1416
26634,3,CP76-0313
26635,17,CP00-1910
26636,7,CP19-1350
26637,2,CP01-1165
26638,7,CP14-1328
26639,11,CP03-1882
26640,29,CP18-1876
26641,0,HoCP18-0870
26642,7,CP16-1137
26643,9,CP02-1694
26644,1,CP92-1134
26645,7,CP18-1580
26646,17,CP92-1747
26647,30,HoCP05-0905
26648,19,CP10-1854
26649,0,Ho19-0967
26650,3,Ho82-0033
26651,5,CP96-1445
26652,7,CP17-1476
26653,6,CP10-1409
26654,34,CP94-1385
26655,18,CP16-1889
26656,6,CP10-2066
26657,7,CP14-1316
26658,30,CP02-2212
26659,7,CP18-1678
26660,0,CP01-2203
26661,0,Ho06-0542
26662,7,CP17-1431
26663,7,CP13-1994
26664,3,Ho87-0024
26665,20,CP12-1362
26666,3,L65-0032
26667,3,Ho99-0029
26668,6,CP11-1551
26669,17,CP94-1118
26670,7,CP15-2082
26671,8,CP04-1092
26672,2,CP01-1787
26673,4,CP06-3072
26674,19,CP07-1360
26675,7,CP14-4381
26676,1,CP06-2338
26677,18,CP15-2377
26678,6,CP09-1514
26679,6,CP09-2011
26680,17,CP92-1513
26681,1,CP97-1554
26682,0,CP13-1109
26683,27,CP02-1760
26684,14,CP19-1283
26685,2,CP03-1133
26686,8,CP17-1360
26687,3,Ho99-0008
26688,3,Ho90-0014
26689,12,04P19
26690,3,Ho73-0032
26691,31,Ho94-0113
26692,5,CP91-1554
26693,0,Ho99-0039
26694,1,US94-1032
26695,3,LCP85-0298
26696,1,Ho94-809
26697,3,US66-0056-0015
26698,12,CPCL02-8148
26699,0,L11-0191
26700,3,CP58-0048
26701,3,Ho74-0032
26702,0,Qi Deng
26703,3,Ho74-0071
26704,9,CP12-2302
26705,18,CP17-1766
26706,3,CP80-0310
26707,2,CP04-1652
26708,7,CP19-4203
26709,13,CPCL13-4072
26710,18,CP17-2247
26711,0,L04-0432
26712,1,CP00-1718
26713,7,CP18-1740
26714,0,Ho09-9149
26715,8,CP16-1553
26716,4,CP03-2422
26717,6,CP13-1145
26718,5,CP19-4482
26719,27,CP97-1610
26720,7,CPCL97-0393
26721,2,CP94-2203
26722,25,CL84-3152
26723,18,B35-0009
26724,7,CP08-2506
26725,19,CP00-1630
26726,26,unknown
26727,8,CP07-2317
26728,27,CP92-1780
26729,11,CP81-1254
26730,20,Mix 07 Q
26731,16,CP06-2335
26732,14,CP90-1424
26733,18,CP09-1874
26734,0,LCP86-0454
26735,18,CP05-1526
26736,27,CP99-1721
26737,2,CP03-2347
26738,7,CP16-4060
26739,8,CP18-1060
26740,21,CP03-1039
26741,1,CP92-1658
26742,2,CP03-1633
26743,3,HoCP95-0964
26744,19,CP09-1494
26745,32,CP96-1289
26746,8,CP07-1441
26747,1,CP98-1540
26748,10,CP16-1802
26749,8,CP15-2077
26750,0,Ho17-0719
26751,8,CP18-2070
26752,21,CP06-2836
26753,34,CP94-1414
26754,19,CP07-2517
26755,0,HoCP18-0835
26756,0,HoCP99-0819
26757,4,CP04-1961
26758,5,CP95-2002
26759,17,CP99-2062
26760,14,CP99-1309
26761,2,CP01-1650
26762,8,CP19-1559
26763,9,CP09-1866
26764,6,CP12-1189
26765,11,CP04-1630
26766,0,CP11-2077
26767,8,CP17-1570
26768,2,CP97-1402
26769,2,CP01-2113
26770,0,CP11-1210
26771,18,CP16-2346
26772,2,CP03-1943
26773,1,CP98-1271
26774,15,CP06-2794
26775,1,CP00-1587
26776,12,CP11-1133
26777,7,CP19-4360
26778,8,CP18-4778
26779,10,CP18-1079
26780,5,CP96-1366
26781,14,CP99-1435
26782,9,CP09-2142
26783,9,CP13-2482
26784,21,CP98-1134
26785,19,CP07-1322
26786,16,CP12-2146
26787,9,CP15-1488
26788,3,CP74-0362
26789,7,CP17-1081
26790,3,Ho98-0014
26791,26,CP99-1333
26792,10,CP16-1659
26793,20,CP10-1475
26794,0,CP12-1722
26795,27,CP96-1248
26796,18,CP15-2289
26797,27,CP97-1604
26798,9,CP14-2434
26799,8,CP14-1955
26800,0,Ho15-0921
26801,18,CP18-4216
26802,2,CPCL02-7500
26803,18,CP19-1441
26804,8,CP17-2340
26805,5,CP93-1719
26806,0,CP15-4190
26807,0,CP07-1743
26808,18,CP18-1814
26809,13,CPCL06-3265
26810,16,CP14-4374
26811,7,CP15-4744
26812,0,CP03-1822
26813,20,CP10-1901
26814,1,CP99-1178
26815,7,CP18-4309
26816,2,CP04-1512
26817,20,CP12-2010
26818,1,CP97-1473
26819,5,CP96-1489
26820,2,CP02-1994
26821,9,CP07-1519
26822,5,CP94-1615
26823,19,CP16-4746
26824,4,CP03-2144
26825,17,CP94-1852
26826,6,CP14-2177
26827,7,CP14-1104
26828,33,CP97-2126
26829,0,L17-0421
26830,18,CP17-2384
26831,2,CP01-2525
26832,17,CP92-1231
26833,23,CP15-4081
26834,0,HoCP20-0545
26835,0,L13-0237
26836,9,CP13-1910
26837,36,NA56-0079 [SGR-45740]
26838,2,CP11-1576
26839,2,CP09-2347
26840,8,CP19-1177
26841,0,L19-0023
26842,25,CP13-1019
26843,19,CP16-2397
26844,4,CP04-2178
26845,1,CP01-2600
26846,3,CP15-1854
26847,13,CPCL14-4005
26848,4,CP12-1932
26849,2,CP12-1197
26850,2,CP01-2254
26851,3,CP63-0369
26852,1,CP96-1032
26853,2,CP00-1694
26854,5,CP02-2441
26855,0,AFRI15-0019
26856,3,L84-0292
26857,21,CP03-1338
26858,17,CP99-1022
26859,12,CP09-1295
26860,8,CP16-4128
26861,16,CP09-2231
26862,28,CP14-1464
26863,7,CP15-1259
26864,3,L83-0177
26865,19,CP12-1260
26866,9,CP16-2259
26867,6,CP13-2341
26868,18,CP17-2094
26869,1,CP02-1113
26870,9,CP09-1870
26871,17,CP92-1570
26872,4,CP11-1603
26873,20,CP11-1593
26874,15,CP06-2934
26875,17,CP01-1569
26876,16,CPCL01-6187
26877,10,CP16-2322
26878,7,CP94-1089
26879,18,CP15-2403
26880,5,CP95-1815
26881,4,CPCL05-1015
26882,3,Ho96-0007
26883,23,CP12-2321
26884,5,CP94-1057
26885,17,CP00-1965
26886,2,CP02-1487
26887,6,CP07-2249
26888,15,CP03-2206
26889,1,CP92-1660
26890,7,CP13-1647
26891,2,CP01-1679
26892,5,CP92-1875
26893,6,CP10-1398
26894,2,CP15-4116
26895,28,CP14-1459
26896,0,HoCP03-0747
26897,5,CP03-1431
26898,0,CP03-1391
26899,23,CP13-2024
26900,7,CP11-1042
26901,1,CP98-3014
26902,2,CP14-1023
26903,3,LCP86-0424
26904,19,CP09-1209
26905,2,CP94-1131
26906,22,CP98-1377
26907,10,CP92-1341
26908,12,CP07-1722
26909,1,CP00-1736
26910,17,CP99-1278
26911,4,CP06-2206
26912,2,CP09-2371
26913,3,LCP86-0448
26914,0,L02-0336
26915,7,CP15-2439
26916,0,HoCP18-0853
26917,5,CP94-1632
26918,0,Ho18-9238
26919,25,CP13-1416
26920,0,L12-0210
26921,7,CP14-4562
26922,12,CP09-1623
26923,0,Ho16-9028
26924,20,CP10-1895
26925,0,Ho15-9362
26926,1,CP99-2102
26927,4,CP07-2487
26928,16,CP08-1223
26929,0,L09-0121
26930,21,US96-0006
26931,0,Ho11-0506
26932,3,CP71-1194
26933,0,L12-0218
26934,3,CP79-0311
26935,0,Ho04-9076
26936,5,US95-1031
26937,1,CP99-1534
26938,26,B39254
26939,0,Ho08-9025
26940,0,HoCP02-0652
26941,0,Ho08-9036
26942,0,Ho05-9001
26943,0,HoCP93-0744
26944,0,HoCP20-0538
26945,27,CP97-1419
26946,6,CP09-1939
26947,17,CP95-1848
26948,19,CP12-1166
26949,6,CP14-1130
26950,9,CP13-1689
26951,3,L91-0262
26952,15,CP06-2632
26953,0,HoCP03-0750
26954,1,CP94-2036
26955,2,CP99-1705
26956,2,CP00-1773
26957,2,CP04-1414
26958,1,CP04-2140
26959,14,CP92-1369
26960,29,CP18-1767
26961,7,CP17-1236
26962,0,CP07-1630
26963,0,L06-0026
26964,7,CP19-1353
26965,16,CP14-1977
26966,0,L96-0017
26967,13,CP12-1653
26968,13,CPCL06-3165
26969,1,L96-0029
26970,12,CP11-1980
26971,16,CP10-2120
26972,3,L84-0289
26973,39,Ho14-9279
26974,3,CP87-0622
26975,20,CP11-1599
26976,8,CP14-1959
26977,19,CP19-1292
26978,54,CP94-1742
26979,17,CP99-1982
26980,19,CP09-1207
26981,17,CP93-1592
26982,5,CP00-1309
26983,34,CP94-1344
26984,0,HoCP99-0820
26985,1,CP00-2139
26986,10,CP08-1125
26987,17,CP92-1484
26988,13,CP14-4187
26989,20,CP12-1613
26990,16,CP14-1564
26991,2,CP07-1635
26992,7,CP15-4476
26993,6,CP09-1412
26994,11,CP95-1519
26995,17,CP91-1024
26996,18,CP15-2044
26997,9,CP02-1775
26998,1,CP98-1445
26999,21,CP02-1505
27000,19,CP19-2209
27001,9,CP13-1620
27002,8,CP19-2412
27003,1,CP01-2579
27004,0,CP06-2975
27005,0,HoCP19-0905
27006,4,CP07-1471
27007,3,CP89-0818
27008,1,CP98-1962
27009,1,CP98-1351
27010,22,CP99-1323
27011,20,CP11-2060
27012,1,CP97-1037
27013,18,CP15-4809
27014,12,CP09-1858
27015,5,CP04-1616
27016,7,CP11-1776
27017,2,CP01-2217
27018,4,CP09-1012
27019,34,CP94-1371
27020,2,CP11-2498
27021,38,CP92-1294
27022,17,CP92-1486
27023,8,CP16-1020
27024,18,CP17-1694
27025,8,CP15-2019
27026,2,CP04-1641
27027,27,CP05-1441
27028,0,HoCP18-0874
27029,5,CP95-1819
27030,6,CP10-2206
27031,18,CP15-2309
27032,2,CP12-1815
27033,6,CP10-2338
27034,18,CP17-2302
27035,18,CP17-4272
27036,11,CP11-1620
27037,22,CP03-1787
27038,18,CP16-1939
27039,27,CP96-1557
27040,3,Ho82-0038
27041,2,CP01-1788
27042,7,CP15-2033
27043,2,CP11-1585
27044,14,CP01-1745
27045,8,CP17-1318
27046,18,CP19-2278
27047,2,CP06-2033
27048,0,Ho12-9028
27049,28,CP14-2321
27050,18,CP19-1864
27051,0,CP17-2325
27052,28,Ho20-9051
27053,4,CPCL02-6619
27054,2,CP04-1340
27055,15,CP92-1163
27056,0,HoCP11-0569
27057,0,CP11-2418
27058,11,CP03-1144
27059,8,CP14-1878
27060,10,CP90-1568
27061,0,CP16-2314
27062,7,CP16-1433
27063,29,07EriPoly
27064,20,CP10-1791
27065,1,CP03-1865
27066,10,CP16-4402
27067,18,CP18-2118
27068,7,CP17-1139
27069,14,CP90-1693
27070,5,CP93-1700
27071,7,CP16-4353
27072,9,CP09-1354
27073,0,Ho06-0538
27074,33,CP93-1689
27075,0,HoCP05-0931
27076,3,L88-0046
27077,28,Ho20-9030
27078,18,CP14-1527
27079,0,CP00-1576
27080,0,Ho03-0040
27081,6,CP10-1075
27082,35,CP93-1004
27083,2,CP10-1616
27084,0,HoCP99-0863
27085,3,L97-0134
27086,18,CP19-1859
27087,19,CP13-1073
27088,8,CP18-1208
27089,14,CP02-1263
27090,4,CPCL06-3356
27091,2,CP01-1661
27092,0,HoCP19-0943
27093,14,CP16-2364
27094,8,CP19-2046
27095,14,CP01-2124
27096,2,CP02-1557
27097,6,CP09-2006
27098,18,CP17-2372
27099,0,CP18-1796
27100,20,CP10-1523
27101,7,CP14-1346
27102,7,CP16-1061
27103,0,CP18-1244
27104,2,CPCL02-7085
27105,9,CP15-1053
27106,26,LAPurple
27107,9,CP07-1172
27108,16,CP14-2372
27109,15,CP06-2624
27110,7,CP15-1248
27111,18,CP19-2190
27112,1,CP00-1934
27113,4,CP04-1966
27114,8,CP14-1139
27115,4,CP04-1586
27116,1,CP92-1659
27117,9,CP09-1337
27118,2,CP02-1237
27119,2,CP06-2128
27120,14,CP99-1883
27121,0,CP19-1356
27122,3,H70-6957
27123,18,CP18-4871
27124,17,CP93-1230
27125,22,CP99-1069
27126,19,CP11-1044
27127,0,Ho17-0722
27128,19,CP07-1357
27129,14,CP03-1400
27130,17,CP95-1813
27131,2,CP04-1523
27132,8,CP15-1999
27133,3,CP91-0513
27134,5,CP95-1998
27135,0,L98-0181
27136,9,CPCL06-3337
27137,7,CP15-2035
27138,8,CP18-4271
27139,2,CP03-1464
27140,12,CP12-1389
27141,27,CP00-1257
27142,15,CP92-1033
27143,1,CP99-1442
27144,17,CP99-1030
27145,9,CP09-2455
27146,17,CP91-1037
27147,2,CP03-2160
27148,5,CP95-1972
27149,20,CP10-2270
27150,7,CP19-4821
27151,2,CP11-1442
27152,7,CP17-4123
27153,12,CP09-2152
27154,9,CP13-2307
27155,2,CP14-1905
27156,7,CP17-1389
27157,7,CP13-2380
27158,20,CP10-2136
27159,0,HoH14-0883
27160,12,CP10-2318
27161,18,CP17-1876
27162,15,CP93-1349
27163,6,CP09-2334
27164,6,CP10-1638
27165,3,CP86-0946
27166,17,CP98-1530
27167,2,CP00-1788
27168,12,CP14-1020
27169,11,CP04-1533
27170,7,CP19-4401
27171,0,CP10-2486
27172,27,CP98-1823
27173,3,L90-0183
27174,12,CP06-2330
27175,3,CP81-0306
27176,28,CP14-1497
27177,22,CP00-2076
27178,11,CP15-1757
27179,27,CP97-2501
27180,22,CP07-2219
27181,0,HoCP19-0917
27182,5,HoCP96-0542
27183,4,21P05
27184,0,HoCP14-0887
27185,21,CP87-0625
27186,32,TCP89-3519
27187,17,CP78-1247
27188,0,HoCP14-0868
27189,0,Ho98-0024
27190,3,US66-60-1
27191,26,Co683
27192,3,CP82-0528
27193,0,Ho14-9240
27194,3,US68-8-2
27195,3,CP72-0364
27196,3,US65-096-0190
27197,3,Ho88-0002
27198,17,CP92-1751
27199,0,HoCP08-0701
27200,8,CP17-1144
27201,6,CP11-1898
27202,26,Ho04-9135
27203,21,CP02-1015
27204,3,CP88-0733
27205,18,CP10-2010
27206,18,CP16-1957
27207,4,CPCL05-1786
27208,3,L82-0112
27209,2,CP06-2418
27210,2,CPCL02-2975
27211,6,CP15-2222
27212,3,L62-0028
27213,0,HoCP99-0803
27214,6,CP12-2216
27215,2,CP16-2105
27216,3,CP90-0907
27217,8,CP19-4568
27218,13,CP13-1424
27219,12,CP13-1153
27220,0,Ho15-9331
27221,3,CPCL05-1350
27222,0,L14-0273
27223,8,CP16-2466
27224,2,CP00-1789
27225,18,CP18-1301
27226,3,LCP86-0433
27227,27,CP96-1084
27228,25,CP10-2457
27229,15,CP92-1041
27230,2,CP02-2107
27231,7,CP17-1339
27232,3,CP61-0043
27233,3,Ho89-0017
27234,0,HoCP03-0714
27235,0,L99-0238
27236,0,09P20
27237,0,Ho09-9135
27238,31,Ho01-0033
27239,36,Co221
27240,41,US99-1041
27241,3,CL49-0032
27242,0,Ho00-0064
27243,19,TCP02-4620
27244,0,Ho10-9224
27245,22,04P16
27246,3,LCP88-0078
27247,3,Ho78-0001
27248,17,CP02-1428
27249,2,CP97-1424
27250,0,CP99-1773
27251,2,CP03-1088
27252,7,CP18-1030
27253,10,CP16-2403
27254,10,CP16-1813
27255,9,CP10-1754
27256,3,CP76-0328
27257,8,CP19-4171
27258,27,CP97-1872
27259,11,CP01-1056
27260,11,CP11-1625
27261,2,CP04-1154
27262,19,CP15-2529
27263,11,CP04-1364
27264,19,CP16-1929
27265,0,Ho16-9027
27266,1,CP98-1225
27267,5,CP94-1084
27268,7,CP17-4060
27269,8,CP19-4187
27270,7,CP15-4633
27271,4,CP06-2357
27272,4,CP04-1889
27273,5,CP94-2108
27274,10,CP15-2177
27275,19,CP07-1475
27276,27,CP96-1614
27277,4,CP04-1855
27278,14,CP97-1802
27279,3,CP77-0313
27280,15,CP92-1146
27281,7,CP18-1529
27282,5,CP01-1036
27283,3,Ho88-0010
27284,14,CP03-1863
27285,7,CP09-1820
27286,6,CP12-1229
27287,7,CP15-1282
27288,18,CP15-1520
27289,7,CP11-1775
27290,5,CP93-1054
27291,7,CP17-1296
27292,1,CP97-1270
27293,15,CP94-1247
27294,14,CP02-1078
27295,2,CP03-1444
27296,17,CP00-1618
27297,7,CP12-2097
27298,4,CP04-1193
27299,34,CP94-1355
27300,28,CP14-2342
27301,6,CP09-1471
27302,20,CP10-1450
27303,1,CP02-1194
27304,1,CP03-1569
27305,9,CP13-1741
27306,7,CP17-1527
27307,11,CP03-2349
27308,22,CP99-1362
27309,23,CP15-4092
27310,6,CP14-1162
27311,3,L94-0418
27312,18,CP17-2147
27313,1,CP98-1135
27314,18,CP16-2068
27315,2,CP96-1428
27316,0,L97-0145
27317,16,CP13-2219
27318,9,CP14-2433
27319,3,L88-0080
27320,7,CP14-2510
27321,8,CP19-2262
27322,14,CP93-1337
27323,12,CP06-2261
27324,18,CP18-1919
27325,13,CP13-1532
27326,20,CP12-1494
27327,0,L06-0017
27328,2,CP01-2493
27329,17,CP97-1093
27330,22,CP96-1302
27331,20,CP10-1739
27332,0,L15-0328
27333,25,CP12-1430
27334,5,CP95-1294
27335,14,CP98-1792
27336,18,CP15-4763
27337,21,CP04-1713
27338,4,CP04-1450
27339,28,CP15-1218
27340,0,Ho17-0762
27341,20,CP19-1828
27342,19,CP12-1286
27343,6,CP07-1574
27344,7,CP15-1175
27345,2,CP14-2271
27346,5,CP96-1216
27347,3,L91-0276
27348,28,CP14-1453
27349,19,CP16-2451
27350,27,CP95-2005
27351,5,HoCP97-0634
27352,6,CP09-2314
27353,18,CP19-1914
27354,15,CP94-1341
27355,15,CP93-1353
27356,10,CP19-1707
27357,20,CP10-2256
27358,18,CP16-1906
27359,30,CP00-1925
27360,7,CP17-1136
27361,6,CPCL06-3260
27362,9,CP13-2419
27363,6,CP10-1219
27364,10,CP16-4305
27365,6,CP12-2225
27366,7,CP14-1056
27367,7,CP14-4396
27368,3,CP62-0247
27369,4,CP03-2419
27370,3,CP84-0714
27371,0,US06-9002
27372,17,CP95-1917
27373,7,CP14-4405
27374,8,CP05-1605
27375,2,CP02-1236
27376,7,CP17-1290
27377,3,Ho73-0093
27378,2,CP04-1413
27379,18,CP15-1004
27380,7,CP15-1599
27381,13,CP12-1394
27382,13,CPCL02-2630
27383,12,CP09-2056
27384,3,CP96-1119
27385,8,CP02-1439
27386,0,L06-0020
27387,7,CP14-1253
27388,0,Ho12-9017
27389,7,CP09-1785
27390,7,CP17-1176
27391,2,CP01-2244
27392,3,Ho94-0010
27393,18,CP17-1986
27394,20,CP10-1306
27395,13,CPCL06-3268
27396,0,Ho15-0952
27397,6,CP10-2392
27398,0,Ho94-0014
27399,16,CP11-2162
27400,7,CP15-1295
27401,3,L84-0223
27402,3,L89-0126
27403,16,CP16-4015
27404,12,CPCL02-7432
27405,5,CP95-1048
27406,2,CP02-2226
27407,2,CP04-1644
27408,34,CP00-2002
27409,16,CP19-4098
27410,18,CP15-1846
27411,14,CP94-1525
27412,7,CP14-2140
27413,20,CP12-1493
27414,18,CP17-4830
27415,1,CP90-1440
27416,7,CP15-1346
27417,2,CP04-1647
27418,5,CP03-1518
27419,19,CP17-1032
27420,2,CP00-1706
27421,2,CP01-1171
27422,5,CP95-1263
27423,5,CP17-1841
27424,16,CP16-1006
27425,0,HoH15-0926
27426,5,CP92-1216
27427,8,CP18-4587
27428,7,CP15-2062
27429,15,CP92-1096
27430,4,CP04-1712
27431,0,Ho17-9133
27432,17,CP91-1272
27433,17,CP97-1188
27434,15,CP93-1190
27435,12,CPCL02-6278
27436,7,CP16-1509
27437,1,CP00-1415
27438,1,CP97-1824
27439,17,CP02-2236
27440,18,CP17-4209
27441,2,CPCL05-1071
27442,1,CP99-1186
27443,18,CP16-2356
27444,17,CP99-1003
27445,18,CP17-1712
27446,15,CP13-1938
27447,5,CP01-2686
27448,10,CP09-2189
27449,0,Ho72-0189
27450,3,L75-0030
27451,17,CP92-1481
27452,2,CP01-1818
27453,16,CP09-2225
27454,7,CP16-1485
27455,4,CP06-2733
27456,4,CP04-2153
27457,7,CP16-1277
27458,2,CP02-1519
27459,16,CP15-1526
27460,2,CP01-2528
27461,1,CP97-1859
27462,5,CP94-1672
27463,3,L89-0096
27464,10,CP13-4093
27465,1,CP11-2370
27466,2,CP01-2255
27467,7,CP15-4287
27468,18,CP17-1885
27469,7,CP15-4185
27470,6,CPCL02-0937
27471,1,CP98-1862
27472,6,CP14-1158
27473,18,CP19-4277
27474,18,CP15-4568
27475,10,CP19-1872
27476,8,CP04-2106
27477,34,CP94-1120
27478,7,CP19-1393
27479,29,CP18-1575
27480,9,CP07-2093
27481,6,CP09-1536
27482,25,CP12-1966
27483,7,CP15-1273
27484,27,CP97-1506
27485,10,CP13-1295
27486,12,CP11-1115
27487,6,CP10-1362
27488,0,CP02-1540
27489,18,CP09-1848
27490,24,CL93-5185
27491,15,CP85-1025
27492,2,TCP00-4519
27493,18,CP08-2349
27494,0,LCP83-0137
27495,0,HoCP99-0866
27496,3,CP82-0559
27497,0,L94-0424
27498,45,US99-1011
27499,8,CP11-1895
27500,2,male mix 09F
27501,2,CC84-0075
27502,17,95P19
27503,2,CP08-1773
27504,27,CP96-1576
27505,1,CP00-1688
27506,6,CP09-1473
27507,20,CP17-4688
27508,2,CP04-2151
27509,21,CP06-2840
27510,20,CP10-2003
27511,13,CPCL02-2959
27512,27,CP98-1645
27513,0,Ho11-0501
27514,9,CP12-1739
27515,2,CP01-2454
27516,6,CPCL05-1277
27517,19,CP12-2103
27518,7,CP17-4154
27519,2,CP14-1120
27520,7,CP14-2318
27521,1,CP01-2374
27522,7,CP16-4844
27523,19,CP12-1283
27524,2,CP02-1252
27525,2,CP16-4345
27526,2,CP04-1139
27527,0,L12-0207
27528,1,CP99-1160
27529,6,CP11-2414
27530,9,CP13-2309
27531,19,CP11-2300
27532,16,CP14-2053
27533,18,CP19-1760
27534,2,CPCL13-4028
27535,19,CP12-1922
27536,16,CP19-4149
27537,1,CP99-1439
27538,0,CP18-2272
27539,8,CP16-1108
27540,27,CP02-1066
27541,5,CP95-1108
27542,7,CP18-4538
27543,2,CP01-1259
27544,7,CP19-4202
27545,1,CP03-1625
27546,0,L04-0433
27547,8,CP15-2541
27548,0,Ho18-9234
27549,27,CP99-1673
27550,8,CP14-1947
27551,5,CP96-1158
27552,17,CP92-1708
27553,3,CP57-0001
27554,5,CP94-1183
27555,7,CP14-1319
27556,21,CP01-1239
27557,17,CP02-1433
27558,12,CP06-2298
27559,20,CP10-1319
27560,4,CPCL05-1134
27561,18,CP18-4513
27562,2,CP03-1525
27563,5,CP95-1200
27564,5,CP94-1610
27565,7,CP15-4730
27566,9,CPCL06-3379
27567,2,CP01-2187
27568,13,CPCL14-4045
27569,2,CP94-1481
27570,3,CP86-0942
27571,27,CP99-1726
27572,9,CP13-1735
27573,4,CP04-1911
27574,14,CP01-1754
27575,3,CP87-0663
27576,3,L94-0407
27577,5,CP95-1557
27578,8,CP19-1560
27579,2,CP02-3002
27580,17,CP99-1745
27581,0,HoCP93-0728
27582,5,CP96-1095
27583,3,LCP84-0200
27584,12,CP14-1202
27585,7,CP19-1121
27586,18,CP19-1593
27587,7,CP17-4398
27588,11,CP15-1761
27589,4,CP06-2596
27590,9,CP18-1859
27591,1,CP99-2070
27592,0,L19-0006
27593,0,L16-0386
27594,1,CP99-1538
27595,2,CP06-2416
27596,19,CP17-1037
27597,10,CP17-2473
27598,7,CP19-1481
27599,1,CP99-1537
27600,5,US90-1084
27601,3,CP89-0800
27602,0,L13-0248
27603,0,L03-0386
27604,3,Ho77-0015
27605,26,P4775
27606,3,CC82-0015
27607,37,F141
27608,0,Ho10-9219
27609,3,CP61-0044
27610,3,CP79-0349
27611,0,Ho12-9042
27612,0,HoCP15-0986
27613,3,CP50-0037
27614,3,CP81-0311
27615,1,CP95-1865
27616,29,CP19-2330
27617,22,CP99-1132
27618,20,CP10-1534
27619,33,CP97-2175
27620,6,CP11-1850
27621,8,CP15-1927
27622,24,CPCL06-3398
27623,7,CP19-1979
27624,21,CP04-1959
27625,0,L96-0042
27626,5,CP95-1642
27627,4,CP04-1672
27628,8,CP14-2330
27629,34,CP94-1362
27630,9,CPCL14-4032
27631,18,CP18-2277
27632,10,CP17-1786
27633,3,CP90-0945
27634,17,CP00-1456
27635,4,CP04-1729
27636,0,HoCP22-715
27637,5,CP93-1603
27638,20,CP10-1444
27639,18,CP16-1992
27640,27,CP99-1722
27641,0,Ho00-0007
27642,20,CP11-1659
27643,0,CP95-2043
27644,2,CP03-1499
27645,2,CP10-2344
27646,17,CP99-1572
27647,0,HoCP97-0626
27648,16,CP14-4276
27649,3,CP79-0304
27650,4,CP06-2647
27651,20,CP10-1565
27652,6,CP09-1566
27653,16,CP14-2344
27654,0,L00-0246
27655,18,CP14-2218
27656,3,LCP86-0459
27657,9,CP09-1318
27658,41,CP05-1711
27659,1,CP03-1626
27660,6,CP12-2468
27661,18,CP16-4431
27662,0,HoCP11-0900
27663,5,CP94-1932
27664,9,CP07-2104
27665,15,CP93-1351
27666,15,CP02-1369
27667,0,CP13-4127
27668,7,CP17-1500
27669,5,CP95-1078
27670,18,CP19-2277
27671,5,CP00-1275
27672,3,HoCP97-0633
27673,0,CP17-4464
27674,16,CP13-2021
27675,5,CP93-1185
27676,11,CP90-1486
27677,7,CP16-4069
27678,8,CP19-2263
27679,2,CP99-1699
27680,9,CP09-1325
27681,19,CP07-2538
27682,19,CP16-2392
27683,10,CP16-1798
27684,4,CP04-1397
27685,6,CP10-1961
27686,8,CP18-1027
27687,4,CP19-2438
27688,0,HoCP04-0835
27689,1,CP11-1290
27690,12,CP08-1169
27691,13,CP13-1448
27692,5,CP18-1255
27693,7,CP14-1661
27694,12,CP12-1534
27695,10,CP16-2113
27696,5,CP95-1737
27697,8,CP17-2004
27698,18,CP16-2163
27699,15,CP93-1192
27700,14,CP02-1451
27701,13,CPCL02-1821
27702,15,CP92-1851
27703,25,CP14-1640
27704,12,CP09-1716
27705,8,CP16-1018
27706,7,CP17-1938
27707,16,CP14-2190
27708,1,CP00-1811
27709,17,CP02-1424
27710,0,CP11-2086
27711,25,CP11-2195
27712,1,CP00-2140
27713,20,CP10-1495
27714,6,CPCL05-1040
27715,0,HoCP95-0935
27716,7,CP13-1670
27717,6,CP09-1594
27718,3,L84-0237
