pagerank,vertex
2.006664e-05,CP92-1701
2.1843389e-05,CP15-1732
2.1765094e-05,CP87-0647
2.032333e-05,CP15-2009
1.9956527e-05,CP10-2147
1.9632253e-05,CP13-1113
2.0148069e-05,CP96-1608
1.9708523e-05,CP14-4246
1.9908994e-05,CP92-1510
1.9694986e-05,CP17-4557
2.0397356e-05,CP19-2041
1.9665444e-05,CP19-4578
1.9812594e-05,CP06-2265
1.9638474e-05,CP04-1069
2.0491316e-05,CP17-1652
2.1446132e-05,Ho17-0737
2.1409405e-05,Ho94-0052
2.1424696e-05,CP96-1996
1.9796245e-05,CP14-4164
1.9826974e-05,CP14-4613
2.0275216e-05,CP09-1161
1.9676021e-05,CP16-2362
1.9700461e-05,CP09-1718
1.9932913e-05,CP09-2058
1.9696841e-05,CP06-2158
1.9834086e-05,CP01-2193
2.006803e-05,CP10-1034
2.0753534e-05,CP72-0342
2.0167812e-05,CP12-1956
1.983001e-05,CP18-4235
1.9769252e-05,CP02-2417
2.2702841e-05,L04-0407
1.9768551e-05,CP97-1086
2.0723162e-05,CP10-2411
1.9650619e-05,CPCL14-4130
1.9822734e-05,CP12-2346
1.9814357e-05,CP95-1962
2.056781e-05,CP07-1195
1.9680003e-05,CP16-4531
1.9655825e-05,CP17-1879
2.6535246e-05,CP94-1999
2.034331e-05,CP96-1374
1.9648638e-05,CP14-4358
2.1722131e-05,CP11-1407
2.0007938e-05,CP12-2176
3.6301735e-05,CP97-2088
1.9735231e-05,CP17-1698
2.041153e-05,CP06-3120
2.2430255e-05,L84-0284
1.9746436e-05,CP14-1450
2.1601567e-05,CP09-1756
1.9719078e-05,CP94-1658
1.9638474e-05,CP04-1081
1.9663856e-05,CP07-2035
1.9890114e-05,CP94-1309
1.9804336e-05,CP94-1714
1.9647088e-05,CP14-1697
1.9797679e-05,CP16-1429
2.0436246e-05,CP13-2191
1.9988882e-05,CP01-2385
2.0217654e-05,CP13-1202
2.0698693e-05,CP12-1691
1.9847286e-05,CP03-1035
1.9958434e-05,CP97-2195
2.022869e-05,CP96-1212
1.965045e-05,CP95-1032
1.9997093e-05,CP19-4904
1.9683495e-05,CP19-1459
2.0099691e-05,CP18-4075
1.9958434e-05,CP97-2130
1.9874133e-05,L03-0365
2.016578e-05,CP16-1775
2.0361149e-05,CP96-1237
3.2051623e-05,CP89-0892
1.9681094e-05,CP15-2524
1.9922933e-05,CP16-1525
3.6487883e-05,CP59-0044
1.9735908e-05,CP04-1329
1.9903684e-05,CP99-1080
1.9707637e-05,CP95-1164
2.0010428e-05,CP94-1940
2.2186172e-05,CP15-4871
2.0335881e-05,CP19-1803
2.0016761e-05,CP99-2027
1.9744128e-05,CP92-1070
2.1447013e-05,CP15-1785
8.5686625e-05,H34-1874
1.9640338e-05,CP11-1818
1.9633382e-05,CP15-4854
2.0172343e-05,CP12-2220
2.0006803e-05,CP13-1283
1.9628254e-05,CP09-1194
2.0076026e-05,CP14-2142
1.965701e-05,CP01-1342
2.3950703e-05,CP43-0074
3.7015543e-05,Ho17-9149
1.9958567e-05,CP16-2169
2.0460962e-05,CP10-2368
1.9953924e-05,CP96-1150
2.2942242e-05,HoCP00-0951
1.9679639e-05,CP01-2408
2.1157895e-05,CP04-1716
2.084278e-05,CP03-1678
1.9735908e-05,CP03-2294
1.9821648e-05,CP19-2000
2.0170492e-05,Ho03-0044
2.135337e-05,CP06-2179
2.293982e-05,CP17-1532
5.2278934e-05,Ho91-0001
2.3184502e-05,CP99-1539
2.2049324e-05,CP10-2449
1.9835472e-05,CP97-2055
1.9960624e-05,CP10-1979
1.9691073e-05,CP16-2303
3.569421e-05,Ho05-9001
1.9637568e-05,CP16-1403
1.9953924e-05,CP96-1138
1.962156e-05,CP09-2198
1.9864963e-05,CP00-1153
2.130573e-05,CP10-2037
1.9903684e-05,CP99-1043
1.9739055e-05,HoCP02-0632
2.2668308e-05,CP68-0368
2.0268182e-05,CP92-1194
1.9997093e-05,CPCL02-6168
2.0178091e-05,CP11-2527
1.9988502e-05,CP95-1356
2.0246753e-05,CP99-1168
1.9681895e-05,CP16-4086
3.6520178e-05,CP85-1211
2.319295e-05,LCP83-0136
2.1447013e-05,CP15-1783
2.0567993e-05,Ho01-0003
2.0096646e-05,CP09-1924
2.2408842e-05,CP92-1279
2.0069067e-05,CP15-2193
2.2467493e-05,CP90-0959
3.2425763e-05,HoCP01-0533
2.0112266e-05,CP13-1695
1.9633278e-05,CP16-2479
2.0167941e-05,CP92-1489
1.9861196e-05,CP98-1352
2.1253005e-05,CP93-1756
2.0163629e-05,CP10-1074
1.9689749e-05,CP95-1764
1.9996967e-05,CP11-2098
1.987722e-05,CP02-1570
1.9668643e-05,CP93-1166
5.290729e-05,L97-0108
1.9840802e-05,CP19-4142
1.9862064e-05,CP12-1265
1.9703035e-05,CP17-1227
2.2826129e-05,L93-0402
2.379767e-05,CP14-4505
1.9789339e-05,CP14-2319
2.0360952e-05,CP06-2768
1.980151e-05,CP04-1252
1.965205e-05,CP01-1885
1.986097e-05,CP93-1016
1.9833764e-05,CP17-4082
1.966066e-05,CP14-1218
2.0208008e-05,CP01-1976
2.2769394e-05,CP07-2664
1.9840008e-05,CP03-1045
1.974777e-05,CP94-1558
1.9972842e-05,CP10-1039
2.0051932e-05,CP93-1253
1.9861322e-05,CP95-1436
1.9810686e-05,CP09-1572
1.9663372e-05,CP01-2680
1.9806164e-05,CP01-2342
1.9835517e-05,CP97-1252
2.0051932e-05,CP93-1263
2.0307898e-05,CP00-1844
1.9622148e-05,CP19-1856
2.0075584e-05,Ho94-0810
1.9817386e-05,CP98-1548
2.044252e-05,CP10-2334
1.9862235e-05,CP15-1663
1.9899178e-05,CP12-1384
1.9997093e-05,CP19-4908
3.5588677e-05,Ho15-0937
1.9772955e-05,CP98-1468
1.9758487e-05,CP19-1648
1.9736566e-05,CP97-1290
1.996006e-05,CP19-1215
1.9877485e-05,CP13-1897
2.0171845e-05,CP07-2100
1.9908994e-05,CP92-1470
2.0198619e-05,CP15-2214
1.9687142e-05,CP18-1520
2.01986e-05,CP17-4104
2.0601748e-05,CP99-1962
2.016165e-05,CP82-0537
1.998454e-05,CP04-1427
2.2235197e-05,CP14-2414
2.0010428e-05,CP94-1951
2.0067157e-05,CP12-2389
2.0636771e-05,CP12-2416
2.254207e-05,CP09-1770
1.9996967e-05,CP11-2096
2.2987142e-05,CP90-1553
1.9731991e-05,CP13-1171
1.9817386e-05,CP98-1553
1.9953924e-05,CP96-1149
1.9791709e-05,CP09-1986
1.9814357e-05,CP96-1025
1.9926332e-05,CP09-2291
1.9676021e-05,CP16-2370
1.9788265e-05,CP16-2211
2.2050977e-05,CP99-1966
2.0089125e-05,L89-0158
1.9731991e-05,CP12-1350
2.016165e-05,CP86-0917
2.0360521e-05,CP09-1176
1.9734514e-05,CP15-4279
1.9814588e-05,CP16-2020
1.9670357e-05,CP02-1482
1.968705e-05,CP19-4356
1.9696652e-05,CP00-1764
1.9767736e-05,CP97-1548
1.9663883e-05,CP16-2030
1.9892572e-05,HoL08-0721
1.9683495e-05,CP17-1588
2.157019e-05,HoCP05-0929
1.9792225e-05,CP12-1569
1.9719078e-05,CP94-1703
2.3360615e-05,CP95-2047
2.1861431e-05,CP93-1515
1.986107e-05,CP92-1824
2.1480095e-05,CP96-1822
1.9732019e-05,CP99-1964
1.982001e-05,CP19-1173
1.975144e-05,CP97-1796
1.9818373e-05,CP93-1279
1.9647527e-05,CP17-1873
1.9744128e-05,CP92-1028
1.9909134e-05,CP19-2019
1.964733e-05,CP14-1350
1.962599e-05,CP14-1140
2.0254725e-05,CP95-1245
1.9661424e-05,CP02-2098
2.0174979e-05,CP91-1290
2.165032e-05,CP13-2175
2.7015707e-05,Ho15-9335
1.9801697e-05,CP19-4200
2.0473251e-05,CP07-1498
1.975954e-05,CP14-1226
3.647699e-05,Ho18-9205
1.9678171e-05,CP15-2543
1.978235e-05,CP11-2067
1.982081e-05,CP11-1168
1.9964407e-05,CP10-2317
2.5291265e-05,CP10-2467
1.9835703e-05,CPCL06-3370
1.980081e-05,CP17-2357
1.9648225e-05,CP00-1549
8.5714644e-05,H53-0263
2.0504918e-05,CP94-1480
1.9664483e-05,CP19-1143
2.0975705e-05,L11-0179
2.0057314e-05,CP13-2304
1.9674955e-05,CP01-1981
1.981904e-05,CP15-1749
2.5845675e-05,HoCP20-0551
2.033691e-05,L07-0063
1.9819572e-05,CP99-1551
1.9763787e-05,CP14-4538
1.9882928e-05,CP96-1359
1.9723986e-05,CP19-4640
1.9691948e-05,CP00-1054
1.9992141e-05,CP10-2077
2.0123047e-05,CP90-0917
2.0326053e-05,CP14-4361
1.9694986e-05,CP17-4556
1.9629082e-05,CP19-1841
2.0320931e-05,CP10-1146
2.2075139e-05,CP93-1674
3.3096498e-05,Ho01-0016
1.9750678e-05,CP73-0340
1.9797679e-05,CP16-1430
1.9964717e-05,CP18-1377
2.1457472e-05,CP14-1652
1.9686977e-05,CP03-2415
3.6381753e-05,HoCP00-0948
2.0138243e-05,CP11-2000
1.9706811e-05,CP11-1224
1.9964597e-05,Ho03-0007
1.9688267e-05,CP03-2445
2.0077554e-05,CP06-2306
1.9954456e-05,CP17-2130
1.9720446e-05,CP18-4297
1.996675e-05,CP00-1616
1.9840802e-05,CP15-4229
2.0268182e-05,CP92-1205
2.0018708e-05,CP19-1390
1.9686977e-05,CP03-2397
2.0002215e-05,CP15-1781
1.96502e-05,CP02-1697
1.9818342e-05,CP19-4161
2.041074e-05,CPCL06-3266
1.9972842e-05,CP12-1608
3.7765447e-05,CP08-2003
1.9655816e-05,CP13-2014
6.396341e-05,Co997
1.9678171e-05,CP19-1317
2.0147152e-05,CP10-1748
1.9692288e-05,CP03-1070
1.9765095e-05,CP01-1501
2.0350251e-05,CP10-2063
1.9623825e-05,CP09-1233
1.9804756e-05,CP10-2313
2.2368433e-05,HoCP03-0732
2.0542117e-05,CP96-1354
2.0063695e-05,Ho03-0021
2.117408e-05,AFRI15-0020
2.021869e-05,CP04-1922
2.0110729e-05,CP02-1059
1.9727635e-05,CP15-2272
1.9986677e-05,CP01-2092
2.117631e-05,CP11-1346
4.1924905e-05,HoCP99-0823
2.0620306e-05,CP07-2023
2.025131e-05,L90-0220
2.0300387e-05,CP07-1790
1.9964858e-05,CP01-1070
1.9873054e-05,CP18-1609
2.0755579e-05,CP14-1899
2.1447013e-05,CP15-1788
2.112589e-05,CP18-2200
3.640334e-05,HoL01-0562
2.1995143e-05,CP11-2231
1.9823763e-05,CP01-2641
1.9746436e-05,CP15-1343
2.4179562e-05,CP07-1040
1.9670266e-05,CP01-1215
1.9777723e-05,CP06-2107
7.895148e-05,Ho83-0012
1.9794534e-05,CP10-2105
2.0164805e-05,CP13-2225
2.1133097e-05,CP68-0362
2.1301938e-05,L68-0071
1.9788155e-05,CP98-1596
1.9858437e-05,CP94-1507
2.082625e-05,CP92-1774
1.994148e-05,CP14-2453
2.0335583e-05,CP17-1576
1.9776337e-05,CP92-1654
1.9782487e-05,CP16-4838
1.9797679e-05,CP16-1431
2.0441414e-05,CP09-2000
1.9696943e-05,CP15-4126
2.0268182e-05,CP92-1187
2.0073569e-05,CP06-2920
2.1578866e-05,L63-0124
1.9843803e-05,CP02-1419
1.9973224e-05,CP07-1523
2.0969048e-05,L96-0047
2.0429954e-05,CP98-1778
1.9799698e-05,CP10-1855
3.425455e-05,Ho01-0542
2.0391573e-05,L95-0489
2.0278309e-05,CP02-2056
2.1817887e-05,HoCP15-0920
1.9949044e-05,CP94-1068
1.9647134e-05,CP01-2212
2.066383e-05,CP11-1309
2.0084499e-05,CP13-1187
1.970061e-05,CP93-1309
5.470961e-05,L80-0004
1.9788265e-05,CP16-2210
1.9708124e-05,CP03-1420
2.222221e-05,CP07-1995
2.0138474e-05,HoCP20-0572
2.0187897e-05,CP13-2287
2.0364077e-05,CP94-1462
1.976035e-05,CP00-1023
2.5433605e-05,HoCP96-0545
2.0121593e-05,CP95-2318
1.9736566e-05,CP97-1303
2.0828775e-05,CP12-2244
1.9982084e-05,CP97-1986
2.0849686e-05,CP94-1018
2.0016485e-05,CP16-2306
1.991461e-05,CP14-2417
2.0172796e-05,Ho03-0038
2.1677157e-05,CP19-2393
1.9642612e-05,CP01-2487
2.1667605e-05,CP06-3132
1.9776855e-05,CP14-1167
1.9671876e-05,CP17-4774
1.9734265e-05,CP19-4403
1.9903424e-05,CP96-1400
2.0245336e-05,CP07-1889
2.0070745e-05,CP01-2688
2.0091515e-05,CP90-1421
2.0280606e-05,CP13-1207
1.9964858e-05,CP01-1061
1.9913898e-05,CP96-1081
2.0173311e-05,L04-0404
2.0645159e-05,HoCP13-0778
1.9655816e-05,CP15-1152
1.9970903e-05,CP95-1615
2.0131247e-05,CP94-1615
1.979211e-05,CP03-2144
1.9633278e-05,CP16-4746
2.0624022e-05,CP94-1852
2.120877e-05,RSB90-20
1.9617124e-05,CP14-2177
1.9640698e-05,CP14-1104
1.9708124e-05,CP01-2525
1.9958434e-05,CP97-2126
2.1549307e-05,L17-0421
1.965255e-05,CP17-2384
2.0537189e-05,CP03-2202
1.9730409e-05,CP12-2233
1.9726696e-05,CPCL01-7212
1.964112e-05,CP99-1208
2.4019875e-05,Ho13-9118
2.8010625e-05,CP01-2432
1.9754498e-05,L05-0439
1.9840874e-05,CP19-1945
4.0813276e-05,Ho87-0001
1.9696563e-05,CP97-1815
1.9743396e-05,CP96-1317
1.9756539e-05,CP00-1537
1.9851594e-05,HoL14-0857
1.998517e-05,CP87-0641
1.9708948e-05,CP01-1750
1.9694986e-05,CP17-1593
1.9792376e-05,CP01-1494
2.155697e-05,CP11-1012
3.1450643e-05,L60-0024
2.024421e-05,CP14-4413
1.9826974e-05,CP14-2540
1.967776e-05,CP95-1628
1.9773122e-05,CP19-4746
2.1090005e-05,CP19-2152
2.2002429e-05,CP98-1569
2.1984513e-05,L09-0101
1.9688934e-05,CP95-1714
1.9852936e-05,CP13-1133
1.9678095e-05,CP14-4264
1.9642612e-05,CP01-2440
2.1301938e-05,L70-0016
1.9620216e-05,CP15-1929
2.0490255e-05,CPCL02-7394
1.9685847e-05,CP98-1411
1.9723237e-05,CP09-1617
1.979966e-05,CP09-1577
2.0039108e-05,L10-0164
2.0051675e-05,CP99-1537
1.9723986e-05,CP17-2473
1.9844836e-05,CP19-2054
2.006803e-05,CP10-1028
1.9680003e-05,CP16-4562
2.00397e-05,CP15-4502
1.9690411e-05,CP13-1694
1.9688274e-05,CP15-1139
2.087854e-05,CP12-2154
1.962156e-05,CP06-2871
1.9709496e-05,CP01-2117
1.9958434e-05,CP97-2151
1.9936704e-05,CP94-1271
1.9964888e-05,HoCP14-0891
1.9915034e-05,CP19-1148
2.191334e-05,US66-56-7
1.9929596e-05,CP97-1684
1.9817357e-05,CP17-1265
1.9676596e-05,CP19-1424
2.1950482e-05,HoCP18-0805
1.9892463e-05,CP87-0611
1.9620655e-05,CP14-1993
2.0264519e-05,CP95-1690
1.970392e-05,CPCL06-3495
3.751549e-05,CP52-0037
2.0653613e-05,CP16-4323
1.9782654e-05,CP94-1049
2.1912942e-05,HoCP91-0555
2.024421e-05,CP15-1286
1.9706695e-05,CP97-2114
2.003569e-05,CP09-2392
1.96353e-05,CP17-1031
1.9736655e-05,CP04-1168
2.0361149e-05,CP96-1222
1.9895522e-05,CP91-1235
1.9695457e-05,CP95-1141
2.115346e-05,CP95-1562
2.0723162e-05,CP11-2027
2.0216556e-05,CP90-0904
2.0448719e-05,CP01-2437
2.5982145e-05,L98-0162
2.0286905e-05,CP04-1407
1.9764055e-05,CP17-4485
2.4743098e-05,CP69-0388
2.1573964e-05,Ho11-9305
1.9673336e-05,CP19-1253
2.0956315e-05,LCP85-0335
2.1086784e-05,CP84-0737
1.9916151e-05,CP98-1637
1.9647987e-05,CP98-1900
2.003569e-05,CP10-2200
2.8084887e-05,Ho20-9057
1.978015e-05,L18-0462
1.9686582e-05,CP09-2222
2.0133228e-05,Ho06-0519
1.9811047e-05,CP19-1829
2.0066604e-05,CP15-4220
2.0446543e-05,CP11-1795
1.9816503e-05,CP13-2044
1.9796022e-05,L18-0451
1.965255e-05,CP19-4716
2.8946171e-05,CP88-0745
1.9686135e-05,CP17-4259
1.9881467e-05,CP14-2203
4.0330528e-05,HoCP93-0708
2.3598279e-05,CP13-1875
1.9674137e-05,CP06-2807
2.0413043e-05,CP10-1599
2.0025851e-05,CP17-2419
2.1835198e-05,CP13-2437
1.965045e-05,CP95-1044
2.2216242e-05,HoCP20-0521
2.1090005e-05,CP19-2151
2.0019226e-05,CP96-1343
2.0268657e-05,CP10-1091
2.058395e-05,CP02-2308
1.985911e-05,CP15-4314
2.0021684e-05,CP05-1367
2.0049854e-05,CP18-2428
2.89148e-05,CP76-0356
2.8213273e-05,Ho10-9222
1.9686135e-05,CP19-4298
2.0079158e-05,CP96-1002
2.0758445e-05,CP90-0987
1.9686582e-05,CP16-1763
1.9938128e-05,CP16-4025
1.9663445e-05,CP16-2039
3.2951677e-05,Ho97-0684
2.0287314e-05,CP19-1454
2.0417856e-05,CP06-2612
1.9696563e-05,CP97-1801
1.9673296e-05,CP15-2388
2.0491316e-05,CP17-1651
1.9934676e-05,CP81-0320
2.047342e-05,CP06-2698
0.0001081417,CP63-0588
1.9892463e-05,CP87-0619
2.0170492e-05,Ho05-9017
2.1553398e-05,CP99-2063
2.517897e-05,CP15-1050
1.9687495e-05,CP97-1497
2.0142146e-05,CP91-1515
2.0361269e-05,HoCP95-0961
2.034529e-05,CP03-1606
1.968275e-05,CP15-4644
1.9864941e-05,CP17-2017
1.9744128e-05,CP92-1045
1.9882853e-05,CP96-1939
3.6891877e-05,CP93-1045
2.1475807e-05,CP17-1989
2.1994309e-05,CP07-1350
1.9763498e-05,CP11-1047
2.0006626e-05,CP17-2452
2.0066345e-05,CP19-1725
1.9718615e-05,CP02-2421
1.988226e-05,CP02-1961
1.9663445e-05,CP02-1021
1.9739055e-05,HoCP04-0849
1.9789055e-05,CP15-1503
2.0142146e-05,CP96-1164
2.0811596e-05,L00-0248
2.009262e-05,CP14-1362
1.9709601e-05,CP01-2500
2.1492287e-05,HoCP90-0977
2.003602e-05,CP87-0642
2.034181e-05,CP92-1348
2.0083267e-05,CP95-1612
1.9927598e-05,CP12-1022
2.0348425e-05,Ho15-0959
1.9883246e-05,CP13-1931
1.9794883e-05,CP18-4156
1.9979387e-05,CP18-4893
1.9937994e-05,CP72-0359
2.1051119e-05,CP02-1817
2.0382471e-05,CP89-0822
3.629433e-05,CPCL01-6223
2.0514915e-05,CP13-1465
2.2028224e-05,CP94-1330
2.0003796e-05,CPCL02-7061
1.9687015e-05,CP17-1161
2.0339052e-05,CP07-1343
1.9792225e-05,CP10-2169
4.1803272e-05,CP01-2625
1.9900948e-05,CP11-1037
2.1399332e-05,CP07-2482
1.9670026e-05,CP15-1977
1.9946743e-05,CP00-1071
1.9768737e-05,CP13-1950
1.9628254e-05,CP11-1807
1.968288e-05,CP18-1221
1.9922933e-05,CP16-1586
3.147561e-05,CP98-1031
4.2320862e-05,HoCP97-0611
1.9730003e-05,CP18-1476
1.981032e-05,CP02-1011
2.2831115e-05,CP93-1002
2.0219333e-05,HoCP19-0910
1.9623387e-05,CP15-4151
2.0742033e-05,CP11-1275
2.3342842e-05,CP05-1369
1.9819037e-05,CP02-2075
1.9735457e-05,CP02-1169
1.998377e-05,CP16-4647
2.3158049e-05,CP94-1773
1.9858022e-05,CP18-1707
1.9653304e-05,CPCL02-0962
1.9658897e-05,CP04-1650
1.9805482e-05,CP19-2092
2.0208008e-05,CP01-1977
2.0856702e-05,CP03-1447
2.2386916e-05,HoCP96-0567
1.9678004e-05,CP93-1323
2.0372967e-05,CP91-1324
1.9916966e-05,CP06-2268
2.3790966e-05,CPCL05-1128
1.9694986e-05,CP17-4563
1.96574e-05,CP98-1516
2.0177418e-05,CP15-1353
1.9730252e-05,CP17-1414
1.9965193e-05,CP06-2122
2.044252e-05,CP10-2337
2.0662377e-05,CPCL01-6832
1.9833764e-05,CP19-4223
1.9638474e-05,CP04-1073
1.9736655e-05,CP04-1179
1.9683495e-05,CP19-1460
2.5156194e-05,CP03-1541
2.3284314e-05,CP96-1983
2.0060379e-05,CP11-2119
1.967645e-05,CP12-1839
1.9671957e-05,CP19-1320
1.9909095e-05,CP13-1250
1.9814588e-05,CP16-2017
1.9670026e-05,CP15-1975
1.9830697e-05,CP17-1324
1.9758774e-05,CP02-1206
1.972093e-05,CP17-2024
1.967776e-05,CP94-2104
2.0373262e-05,CP18-2442
2.5474466e-05,L11-0175
1.9647134e-05,CP03-1875
2.043045e-05,CP07-2111
1.9628254e-05,CP11-1106
1.9647088e-05,CP15-1271
1.9632253e-05,CP13-1115
1.9952362e-05,CP19-1685
2.5336518e-05,CPCL02-1428
1.9792225e-05,CP12-1555
1.9735231e-05,CP18-1300
2.3043938e-05,CP13-1805
1.9744128e-05,CP92-1049
1.986377e-05,CP07-2081
2.0354038e-05,CP99-1224
1.969004e-05,CP09-1392
1.9859224e-05,CP94-2003
1.9638474e-05,CP04-1088
1.993242e-05,CP07-2619
1.9964858e-05,CP01-1048
1.969004e-05,CP09-1377
2.0030424e-05,CP03-1104
1.9948522e-05,CP97-1202
2.0199042e-05,CP11-2514
2.0405021e-05,CP17-1634
2.1502981e-05,CP09-1017
1.99088e-05,CP97-1449
2.0465035e-05,CP13-1794
1.9883957e-05,CP89-0864
1.9621122e-05,CP14-2228
1.9682144e-05,CP16-1161
2.035802e-05,CP19-2421
2.2593402e-05,CP10-1625
1.968695e-05,CP02-1868
2.0475662e-05,CP94-1497
2.2028224e-05,CP94-1328
2.057572e-05,CP12-1816
2.3850951e-05,Ho18-9226
2.087854e-05,CP12-2148
2.066093e-05,HoCP05-0913
2.1225078e-05,CP12-2104
1.9664483e-05,CP16-1441
2.0033318e-05,CP15-1852
2.0451007e-05,CP98-1506
2.78694e-05,L00-0259
2.1506583e-05,CP85-0862
1.9663581e-05,CP16-4368
2.102207e-05,CP13-2178
2.6111515e-05,Ho74-0003
2.0012272e-05,CP12-1480
2.1319123e-05,CP00-1204
1.9812838e-05,CP16-4246
2.0329167e-05,CP07-2215
1.9958434e-05,CP97-2142
2.3787003e-05,CP95-2314
1.9810706e-05,CP18-4182
1.980146e-05,CP99-1577
2.1799282e-05,HoCP96-0522
1.9817386e-05,CP98-1871
2.7945609e-05,US02-0144
2.9586983e-05,Ho11-9350
1.9682288e-05,CP14-1482
2.0262976e-05,CP94-1907
2.0335676e-05,CP15-1955
2.5219979e-05,CP94-2203
2.0039215e-05,CP06-2637
1.965701e-05,CP01-1366
9.80981e-05,H70-0144
2.0095145e-05,CP97-1669
1.9727355e-05,CP94-1603
2.2994423e-05,CP13-1048
1.9720695e-05,CP15-1986
1.974353e-05,CP91-1474
1.9900854e-05,CP07-1680
2.0898897e-05,CP18-1265
1.9690411e-05,CP13-1690
1.986377e-05,CPCL06-3428
1.970543e-05,CP16-2182
1.9679503e-05,CP11-1321
2.0973495e-05,HoCP22-751
1.9670026e-05,CP15-1978
2.1577915e-05,CP07-2280
1.9903364e-05,CP94-1352
2.0426247e-05,CP06-2551
2.0171432e-05,CP94-1031
1.986222e-05,CP02-1894
2.5641257e-05,CP11-1056
1.9690306e-05,CP01-1923
1.9734101e-05,CP17-1730
1.9973862e-05,CP17-1129
1.9745281e-05,CP17-2090
1.9735908e-05,CP03-2299
2.763179e-05,CP89-0890
2.4666631e-05,CP06-2202
2.0305408e-05,CP92-1400
2.4600571e-05,CP06-2336
1.9640373e-05,CP18-1355
1.9840056e-05,CP90-0926
1.9814033e-05,CP10-2354
1.9736566e-05,CP97-1322
1.9667907e-05,CP14-1189
2.1677157e-05,CP19-2398
2.0067157e-05,CP12-2390
1.9670026e-05,CP15-1976
2.0067157e-05,CP12-2387
1.9687788e-05,CP19-1304
2.8512295e-05,Ho10-0939
2.5798005e-05,Ho16-0682
1.9814588e-05,CP15-4708
1.9814588e-05,CP16-4474
2.0591524e-05,CP92-1324
1.9826935e-05,CP93-1137
1.9647243e-05,CP03-1908
2.0538171e-05,HoCP04-0850
1.9948522e-05,CP97-1172
2.0092652e-05,CP06-2348
1.9663883e-05,CP16-2027
1.9638474e-05,CP04-1066
2.0626025e-05,CP03-1118
1.9707812e-05,CP13-4130
1.9785504e-05,L18-0447
1.965205e-05,CP01-1881
1.9720695e-05,CP19-1030
1.9640373e-05,CP18-1358
2.1690617e-05,CP14-1178
1.9642612e-05,CP01-2449
2.150441e-05,CP13-1868
1.9991983e-05,CP10-1431
2.4631308e-05,CP13-1430
1.9793384e-05,CP02-1320
2.1286769e-05,CP10-2352
1.968695e-05,CP02-1865
2.1350543e-05,HoCP17-0767
1.9812838e-05,CP16-4262
3.8344686e-05,Ho13-9164
1.9629082e-05,CP18-2054
2.070671e-05,CP93-1210
2.1225078e-05,CP13-2183
2.0973052e-05,CP99-1973
4.3616597e-05,Ho09-9133
1.9670026e-05,CP17-1006
1.9623514e-05,CP13-1995
1.9701065e-05,CP96-1454
1.9987183e-05,CPCL14-4030
2.008007e-05,CP94-1789
2.7932198e-05,CP00-2045
1.9731991e-05,CP13-1172
2.09751e-05,L20-0047
1.969534e-05,CP13-2357
2.0377402e-05,HoCP04-0844
1.9711624e-05,CP18-4204
1.9741854e-05,CP17-4704
1.9800818e-05,CP02-2552
1.965701e-05,CP01-1347
2.3905346e-05,CP09-2148
1.9736566e-05,CP97-1309
2.1601567e-05,CP09-1760
2.2062886e-05,CP02-2310
2.0099671e-05,CP16-4510
1.9647243e-05,CP03-1922
1.969446e-05,CP03-1771
1.964869e-05,CP04-1511
2.1877664e-05,CP12-1416
2.0946656e-05,Ho79-0003
1.981942e-05,CP14-1625
1.9754145e-05,CP00-2141
1.9912082e-05,CP16-1700
2.0842448e-05,CP11-1312
1.965701e-05,CP01-1339
1.974244e-05,CP04-1857
2.0335676e-05,CP15-1958
2.1274198e-05,CP05-1496
1.9692288e-05,CP03-1942
2.4228077e-05,Ho11-9320
2.163097e-05,CP92-1247
2.0056721e-05,CP09-1284
1.9933901e-05,CPCL06-3321
1.9653182e-05,CP16-1505
1.9767986e-05,CP11-1370
2.5951e-05,Ho09-9103
1.9974317e-05,CP14-1824
1.9696652e-05,CP03-1556
2.0103427e-05,CP11-1178
1.9738605e-05,CP11-2501
2.0143496e-05,CP94-2109
2.0599135e-05,CP12-1249
1.969592e-05,CP12-2219
2.5219979e-05,LCP85-0342
2.1034146e-05,HoCP97-0682
2.1033246e-05,CP99-2079
1.9765745e-05,CP09-1532
2.0119589e-05,CP09-1589
2.5389321e-05,CP93-1501
1.9821337e-05,CP04-1372
1.9736677e-05,CP95-1020
1.9666883e-05,CP14-1660
1.9822763e-05,CP02-2177
1.9632025e-05,CP16-2139
2.2033777e-05,CP01-1793
2.0268182e-05,CP91-2269
2.072171e-05,CP06-2594
1.9679497e-05,CP17-1709
2.0154033e-05,CP12-1685
2.51937e-05,CP09-2160
1.9980811e-05,CP14-1301
2.0292773e-05,CP91-0532
2.1465545e-05,CP10-2049
1.982488e-05,CP87-0628
1.9683697e-05,CP92-1634
1.9936302e-05,CP00-1639
2.4531397e-05,CP92-1876
2.539761e-05,Ho11-9323
2.047342e-05,CP06-2699
1.9814588e-05,CP16-4350
1.965045e-05,CP99-1616
1.9763498e-05,CP09-1268
2.0025851e-05,CP17-2418
2.0039688e-05,CP19-1469
5.378716e-05,Ho15-9363
2.1178292e-05,HoCP13-0721
2.8324957e-05,HB99-0049
2.551909e-05,CP11-1798
1.9966994e-05,CP14-2378
1.9681724e-05,CP18-1298
2.0114334e-05,CP14-1863
1.9965397e-05,CP99-1344
1.9638474e-05,CP04-1127
1.98798e-05,CP17-4300
1.9650639e-05,CP01-1706
