pagerank,vertex
2.0719308e-05,CP00-1267
1.964169e-05,CP01-1961
1.9622828e-05,CP03-2118
1.9667968e-05,CP99-1540
1.9667968e-05,CP06-2464
1.9644984e-05,Ho09-9140
1.9618894e-05,CP02-1914
1.9617595e-05,CP00-1225
2.0563008e-05,CP15-4084
1.9757328e-05,CP16-1797
2.3093327e-05,CP29-0120
2.6040489e-05,CP11-2495
2.4116156e-05,CP99-2002
2.3855302e-05,L98-0172
1.980081e-05,CP17-2352
1.9689744e-05,CP02-1249
2.0192998e-05,CP06-2023
2.0024954e-05,CP17-2193
1.9958434e-05,CP97-2157
1.965205e-05,CP00-1710
1.9812987e-05,CP11-1749
1.9932339e-05,CP10-1188
4.110609e-05,CP63-0310
2.0672816e-05,CP10-1972
1.9740828e-05,CP16-4888
1.99577e-05,CP19-1371
2.0833406e-05,CP91-1455
2.1925453e-05,CP17-4404
2.033691e-05,L07-0051
1.9827827e-05,CP10-2180
1.98205e-05,CP19-4519
1.9697456e-05,CP16-1965
2.0515094e-05,CP94-1827
3.508901e-05,Ho12-9046
2.0676305e-05,CP13-2223
2.0299904e-05,CPCL06-3508
1.9887828e-05,CP19-1572
2.0360952e-05,CP06-2762
1.9804336e-05,CP95-1080
2.0203472e-05,CP11-1146
2.214682e-05,L92-0310
2.2807468e-05,CP01-1999
2.0002883e-05,CP10-1313
1.9689744e-05,CP03-1844
1.963029e-05,CP15-2506
2.4411529e-05,CP07-1939
1.9744954e-05,CP95-1342
1.9989047e-05,CP09-2129
1.9755062e-05,CP16-4791
2.0293543e-05,L20-0054
1.9759838e-05,CP13-1716
2.0051932e-05,CP93-1277
1.9890114e-05,CP94-1310
2.2002261e-05,CP06-2726
1.9992141e-05,CP12-1578
1.9852518e-05,CP13-2342
2.1746266e-05,Ho17-0741
1.9747744e-05,CP01-2649
2.053337e-05,CP10-2477
3.6922287e-05,Ho11-9405
3.627135e-05,Ho05-9062
1.9679639e-05,CP03-1692
2.0218156e-05,CP91-1536
1.9727635e-05,CP15-2267
1.9898425e-05,CP17-1361
2.371284e-05,Ho13-9151
1.9654657e-05,CP95-1059
3.6323996e-05,B16356
1.9849189e-05,CP04-1849
1.9864963e-05,CP02-1173
1.9713827e-05,CP16-1465
1.986043e-05,CP06-2414
1.9628382e-05,CP16-2242
1.9640698e-05,CP14-1096
1.9965397e-05,CP98-1976
1.9782487e-05,CP16-4851
1.9647134e-05,CP00-1235
2.1983178e-05,CP03-1062
1.9900219e-05,CP93-1444
4.3894248e-05,CP09-2285
1.9744111e-05,CP02-1578
1.9708523e-05,CP18-4026
2.0201893e-05,CP14-1808
1.9811047e-05,CP19-1826
4.7341953e-05,H44-2818
2.2840131e-05,US01-0040
1.9814588e-05,CP16-4480
1.9760088e-05,CP03-1484
1.980082e-05,CP14-1680
2.0187448e-05,CPCL02-1442
2.0862088e-05,CP17-1465
1.9670266e-05,CP01-1196
2.0595831e-05,CP13-2134
1.9915447e-05,CP14-2525
3.0661817e-05,L19-0493
2.0051273e-05,LCP82-0064
1.9631761e-05,CP18-1147
1.965701e-05,CP02-2410
2.0657506e-05,CP12-2381
2.5973352e-05,TCP00-4522
2.9965056e-05,Ho20-9024
2.1615862e-05,CP10-1024
4.0942658e-05,N55-0805
2.0121226e-05,LCP82-0053
1.9604184e-05,CP97-2008
2.0502624e-05,CP06-2985
2.1677239e-05,CP00-1096
1.9711539e-05,CP01-2616
1.9883477e-05,CP11-1274
2.1677239e-05,CP00-1115
1.9719442e-05,CP03-1929
2.0648848e-05,CP00-1177
1.9667968e-05,CP06-2479
2.0139889e-05,CP13-2469
1.9655936e-05,CP02-1855
1.9603745e-05,CP04-2143
1.9613622e-05,CP01-1138
1.9603745e-05,CP06-3013
2.5604415e-05,CP03-1101
2.0008554e-05,CP03-1192
2.011724e-05,CP07-2087
1.9654206e-05,CP16-1530
2.0197835e-05,CP06-2518
1.9909095e-05,CP13-1248
1.9736566e-05,CP98-1307
2.9852592e-05,L00-0265
2.0211228e-05,CP03-2177
2.3296574e-05,CPCL02-1687
1.9670168e-05,CP95-1674
1.9759711e-05,CP12-1136
1.9903364e-05,CP94-1398
2.0459742e-05,Ho09-0819
1.9952362e-05,CP17-2422
1.983001e-05,CP18-4244
1.9687495e-05,CP99-1822
1.9954456e-05,CP17-2123
1.9682144e-05,CP16-1338
1.978235e-05,CP11-2069
2.38358e-05,HoCP20-0536
1.9950132e-05,CP93-1393
1.9750678e-05,L77-0048
1.9686664e-05,CP19-1077
2.0815745e-05,Ho03-0058
2.0054507e-05,CP16-1685
2.0360521e-05,CP09-1177
2.004266e-05,CP00-2087
2.0907111e-05,CP93-1727
1.9894733e-05,CP93-1217
2.087854e-05,CP12-2149
1.9715739e-05,CP00-1049
1.985433e-05,CP98-1775
2.0455935e-05,CP94-1276
1.9713894e-05,CP99-2081
1.9622996e-05,CP00-1470
1.9655936e-05,CP02-1849
1.9667968e-05,CP99-2024
1.9886433e-05,CP03-1248
2.5147245e-05,CP98-1032
1.9613622e-05,CP01-1152
2.3759241e-05,CP99-1986
1.9603745e-05,CP06-3021
2.0983236e-05,CP00-2235
1.9667968e-05,CP16-2266
2.7923248e-05,US64-29-2
2.0502624e-05,CP06-2981
1.9957322e-05,CP98-2060
1.9667968e-05,LCP83-0122
1.9863335e-05,CP00-2180
2.0199055e-05,CP94-1865
1.967352e-05,CP17-2281
1.9658093e-05,CP09-1435
1.9767736e-05,CP97-1560
2.805617e-05,L19-0009
1.9777723e-05,CP06-2096
2.0092652e-05,CP06-2349
1.9868532e-05,CP10-1369
2.0581283e-05,HoCP04-0807
1.9820875e-05,CP16-4822
1.9796582e-05,CP08-1948
1.9715531e-05,CP14-2249
1.969446e-05,CP99-2049
1.9803527e-05,CP19-4363
2.0270425e-05,CP02-2317
1.9819572e-05,CP97-1750
2.1164531e-05,CP14-4527
2.0439022e-05,CP04-1441
2.514465e-05,CP78-0317
2.0264519e-05,CP95-1689
2.100703e-05,CPCL02-0191
1.965255e-05,CP17-2387
1.9924035e-05,CP03-2123
2.0754098e-05,CP09-1992
1.9906167e-05,CP14-4452
1.9639467e-05,CP17-1814
1.991679e-05,CP99-1674
1.9817424e-05,CP92-1605
2.022786e-05,CP10-1019
2.1048916e-05,CP13-2428
2.0361149e-05,CP96-1233
1.976839e-05,CP02-2464
2.2044269e-05,CP17-1060
1.9661673e-05,L06-0010
1.9688792e-05,CP12-1507
2.0708998e-05,CP19-2256
1.9665387e-05,CPCL02-0868
2.003968e-05,HoCP97-0635
2.0597454e-05,CP10-1767
2.0207794e-05,CP19-1628
2.2021122e-05,CPCL02-0778
1.9683697e-05,CP92-1624
2.0749416e-05,CP06-2247
1.9953924e-05,CP96-1140
2.0155114e-05,CP07-1895
1.9735937e-05,CP10-1550
1.9818373e-05,CP93-1284
1.9788376e-05,CP19-4073
2.0322503e-05,CP98-2019
1.9676021e-05,CP16-2369
2.006831e-05,CP15-1799
1.9981342e-05,CPCL14-4049
2.0891366e-05,CP12-2462
2.0085465e-05,CP09-1025
2.0021684e-05,CP05-1366
1.9629082e-05,CP16-1559
2.025131e-05,CP88-0751
1.9895973e-05,CP88-0721
2.0704114e-05,CP18-1485
1.9731075e-05,CP09-1648
1.9911704e-05,CP13-1484
2.174996e-05,CP04-1110
2.0352329e-05,CP91-1608
1.9692403e-05,CP04-1150
1.9595234e-05,CR1009
1.9595234e-05,Mix 08-Q
1.9595234e-05,03P29
1.9595234e-05,B0208
1.9595234e-05,09P4
1.9595234e-05,US98-1012
1.9595234e-05,HoCP93-0707
1.9595234e-05,MOLY
1.9595234e-05,CL02-8001
1.9595234e-05,US90-1005
1.9595234e-05,95P19
1.9595234e-05,CP89-2373
1.9595234e-05,CP89-2178
1.9595234e-05,Mix 08-P
1.9595234e-05,US95-1092
1.9595234e-05,POLY08-19
1.972906e-05,Ho13-0700
3.1981213e-05,Ho03-0112
1.9771987e-05,CP14-2254
1.9686135e-05,CP19-4309
1.9984614e-05,CP17-2076
2.011451e-05,CP17-1503
1.964229e-05,CP02-1933
1.9702642e-05,CP11-2088
1.9935349e-05,CP12-1467
2.1273509e-05,L96-0037
2.5967118e-05,CP15-1622
2.1418931e-05,CP16-1562
1.9783245e-05,CP14-1731
2.252695e-05,L03-0398
2.9102866e-05,CP10-2424
2.0084331e-05,CP13-2149
1.9595234e-05,07EriPoly
1.9595234e-05,US95-1127
1.9595234e-05,06P2
1.9595234e-05,CPCL00-4611
1.9595234e-05,00P03
1.9595234e-05,TCP89-3505
1.9595234e-05,08P22
1.9595234e-05,CP67-0614
1.9595234e-05,POLY07-10
1.9595234e-05,CL93-4076
1.9595234e-05,CP91-1927
1.9595234e-05,BTN529A
1.9595234e-05,CPCL02-8148
1.9595234e-05,POLY06-23
1.9595234e-05,US90-1014
1.9595234e-05,POLY12-31
1.9970186e-05,CP13-1591
1.9988165e-05,L09-0107
1.9713103e-05,CP18-1911
2.0628162e-05,CP06-2536
1.996675e-05,CP00-1614
2.2526443e-05,CP07-2114
1.9818342e-05,CP17-4047
2.0270585e-05,CP06-2571
1.9905834e-05,CP12-1820
1.9752546e-05,CP94-1168
1.9734805e-05,CP16-2428
1.9788376e-05,CP17-4029
2.052627e-05,Ho06-0534
2.0112266e-05,CP13-1701
2.0022273e-05,CP97-1682
2.0974767e-05,CP91-0512
1.9728172e-05,CP98-1375
1.9658391e-05,CP13-2013
1.9664356e-05,CP09-1152
1.9842095e-05,CP06-2960
3.6730497e-05,L89-0094
2.0848016e-05,CP15-4560
1.987514e-05,CPCL06-3168
1.9879371e-05,HoCP94-0802
2.0285135e-05,CP07-1361
1.9724357e-05,CP17-1774
2.0086243e-05,CP00-1196
1.9934667e-05,CP16-1648
1.9819037e-05,CP02-2069
2.0196701e-05,CP93-1448
1.9632851e-05,CP95-1265
1.9686024e-05,CP17-2137
1.9927791e-05,CP99-1919
1.9633662e-05,CP01-1835
2.0983236e-05,CP00-2163
2.1974667e-05,CP98-2058
2.1974667e-05,CP01-1191
1.9682611e-05,CP00-1140
1.9682611e-05,CP99-1947
1.9752799e-05,CP03-1890
2.292644e-05,CP00-2191
1.9622828e-05,CP03-2121
1.9838775e-05,CP03-1436
2.527657e-05,CP07-1283
1.9613622e-05,CP00-1100
1.9613622e-05,CP01-1135
1.9836627e-05,CP98-2100
1.9618894e-05,CP05-1637
1.985998e-05,CP00-1246
2.0051932e-05,CP93-1245
2.0061385e-05,CP95-1855
2.0673731e-05,CP13-1772
1.988599e-05,CP16-1071
1.9755997e-05,CP19-4680
6.0392107e-05,Ho94-0856
1.9984614e-05,CP17-2064
1.9748531e-05,CP98-2000
1.9684116e-05,CP16-1357
2.0499745e-05,L97-0148
1.962599e-05,CP16-1718
2.0030424e-05,CP03-1217
2.0221818e-05,CPCL02-1265
1.96502e-05,CP02-1687
1.9640738e-05,CP17-1142
2.0005862e-05,CP13-1400
1.9646961e-05,CP12-1112
1.9865778e-05,CP12-2095
2.2369712e-05,LCP87-0001
1.98798e-05,CP15-4597
1.9879075e-05,CPCL05-1798
1.972906e-05,Ho11-0508
2.0928957e-05,CP14-2440
2.2943817e-05,CP17-1855
2.3232375e-05,HoCP01-0519
1.9944504e-05,CP98-1116
2.3577923e-05,Ho14-9225
1.9785504e-05,L18-0468
1.9789244e-05,L94-0411
1.999297e-05,CP94-1442
1.9812838e-05,CP16-4263
2.0586882e-05,CP10-1990
2.0196445e-05,CP18-2422
2.0077554e-05,CP06-2303
3.5046032e-05,Ho11-9308
1.9648112e-05,CP15-2012
1.9826935e-05,CP93-1138
2.0794258e-05,CP15-1882
2.0215846e-05,CP95-1467
1.9801442e-05,CP11-1389
1.974353e-05,CP92-1567
2.5163716e-05,CP19-1962
2.432706e-05,L13-0258
1.9844505e-05,HoCP97-0638
2.021854e-05,CP04-1940
1.970326e-05,CP18-1313
2.0254725e-05,CP95-1246
1.9595234e-05,CP88-1409
1.9595234e-05,US87-1014
1.9595234e-05,TCP86-3369
1.9595234e-05,CP85-1845
1.9595234e-05,Guangxi86-5
1.9595234e-05,98P02
1.9595234e-05,CL90-1683
1.9595234e-05,POLY06-20
1.9595234e-05,CP88-2026
1.9595234e-05,CP00-1570
1.9595234e-05,08P28
1.9595234e-05,SES147B
1.9595234e-05,87P2
1.9595234e-05,CP88-2053
1.9595234e-05,CL84-3152
1.9595234e-05,L54-0017
1.9667968e-05,L17-0404
2.0136149e-05,CP01-1802
1.9644984e-05,CP00-1086
1.9613622e-05,CP00-2177
3.6251262e-05,CP33-0032
1.9684981e-05,CP06-2979
1.9667968e-05,CP99-1868
2.5036414e-05,CP98-2054
1.9639312e-05,CP02-2568
1.9644984e-05,CP00-1085
1.9622828e-05,CP03-2120
1.9682611e-05,CP99-1942
1.9621097e-05,CP01-1636
1.9678439e-05,CP98-2041
2.2054051e-05,CP03-1201
2.0108475e-05,CP03-1933
1.9740804e-05,CP10-1235
1.9717827e-05,CP02-1543
1.9815301e-05,CP07-1762
1.9906167e-05,CP14-4333
2.4230005e-05,CP90-0980
2.0008187e-05,CP15-2133
2.0445714e-05,HoCP06-0501
1.9925139e-05,CP18-1393
1.9814588e-05,CP16-4348
1.9744355e-05,CP09-1205
2.0222737e-05,CP07-2320
2.0112371e-05,CP11-1842
2.0620306e-05,CP07-2026
3.634101e-05,HoCP12-0664
2.0207794e-05,CP19-1629
1.979211e-05,CP03-2146
1.9718025e-05,CP18-1083
1.964112e-05,CP99-1246
1.98858e-05,CP15-1489
2.0361407e-05,CP10-2191
3.9027265e-05,D146
1.9718615e-05,CP01-1649
2.6997914e-05,CP99-2042
1.9819305e-05,CP15-4542
1.9711624e-05,CP15-4486
1.9718025e-05,CP18-1078
2.037047e-05,CP98-1758
2.1096766e-05,CP00-1839
2.0645803e-05,CP92-1020
1.984904e-05,CPCL02-0661
2.0302614e-05,CP11-2009
2.0079631e-05,CP09-2399
1.9595234e-05,93P6
1.9595234e-05,POLY09-16
1.9595234e-05,male mix 09M
1.9595234e-05,POLY10-15
1.9595234e-05,CL90-4009
1.9595234e-05,MUNTOK JAVA
1.9595234e-05,IMP2886
1.9595234e-05,SP91-3011
1.9595234e-05,unknown S.  officinarum
1.9595234e-05,CP89P5
1.9595234e-05,US87-1018
1.9595234e-05,Mix 07 R
1.9595234e-05,GA59-0024
1.9595234e-05,US01-0074
1.9595234e-05,CPCL99-1225
1.9595234e-05,14P2
1.9820991e-05,CP09-1710
2.18588e-05,Ho06-9009
2.7932198e-05,CP99-2008
2.0135149e-05,CP13-1338
2.5206944e-05,CP99-1878
1.9785832e-05,CP12-1328
5.047832e-05,CP50-0027
1.9874133e-05,L96-0003
2.1299751e-05,CP19-1944
1.9804336e-05,CP94-1718
3.6323996e-05,Ho73-43-1
3.8098275e-05,HoCP95-0929
2.0650397e-05,CP12-2291
2.284542e-05,PR980
1.9648638e-05,CP14-1425
1.976839e-05,CP02-2463
1.9874133e-05,CP91-0575
2.0367765e-05,CP19-1737
2.3908362e-05,CP93-1528
1.9788155e-05,CP98-1610
2.0393667e-05,CP12-2332
1.9903684e-05,CP99-1051
2.0008558e-05,CP18-2109
2.032333e-05,CP16-1287
1.9845576e-05,CP00-1387
2.1052638e-05,CP90-1485
1.9638464e-05,CP14-1326
2.009397e-05,CP00-1964
2.0246753e-05,CP99-1158
2.0165618e-05,CP11-1728
2.0542117e-05,CP96-1357
1.9964447e-05,CP10-1924
2.2398866e-05,US1694
2.0497793e-05,CP19-4830
1.9682144e-05,CP16-1342
2.1142909e-05,CP82-0519
2.0237087e-05,CP10-1873
2.2080234e-05,L89-0095
1.9687219e-05,CP01-1445
1.9660092e-05,CP16-2333
1.9658788e-05,CP03-1599
1.9622586e-05,CP15-2452
2.0212454e-05,CPCL02-1017
1.96395e-05,CP15-2364
2.1799555e-05,CP03-2336
2.0018824e-05,CP97-1653
1.9697094e-05,CP13-1854
1.9636553e-05,CP16-4593
1.9709601e-05,CP01-1403
2.6900796e-05,L78-0021
1.9676021e-05,CP16-2363
2.0396998e-05,CP11-1789
2.1801918e-05,CP86-0901
2.92965e-05,L91-0266
1.96502e-05,CP02-1678
3.800573e-05,CP68-0342
1.9734265e-05,CP18-4631
1.974665e-05,CP02-2327
2.1278962e-05,CP00-1586
2.2981683e-05,CP06-2294
2.1524203e-05,L03-0393
2.0457823e-05,CP07-2285
1.9801724e-05,CP02-1822
1.9900948e-05,CP11-1024
2.0163629e-05,CP10-1079
2.1164531e-05,CP14-4275
2.0195499e-05,CP15-2205
2.4166928e-05,CP93-1495
1.99088e-05,CP97-1452
2.032333e-05,CP15-2010
1.9696841e-05,CP03-2441
2.006074e-05,CP94-1200
1.9809218e-05,CP09-1774
2.0668966e-05,CP16-1082
2.0936368e-05,CPCL02-0201
2.0216561e-05,CP14-2360
1.9671876e-05,CP17-4773
2.082625e-05,CP92-1762
1.978438e-05,CP15-4051
4.559623e-05,Ho05-9005
1.9950132e-05,CP93-1388
1.9628382e-05,CP18-1130
1.9696736e-05,CP10-2101
2.0099671e-05,CP16-4521
1.962187e-05,CP00-1973
9.786126e-05,Ho12-9055
2.0172796e-05,Ho03-0039
2.032407e-05,CP11-1571
1.9692403e-05,CP02-2452
1.9895668e-05,CP11-1994
1.9885669e-05,CP12-1253
2.4172467e-05,Ho18-9228
1.9650619e-05,CPCL13-4034
1.9868829e-05,L14-0295
1.9859992e-05,CP06-2432
2.3818351e-05,CP95-1929
1.9681895e-05,CP17-4444
2.2315777e-05,Ho91-0009
1.967776e-05,CP94-1631
2.2002261e-05,CP06-2717
1.9741854e-05,CP18-4436
2.0577443e-05,CP12-1182
1.970061e-05,CP93-1313
2.0578855e-05,CPCL06-3253
2.1991138e-05,CP19-1973
1.985899e-05,CP17-1795
2.5663066e-05,HoCP18-0868
2.0064757e-05,CP02-2023
1.9637568e-05,CP19-1115
4.8063073e-05,Ho97-0685
2.143907e-05,CP95-1792
2.0217687e-05,CP08-1273
1.9796496e-05,CP90-1387
2.9773917e-05,CPCL02-1963
2.0068244e-05,CP10-1588
1.9840903e-05,CP09-2151
1.9846279e-05,CP95-1847
1.9883895e-05,CPCL01-7011
2.0430643e-05,CP15-1462
1.965835e-05,Misc
2.094316e-05,CP14-1537
1.980237e-05,CP18-4415
2.0163629e-05,CP10-1077
4.122012e-05,US65-15-6
3.568534e-05,LCP02-0337
1.9650619e-05,CPCL14-4124
1.9665444e-05,CP19-4598
2.1468264e-05,CPCL06-3479
1.9595234e-05,91P13
1.9595234e-05,Mix 08-D
1.9595234e-05,94P04
1.9595234e-05,US01-1025
1.9595234e-05,male mix 09C
1.9595234e-05,Mix 08-T
1.9595234e-05,US90-1024
1.9595234e-05,CP91-2376
1.9595234e-05,LCP88-0046
1.9595234e-05,CP92-0664
1.9595234e-05,2P05
1.9595234e-05,CP09-4160
1.9595234e-05,CP00-1830
1.9595234e-05,US76-0083
1.9595234e-05,US88-1002
1.9595234e-05,US56-15-8
2.0184512e-05,CP98-1149
1.9808162e-05,CP14-2197
2.0116282e-05,CP19-2013
1.9674575e-05,CP17-1155
2.031556e-05,CP96-1806
1.9994459e-05,CP09-1595
1.962156e-05,CP06-2862
1.9659814e-05,CP04-2065
2.0678692e-05,CP94-1151
1.985092e-05,CP17-2199
2.3042667e-05,CP13-1833
2.0426807e-05,CPCL06-3442
1.994091e-05,CP19-1070
2.072376e-05,CP04-1871
2.5514957e-05,HoL10-0936
1.981023e-05,CP09-1150
1.9595234e-05,CPCL00-4111
1.9595234e-05,IMP9834
1.9595234e-05,ISD27
1.9595234e-05,01P03
1.9595234e-05,06P28
1.9595234e-05,CP61-0057
1.9595234e-05,POLY07-15
1.9595234e-05,POLY09-12
1.9595234e-05,CPCL02-8007
1.9595234e-05,IK76-0065
1.9595234e-05,F23
1.9595234e-05,Tuc89-0028
1.9595234e-05,95P8
1.9595234e-05,male mix 09F
1.9595234e-05,BPoly1973-0074
1.9595234e-05,MPTH97-0218
1.9828827e-05,CP14-2240
1.969446e-05,CP03-1780
1.9686582e-05,CP09-2223
1.9966088e-05,CP19-2349
2.254207e-05,CP09-1773
1.9745241e-05,CP15-1963
1.9666233e-05,CP17-1930
1.9968404e-05,CP98-1794
3.0709696e-05,POJ2725
2.0150454e-05,CP12-1461
2.021573e-05,CP99-1665
1.9691159e-05,CP17-4722
1.963029e-05,CP16-2394
1.9948522e-05,CP97-1158
2.005307e-05,CP94-1332
2.0329204e-05,L94-0426
2.3696335e-05,LHo83-0153
2.0046456e-05,CP14-1754
1.9968278e-05,CPCL06-3338
2.001808e-05,CP15-2125
1.985899e-05,CP17-1790
1.9754238e-05,CP15-4832
2.150441e-05,CP13-1867
2.2639062e-05,CP12-1718
1.9779545e-05,HoCP98-0774
2.0107726e-05,CP92-1755
1.9723795e-05,CP04-1797
1.9756539e-05,CP00-1534
2.0299753e-05,CP96-1829
1.9720695e-05,CP19-1038
2.169688e-05,CP11-2233
2.0172796e-05,Ho05-9012
1.9694704e-05,CP01-1285
1.9977211e-05,CP12-1939
2.034181e-05,CP92-1345
2.3554372e-05,CP87-0665
1.9731991e-05,CP12-1336
1.9687788e-05,CP17-1048
1.9722405e-05,CP03-1713
1.977073e-05,CP14-1153
2.0224352e-05,CP95-1512
2.0220241e-05,CP93-1579
2.070671e-05,CP93-1211
1.9937994e-05,CP71-0315
2.0263558e-05,CP06-2690
1.9782654e-05,CP94-1061
1.9674955e-05,CP01-1984
1.9713827e-05,CP16-1463
1.9612695e-05,CP06-2034
1.9759626e-05,CP02-1972
2.003996e-05,HoCP18-0842
1.9698386e-05,CP92-1425
1.987408e-05,CP00-1501
1.975144e-05,CP97-1072
2.0177418e-05,CP14-4459
1.9806164e-05,CP01-2349
1.9925665e-05,CP14-2522
1.9701065e-05,CP01-1478
4.6802223e-05,Ho77-0012
1.9763498e-05,CP09-1270
1.992416e-05,CP01-2311
2.0044416e-05,CP03-2090
1.9817386e-05,CP97-2092
2.037602e-05,CP11-1236
1.9998386e-05,CP14-1588
2.0132205e-05,CP18-2354
1.9911704e-05,CP13-1482
1.964112e-05,CP99-1197
1.9647134e-05,CP02-1335
1.9662031e-05,CP02-2389
2.020893e-05,CP13-2453
1.9662031e-05,CP02-2386
2.5864903e-05,Ho14-9207
2.0138385e-05,CP91-1371
2.0167652e-05,CP12-1063
2.8625767e-05,HoCP97-0644
1.9736448e-05,CP17-1607
1.9806164e-05,CP01-2352
1.985899e-05,CP17-1797
1.9720817e-05,CP03-1790
2.0424544e-05,CP16-4168
1.981032e-05,CP01-2273
1.9799698e-05,CP10-1864
2.1281614e-05,CP09-1086
2.0352329e-05,CP91-1632
1.9744732e-05,CP99-1511
1.9809782e-05,CP17-2285
2.2488011e-05,CP16-4771
2.0343283e-05,CP90-0936
2.0118187e-05,CP98-1327
2.1174581e-05,CP92-1870
1.9718735e-05,CP11-1251
1.969004e-05,CP09-1387
1.9804336e-05,CP95-1106
2.0020147e-05,CP19-1881
2.0363279e-05,L96-0083
2.060792e-05,CP10-1721
1.9869914e-05,HoCP99-0809
2.0033312e-05,CP15-1234
1.9691981e-05,CP18-1812
1.9647987e-05,CP98-1897
1.9691159e-05,CP16-4421
1.986222e-05,CP00-1300
2.0051932e-05,CP93-1235
2.0292497e-05,L19-0008
1.9815267e-05,CP06-2741
1.9647134e-05,CP02-2284
1.9836512e-05,HoCP95-0934
1.9849189e-05,CP04-1852
2.2944565e-05,CP15-1898
2.1473497e-05,CP11-1990
2.0063842e-05,CP89-0843
1.9595234e-05,B1379
1.9595234e-05,89P3
1.9595234e-05,CL94-4213
1.9595234e-05,HPoly1976-0077
1.9595234e-05,TallRibbon
1.9595234e-05,male mix 09K
1.9595234e-05,CP88-1836
1.9595234e-05,POLY00-3
1.9595234e-05,CL88-5257
1.9595234e-05,97P9
1.9595234e-05,CP87-1018
1.9595234e-05,US98-1042
1.9595234e-05,CL93-2578
1.9595234e-05,CP86-0975
1.9595234e-05,CL93-1858
1.9595234e-05,CP90-0941
1.9711624e-05,CP17-4136
2.017724e-05,L91-0282
3.8992082e-05,CP69-0338
2.158105e-05,CP16-1566
2.0289357e-05,CP14-1757
1.988088e-05,CP94-2019
2.044676e-05,CP03-1320
2.092315e-05,CP03-1360
1.968706e-05,CP18-1022
2.041153e-05,CP06-3119
3.4271496e-05,US70-17-8
2.2371543e-05,Ho16-0608
1.9925139e-05,CP18-1410
1.9648638e-05,CP14-4532
2.004552e-05,CP95-1954
1.9713872e-05,CP11-1140
1.9671876e-05,CP17-4797
2.560991e-05,Ho05-9025
1.980146e-05,CP99-1573
1.9717827e-05,CP02-1188
1.9760088e-05,CP01-1623
2.008821e-05,CP98-1016
1.9718615e-05,CP02-1379
2.0312596e-05,CP91-0560
1.9767736e-05,CP97-1545
1.9803527e-05,CP15-4767
2.0080237e-05,CP95-1967
1.9683697e-05,CP92-1631
1.9759065e-05,CP95-1770
2.2227385e-05,HoCP02-0603
2.0176554e-05,CP18-2102
2.0024478e-05,CP92-1263
1.9670026e-05,CP16-1052
2.0525531e-05,CP10-1070
1.9869138e-05,CP12-2034
3.4515226e-05,Ho88-0015
1.9703035e-05,CP17-1220
2.0627162e-05,CP14-1550
1.999826e-05,CP87-0644
2.0453328e-05,CP11-1770
5.7217127e-05,Ho78-0014
2.1146327e-05,LCP86-0413
1.9774738e-05,CP12-2026
2.075561e-05,CB41-0076
1.9691159e-05,CP17-4750
1.9663581e-05,CP16-4363
2.0360738e-05,CP14-2528
2.0077869e-05,LCP87-0478
1.9643332e-05,CP15-4162
2.00733e-05,CP00-1464
3.578272e-05,Ho11-9353
1.9668643e-05,CP93-1165
1.9629082e-05,CP16-1547
1.9792225e-05,CP12-1554
2.0054036e-05,CP07-2301
2.1496862e-05,CP68-1026
1.9906167e-05,CP19-4029
1.9892463e-05,LCP85-0315
1.9628382e-05,CP15-1602
2.1602755e-05,CP96-1637
1.9673296e-05,CP15-2396
2.0946656e-05,LCP84-0260
1.988226e-05,CP02-1959
1.9740804e-05,CP10-1224
4.8478854e-05,CP77-0407
2.0290143e-05,CP13-1947
1.9687495e-05,CP99-1821
2.2627486e-05,CPCL05-1346
2.1253005e-05,CP94-1214
1.9944504e-05,CP98-1114
1.9689744e-05,CP02-1248
1.975144e-05,CP97-1039
1.9691894e-05,CP17-4524
1.9829602e-05,CP00-1629
2.0047824e-05,CP12-1596
1.9728172e-05,CP98-1383
1.9636553e-05,CP16-4641
2.015657e-05,CP19-2095
1.9637568e-05,CP15-2039
2.9325189e-05,CP07-1053
2.5904337e-05,CP11-2227
1.969004e-05,CP08-1122
1.9665444e-05,CP19-4605
1.9758487e-05,CP19-1643
1.988088e-05,CP96-1218
2.022869e-05,CP94-1528
1.974665e-05,CP02-1153
1.9859992e-05,CP06-2441
2.0199848e-05,CP13-1571
3.6409892e-05,CP94-2021
1.9749199e-05,CP10-1339
2.0134317e-05,CP82-0521
1.9820196e-05,CP15-1153
1.9911704e-05,CP13-1489
1.9908994e-05,CP92-1514
1.96768e-05,CP13-1303
2.0008558e-05,CP18-2110
1.975144e-05,CP97-1023
1.9956527e-05,CP15-2238
2.0737361e-05,CP94-1810
2.174996e-05,CP04-1112
2.0035886e-05,CP19-1224
1.996802e-05,CP15-4836
2.0666177e-05,CP01-2517
2.0777808e-05,CP12-2254
2.8819877e-05,HoCP11-0547
2.0659896e-05,CP92-1618
2.3066914e-05,Ho13-9136
1.9714222e-05,CP02-1623
2.0823863e-05,CP17-2113
1.9920684e-05,CP19-2168
5.290729e-05,Ho02-0840
1.9595234e-05,POLY17-4
1.9595234e-05,YS87-1018
1.9595234e-05,SES-602
1.9595234e-05,90P13
1.9595234e-05,CP92-0648
1.9595234e-05,POLY06-19
1.9595234e-05,US67-22-2
1.9595234e-05,CP00-1398
1.9595234e-05,US16-2010
1.9595234e-05,CP88-2029
